Date,Country,VaccinatedRate
2021-10-28,Australia,73.46
2021-10-28,Austria,65.04
2021-10-28,Belgium,74.85
2021-10-28,Canada,78.28
2021-10-28,Chile,85.70
2021-10-28,China,0.00
2021-10-28,Colombia,58.32
2021-10-28,Costa Rica,0.00
2021-10-28,Czechia,57.89
2021-10-28,Denmark,77.02
2021-10-28,Estonia,59.68
2021-10-28,Finland,76.03
2021-10-28,France,78.25
2021-10-28,Germany,68.75
2021-10-28,Greece,63.82
2021-10-28,Hungary,61.76
2021-10-28,Iceland,82.40
2021-10-28,Ireland,76.52
2021-10-28,Israel,70.93
2021-10-28,Italy,77.17
2021-10-28,Japan,77.52
2021-10-28,Latvia,61.24
2021-10-28,Lithuania,67.19
2021-10-28,Luxembourg,69.17
2021-10-28,Mexico,0.00
2021-10-28,Netherlands,0.00
2021-10-28,New Zealand,75.76
2021-10-28,Norway,76.91
2021-10-28,Poland,53.46
2021-10-28,Portugal,0.00
2021-10-28,Slovakia,45.89
2021-10-28,Slovenia,57.11
2021-10-28,South Korea,79.21
2021-10-28,Spain,81.37
2021-10-28,Sweden,0.00
2021-10-28,Switzerland,65.56
2021-10-28,Taiwan,69.82
2021-10-28,Turkey,65.06
2021-10-28,United Kingdom,73.13
2021-10-28,United States,66.59
