tDate,Country,VaccinatedRate
2022-07-09,Australia,86.72
2022-07-09,Belgium,79.52
2022-07-09,Chile,93.75
2022-07-09,China,0.00
2022-07-09,Czechia,64.95
2022-07-09,Denmark,83.05
2022-07-09,Estonia,65.15
2022-07-09,Finland,0.00
2022-07-09,France,83.28
2022-07-09,Germany,77.13
2022-07-09,Greece,76.37
2022-07-09,Hungary,0.00
2022-07-09,Ireland,82.12
2022-07-09,Israel,0.00
2022-07-09,Italy,84.17
2022-07-09,Japan,82.34
2022-07-09,Latvia,72.11
2022-07-09,Lithuania,0.00
2022-07-09,Luxembourg,75.83
2022-07-09,New Zealand,88.33
2022-07-09,Norway,79.45
2022-07-09,Poland,60.16
2022-07-09,Slovakia,0.00
2022-07-09,South Korea,86.98
2022-07-09,Switzerland,69.87
2022-07-09,Taiwan,0.00
2022-07-09,Turkey,68.04
2022-07-09,United States,78.30
