tDate,Country,VaccinatedRate
2021-01-30,Austria,2.65
2021-01-30,Belgium,2.71
2021-01-30,Canada,2.21
2021-01-30,Chile,0.30
2021-01-30,China,0.00
2021-01-30,Costa Rica,0.00
2021-01-30,Czechia,2.23
2021-01-30,Denmark,3.07
2021-01-30,Estonia,2.10
2021-01-30,Finland,2.60
2021-01-30,France,2.52
2021-01-30,Germany,2.26
2021-01-30,Greece,2.24
2021-01-30,Hungary,2.30
2021-01-30,Iceland,0.00
2021-01-30,Ireland,0.00
2021-01-30,Israel,34.47
2021-01-30,Italy,2.29
2021-01-30,Latvia,0.92
2021-01-30,Lithuania,2.69
2021-01-30,Luxembourg,0.00
2021-01-30,Mexico,0.48
2021-01-30,Netherlands,0.00
2021-01-30,Norway,2.02
2021-01-30,Poland,2.54
2021-01-30,Portugal,2.71
2021-01-30,Slovakia,2.55
2021-01-30,Slovenia,2.65
2021-01-30,Spain,0.00
2021-01-30,Sweden,0.00
2021-01-30,Switzerland,3.17
2021-01-30,Turkey,0.00
2021-01-30,United Kingdom,13.16
2021-01-30,United States,7.23
