Date,Country,VaccinatedRate
2021-07-24,Australia,30.09
2021-07-24,Austria,57.97
2021-07-24,Belgium,68.01
2021-07-24,Canada,70.23
2021-07-24,Chile,71.70
2021-07-24,China,0.00
2021-07-24,Colombia,0.00
2021-07-24,Costa Rica,0.00
2021-07-24,Czechia,51.49
2021-07-24,Denmark,70.25
2021-07-24,Estonia,46.72
2021-07-24,Finland,65.32
2021-07-24,France,60.99
2021-07-24,Germany,60.45
2021-07-24,Greece,53.98
2021-07-24,Iceland,0.00
2021-07-24,Ireland,0.00
2021-07-24,Israel,65.51
2021-07-24,Italy,61.91
2021-07-24,Japan,38.14
2021-07-24,Latvia,40.16
2021-07-24,Lithuania,50.25
2021-07-24,Luxembourg,0.00
2021-07-24,Mexico,32.38
2021-07-24,Netherlands,0.00
2021-07-24,New Zealand,20.64
2021-07-24,Norway,62.39
2021-07-24,Poland,0.00
2021-07-24,Portugal,66.82
2021-07-24,Slovakia,41.06
2021-07-24,Slovenia,43.20
2021-07-24,South Korea,32.62
2021-07-24,Spain,0.00
2021-07-24,Sweden,0.00
2021-07-24,Switzerland,52.87
2021-07-24,Taiwan,0.00
2021-07-24,Turkey,46.35
2021-07-24,United Kingdom,68.27
2021-07-24,United States,56.47
