tDate,Country,VaccinatedRate
2021-08-09,Australia,35.32
2021-08-09,Austria,59.30
2021-08-09,Belgium,70.70
2021-08-09,Canada,71.54
2021-08-09,Chile,73.57
2021-08-09,China,0.00
2021-08-09,Colombia,38.84
2021-08-09,Costa Rica,54.11
2021-08-09,Czechia,53.80
2021-08-09,Denmark,73.92
2021-08-09,Estonia,50.63
2021-08-09,Finland,67.85
2021-08-09,France,68.72
2021-08-09,Germany,62.06
2021-08-09,Greece,55.92
2021-08-09,Hungary,58.69
2021-08-09,Ireland,68.97
2021-08-09,Israel,66.18
2021-08-09,Italy,66.07
2021-08-09,Japan,47.31
2021-08-09,Latvia,42.55
2021-08-09,Lithuania,55.89
2021-08-09,Luxembourg,62.56
2021-08-09,Mexico,39.20
2021-08-09,Netherlands,0.00
2021-08-09,New Zealand,29.09
2021-08-09,Norway,67.97
2021-08-09,Poland,49.33
2021-08-09,Portugal,72.09
2021-08-09,Slovakia,42.09
2021-08-09,Slovenia,45.30
2021-08-09,South Korea,41.25
2021-08-09,Spain,71.83
2021-08-09,Sweden,0.00
2021-08-09,Switzerland,54.34
2021-08-09,Taiwan,36.51
2021-08-09,Turkey,49.24
2021-08-09,United Kingdom,69.04
2021-08-09,United States,58.64
