tDate,Country,VaccinatedRate
2021-01-29,Austria,2.63
2021-01-29,Belgium,2.69
2021-01-29,Canada,2.20
2021-01-29,Chile,0.30
2021-01-29,China,0.00
2021-01-29,Costa Rica,0.00
2021-01-29,Czechia,2.23
2021-01-29,Denmark,3.05
2021-01-29,Estonia,2.08
2021-01-29,Finland,2.48
2021-01-29,France,2.47
2021-01-29,Germany,2.22
2021-01-29,Greece,2.13
2021-01-29,Hungary,2.06
2021-01-29,Iceland,0.00
2021-01-29,Ireland,0.00
2021-01-29,Israel,34.08
2021-01-29,Italy,2.29
2021-01-29,Latvia,0.92
2021-01-29,Lithuania,2.69
2021-01-29,Luxembourg,0.00
2021-01-29,Mexico,0.48
2021-01-29,Netherlands,0.00
2021-01-29,Norway,2.02
2021-01-29,Poland,2.50
2021-01-29,Portugal,0.00
2021-01-29,Slovakia,2.52
2021-01-29,Slovenia,2.65
2021-01-29,Spain,0.00
2021-01-29,Sweden,0.00
2021-01-29,Switzerland,3.17
2021-01-29,Turkey,0.00
2021-01-29,United Kingdom,12.28
2021-01-29,United States,6.87
