tDate,Country,VaccinatedRate
2022-01-27,Australia,83.54
2022-01-27,Austria,74.56
2022-01-27,Belgium,78.42
2022-01-27,Canada,84.83
2022-01-27,Chile,91.59
2022-01-27,China,0.00
2022-01-27,Colombia,78.23
2022-01-27,Costa Rica,0.00
2022-01-27,Czechia,64.53
2022-01-27,Denmark,83.34
2022-01-27,Estonia,64.42
2022-01-27,Finland,77.39
2022-01-27,France,82.12
2022-01-27,Germany,75.02
2022-01-27,Greece,74.49
2022-01-27,Hungary,65.93
2022-01-27,Iceland,0.00
2022-01-27,Ireland,80.57
2022-01-27,Israel,76.11
2022-01-27,Italy,82.90
2022-01-27,Japan,0.00
2022-01-27,Latvia,71.56
2022-01-27,Lithuania,72.17
2022-01-27,Luxembourg,74.91
2022-01-27,Mexico,64.11
2022-01-27,Netherlands,0.00
2022-01-27,New Zealand,82.32
2022-01-27,Norway,78.92
2022-01-27,Poland,58.92
2022-01-27,Portugal,94.15
2022-01-27,Slovakia,0.00
2022-01-27,Slovenia,60.64
2022-01-27,South Korea,86.10
2022-01-27,Spain,87.46
2022-01-27,Sweden,0.00
2022-01-27,Switzerland,69.59
2022-01-27,Taiwan,79.94
2022-01-27,Turkey,67.48
2022-01-27,United Kingdom,76.67
2022-01-27,United States,75.05
