tDate,Country,VaccinatedRate
2022-01-29,Australia,83.87
2022-01-29,Austria,74.67
2022-01-29,Belgium,78.60
2022-01-29,Canada,84.85
2022-01-29,Chile,91.64
2022-01-29,China,0.00
2022-01-29,Colombia,78.54
2022-01-29,Costa Rica,0.00
2022-01-29,Czechia,64.57
2022-01-29,Denmark,83.33
2022-01-29,Estonia,64.46
2022-01-29,Finland,77.44
2022-01-29,France,82.19
2022-01-29,Germany,75.10
2022-01-29,Greece,74.66
2022-01-29,Hungary,0.00
2022-01-29,Iceland,0.00
2022-01-29,Ireland,80.66
2022-01-29,Israel,76.11
2022-01-29,Italy,83.05
2022-01-29,Japan,0.00
2022-01-29,Latvia,71.62
2022-01-29,Lithuania,72.20
2022-01-29,Luxembourg,74.98
2022-01-29,Mexico,0.00
2022-01-29,Netherlands,78.11
2022-01-29,New Zealand,85.64
2022-01-29,Norway,78.94
2022-01-29,Poland,0.00
2022-01-29,Portugal,94.19
2022-01-29,Slovakia,0.00
2022-01-29,Slovenia,60.66
2022-01-29,South Korea,86.15
2022-01-29,Spain,0.00
2022-01-29,Sweden,0.00
2022-01-29,Switzerland,69.64
2022-01-29,Turkey,67.50
2022-01-29,United Kingdom,76.73
2022-01-29,United States,75.18
