Date,Country,VaccinatedRate
2022-08-09,Australia,86.89
2022-08-09,Austria,76.09
2022-08-09,Chile,93.91
2022-08-09,China,90.11
2022-08-09,Czechia,64.99
2022-08-09,Denmark,82.97
2022-08-09,Finland,0.00
2022-08-09,France,83.35
2022-08-09,Germany,77.16
2022-08-09,Greece,76.41
2022-08-09,Hungary,66.58
2022-08-09,Israel,76.40
2022-08-09,Italy,84.19
2022-08-09,Japan,82.49
2022-08-09,Lithuania,72.63
2022-08-09,New Zealand,88.38
2022-08-09,Norway,79.47
2022-08-09,Poland,60.20
2022-08-09,South Korea,87.02
2022-08-09,Taiwan,89.51
2022-08-09,Turkey,68.08
