Date,Country,VaccinatedRate
2022-04-19,Australia,86.31
2022-04-19,Canada,87.60
2022-04-19,China,0.00
2022-04-19,Czechia,64.86
2022-04-19,Denmark,83.23
2022-04-19,Estonia,64.90
2022-04-19,Finland,0.00
2022-04-19,France,82.59
2022-04-19,Germany,75.96
2022-04-19,Greece,76.26
2022-04-19,Hungary,66.48
2022-04-19,Israel,76.29
2022-04-19,Italy,84.07
2022-04-19,Japan,81.70
2022-04-19,Latvia,72.01
2022-04-19,Lithuania,72.49
2022-04-19,New Zealand,88.19
2022-04-19,Norway,79.29
2022-04-19,Poland,59.89
2022-04-19,Slovenia,60.86
2022-04-19,South Korea,86.87
2022-04-19,Taiwan,82.17
2022-04-19,Turkey,67.97
2022-04-19,United Kingdom,77.79
2022-04-19,United States,77.18
