tDate,Country,VaccinatedRate
2021-10-08,Australia,67.94
2021-10-08,Austria,64.00
2021-10-08,Belgium,74.26
2021-10-08,Canada,77.07
2021-10-08,Chile,82.93
2021-10-08,China,0.00
2021-10-08,Colombia,54.08
2021-10-08,Costa Rica,0.00
2021-10-08,Czechia,56.98
2021-10-08,Denmark,76.67
2021-10-08,Estonia,57.68
2021-10-08,Finland,74.89
2021-10-08,France,77.48
2021-10-08,Germany,67.94
2021-10-08,Greece,62.57
2021-10-08,Hungary,0.00
2021-10-08,Iceland,0.00
2021-10-08,Ireland,75.97
2021-10-08,Israel,70.34
2021-10-08,Italy,75.75
2021-10-08,Japan,0.00
2021-10-08,Latvia,51.07
2021-10-08,Lithuania,65.64
2021-10-08,Luxembourg,67.16
2021-10-08,Mexico,50.70
2021-10-08,Netherlands,0.00
2021-10-08,New Zealand,70.40
2021-10-08,Norway,76.59
2021-10-08,Poland,0.00
2021-10-08,Portugal,0.00
2021-10-08,Slovakia,45.36
2021-10-08,Slovenia,56.46
2021-10-08,South Korea,77.08
2021-10-08,Spain,0.00
2021-10-08,Sweden,0.00
2021-10-08,Switzerland,64.30
2021-10-08,Taiwan,57.48
2021-10-08,Turkey,64.00
2021-10-08,United Kingdom,72.04
2021-10-08,United States,65.27
