Date,Country,VaccinatedRate
2021-06-05,Australia,16.92
2021-06-05,Austria,43.51
2021-06-05,Belgium,44.12
2021-06-05,Canada,60.57
2021-06-05,Chile,58.33
2021-06-05,China,0.00
2021-06-05,Colombia,15.71
2021-06-05,Costa Rica,0.00
2021-06-05,Czechia,39.01
2021-06-05,Denmark,40.54
2021-06-05,Estonia,37.64
2021-06-05,Finland,0.00
2021-06-05,France,43.11
2021-06-05,Germany,45.19
2021-06-05,Greece,37.65
2021-06-05,Hungary,54.60
2021-06-05,Iceland,0.00
2021-06-05,Ireland,0.00
2021-06-05,Israel,62.09
2021-06-05,Italy,42.87
2021-06-05,Japan,12.78
2021-06-05,Latvia,30.58
2021-06-05,Lithuania,41.25
2021-06-05,Luxembourg,0.00
2021-06-05,Mexico,18.50
2021-06-05,Netherlands,0.00
2021-06-05,New Zealand,9.86
2021-06-05,Norway,33.42
2021-06-05,Poland,38.50
2021-06-05,Portugal,40.40
2021-06-05,Slovakia,33.52
2021-06-05,Slovenia,34.68
2021-06-05,South Korea,14.67
2021-06-05,Spain,0.00
2021-06-05,Sweden,0.00
2021-06-05,Switzerland,38.55
2021-06-05,Taiwan,0.00
2021-06-05,Turkey,20.60
2021-06-05,United Kingdom,59.13
2021-06-05,United States,51.15
