Date,Country,VaccinatedRate
2021-06-12,Australia,19.74
2021-06-12,Austria,46.82
2021-06-12,Belgium,48.86
2021-06-12,Canada,63.86
2021-06-12,Chile,60.81
2021-06-12,China,0.00
2021-06-12,Colombia,17.79
2021-06-12,Costa Rica,0.00
2021-06-12,Czechia,42.28
2021-06-12,Denmark,46.24
2021-06-12,Estonia,39.39
2021-06-12,Finland,50.25
2021-06-12,France,46.61
2021-06-12,Germany,48.03
2021-06-12,Greece,40.38
2021-06-12,Hungary,0.00
2021-06-12,Iceland,0.00
2021-06-12,Ireland,0.00
2021-06-12,Israel,62.32
2021-06-12,Italy,48.31
2021-06-12,Japan,16.72
2021-06-12,Latvia,32.47
2021-06-12,Lithuania,43.48
2021-06-12,Luxembourg,0.00
2021-06-12,Mexico,20.02
2021-06-12,Netherlands,0.00
2021-06-12,New Zealand,11.12
2021-06-12,Norway,36.19
2021-06-12,Poland,40.90
2021-06-12,Portugal,43.87
2021-06-12,Slovakia,34.69
2021-06-12,Slovenia,37.09
2021-06-12,South Korea,22.82
2021-06-12,Spain,0.00
2021-06-12,Sweden,0.00
2021-06-12,Switzerland,42.61
2021-06-12,Taiwan,0.00
2021-06-12,Turkey,23.24
2021-06-12,United Kingdom,60.92
2021-06-12,United States,52.08
