tDate,Country,VaccinatedRate
2021-11-08,Australia,74.99
2021-11-08,Austria,66.33
2021-11-08,Belgium,75.22
2021-11-08,Canada,78.72
2021-11-08,Chile,86.52
2021-11-08,China,0.00
2021-11-08,Colombia,62.05
2021-11-08,Costa Rica,73.76
2021-11-08,Czechia,59.17
2021-11-08,Denmark,77.31
2021-11-08,Estonia,61.10
2021-11-08,Finland,76.52
2021-11-08,France,78.59
2021-11-08,Germany,69.13
2021-11-08,Greece,64.85
2021-11-08,Hungary,62.05
2021-11-08,Iceland,0.00
2021-11-08,Ireland,76.80
2021-11-08,Israel,71.11
2021-11-08,Italy,77.44
2021-11-08,Japan,78.42
2021-11-08,Latvia,64.69
2021-11-08,Lithuania,67.90
2021-11-08,Mexico,57.54
2021-11-08,Netherlands,0.00
2021-11-08,New Zealand,77.38
2021-11-08,Norway,77.10
2021-11-08,Poland,53.90
2021-11-08,Portugal,88.89
2021-11-08,Slovakia,46.28
2021-11-08,Slovenia,57.62
2021-11-08,South Korea,80.37
2021-11-08,Spain,0.00
2021-11-08,Sweden,0.00
2021-11-08,Switzerland,66.09
2021-11-08,Taiwan,73.60
2021-11-08,Turkey,65.45
2021-11-08,United Kingdom,73.74
2021-11-08,United States,67.61
