tDate,Country,VaccinatedRate
2022-04-21,Australia,86.33
2022-04-21,Austria,0.00
2022-04-21,Belgium,79.40
2022-04-21,Canada,88.08
2022-04-21,Chile,93.20
2022-04-21,China,0.00
2022-04-21,Colombia,0.00
2022-04-21,Costa Rica,0.00
2022-04-21,Czechia,64.86
2022-04-21,Denmark,83.21
2022-04-21,Estonia,64.91
2022-04-21,France,82.61
2022-04-21,Germany,75.97
2022-04-21,Greece,76.26
2022-04-21,Hungary,66.49
2022-04-21,Ireland,81.83
2022-04-21,Israel,76.29
2022-04-21,Italy,84.07
2022-04-21,Japan,81.72
2022-04-21,Latvia,72.02
2022-04-21,Lithuania,72.50
2022-04-21,Luxembourg,75.71
2022-04-21,Mexico,65.83
2022-04-21,New Zealand,88.20
2022-04-21,Norway,79.30
2022-04-21,Poland,0.00
2022-04-21,Slovakia,0.00
2022-04-21,Slovenia,60.86
2022-04-21,South Korea,86.87
2022-04-21,Spain,88.11
2022-04-21,Sweden,77.02
2022-04-21,Switzerland,69.77
2022-04-21,Taiwan,82.30
2022-04-21,Turkey,67.98
2022-04-21,United Kingdom,77.83
2022-04-21,United States,77.28
