Date,Country,VaccinatedRate
2022-04-25,Australia,86.35
2022-04-25,Canada,88.57
2022-04-25,Chile,93.22
2022-04-25,China,0.00
2022-04-25,Costa Rica,85.64
2022-04-25,Czechia,64.87
2022-04-25,Denmark,83.22
2022-04-25,Estonia,64.93
2022-04-25,France,82.61
2022-04-25,Germany,75.97
2022-04-25,Greece,76.27
2022-04-25,Hungary,66.49
2022-04-25,Israel,76.30
2022-04-25,Italy,84.08
2022-04-25,Japan,81.80
2022-04-25,Latvia,72.02
2022-04-25,Lithuania,72.51
2022-04-25,Mexico,65.87
2022-04-25,New Zealand,88.21
2022-04-25,Norway,79.30
2022-04-25,Poland,59.91
2022-04-25,Slovenia,60.86
2022-04-25,South Korea,86.88
2022-04-25,Switzerland,69.77
2022-04-25,Taiwan,82.49
2022-04-25,Turkey,67.98
2022-04-25,United Kingdom,77.94
2022-04-25,United States,77.30
