tDate,Country,VaccinatedRate
2021-09-07,Australia,51.40
2021-09-07,Austria,61.56
2021-09-07,Belgium,72.79
2021-09-07,Canada,74.02
2021-09-07,Chile,75.31
2021-09-07,China,0.00
2021-09-07,Colombia,0.00
2021-09-07,Costa Rica,0.00
2021-09-07,Czechia,55.80
2021-09-07,Denmark,76.11
2021-09-07,Estonia,55.55
2021-09-07,Finland,0.00
2021-09-07,France,75.15
2021-09-07,Germany,65.51
2021-09-07,Greece,59.59
2021-09-07,Hungary,60.47
2021-09-07,Iceland,81.58
2021-09-07,Ireland,0.00
2021-09-07,Israel,68.53
2021-09-07,Italy,71.88
2021-09-07,Japan,61.16
2021-09-07,Latvia,46.57
2021-09-07,Lithuania,62.64
2021-09-07,Luxembourg,0.00
2021-09-07,Mexico,45.77
2021-09-07,Netherlands,0.00
2021-09-07,New Zealand,54.77
2021-09-07,Norway,71.83
2021-09-07,Poland,51.40
2021-09-07,Portugal,86.27
2021-09-07,Slovakia,43.88
2021-09-07,Slovenia,48.56
2021-09-07,South Korea,60.45
2021-09-07,Spain,79.17
2021-09-07,Sweden,68.56
2021-09-07,Switzerland,58.28
2021-09-07,Taiwan,44.24
2021-09-07,Turkey,59.18
2021-09-07,United Kingdom,70.84
2021-09-07,United States,62.36
