Date,Country,VaccinatedRate
2021-02-16,Australia,0.00
2021-02-16,Austria,3.29
2021-02-16,Belgium,3.43
2021-02-16,Canada,2.58
2021-02-16,Chile,12.27
2021-02-16,China,0.00
2021-02-16,Costa Rica,0.00
2021-02-16,Czechia,2.89
2021-02-16,Denmark,4.40
2021-02-16,Estonia,3.66
2021-02-16,Finland,3.90
2021-02-16,France,3.79
2021-02-16,Germany,3.46
2021-02-16,Greece,3.84
2021-02-16,Hungary,3.62
2021-02-16,Iceland,4.10
2021-02-16,Ireland,3.77
2021-02-16,Israel,46.40
2021-02-16,Italy,3.11
2021-02-16,Latvia,1.25
2021-02-16,Lithuania,3.86
2021-02-16,Luxembourg,3.09
2021-02-16,Mexico,0.64
2021-02-16,Netherlands,0.00
2021-02-16,Norway,4.53
2021-02-16,Poland,4.07
2021-02-16,Portugal,3.60
2021-02-16,Slovakia,4.54
2021-02-16,Slovenia,3.61
2021-02-16,Spain,3.36
2021-02-16,Sweden,0.00
2021-02-16,Switzerland,5.07
2021-02-16,Turkey,4.69
2021-02-16,United Kingdom,23.37
2021-02-16,United States,11.92
