tDate,Country,VaccinatedRate
2021-06-06,Australia,17.25
2021-06-06,Austria,43.78
2021-06-06,Belgium,44.34
2021-06-06,Canada,61.08
2021-06-06,Chile,58.35
2021-06-06,China,0.00
2021-06-06,Colombia,15.93
2021-06-06,Costa Rica,0.00
2021-06-06,Czechia,39.26
2021-06-06,Denmark,41.06
2021-06-06,Estonia,37.76
2021-06-06,Finland,47.44
2021-06-06,France,43.31
2021-06-06,Germany,45.29
2021-06-06,Greece,38.30
2021-06-06,Hungary,54.62
2021-06-06,Iceland,0.00
2021-06-06,Ireland,0.00
2021-06-06,Israel,62.14
2021-06-06,Italy,43.58
2021-06-06,Japan,13.22
2021-06-06,Latvia,30.65
2021-06-06,Lithuania,41.46
2021-06-06,Luxembourg,0.00
2021-06-06,Mexico,18.50
2021-06-06,Netherlands,43.14
2021-06-06,New Zealand,9.94
2021-06-06,Norway,33.48
2021-06-06,Poland,38.66
2021-06-06,Portugal,40.75
2021-06-06,Slovakia,33.64
2021-06-06,Slovenia,34.86
2021-06-06,South Korea,14.67
2021-06-06,Spain,42.33
2021-06-06,Sweden,39.90
2021-06-06,Switzerland,38.73
2021-06-06,Taiwan,2.93
2021-06-06,Turkey,20.81
2021-06-06,United Kingdom,59.32
2021-06-06,United States,51.31
