Date,Country,VaccinatedRate
2021-01-18,Austria,1.40
2021-01-18,Belgium,1.19
2021-01-18,Canada,1.56
2021-01-18,Chile,0.13
2021-01-18,China,0.00
2021-01-18,Costa Rica,0.57
2021-01-18,Czechia,1.25
2021-01-18,Denmark,2.89
2021-01-18,Estonia,1.41
2021-01-18,Finland,0.00
2021-01-18,France,0.81
2021-01-18,Germany,1.49
2021-01-18,Greece,0.82
2021-01-18,Hungary,1.35
2021-01-18,Iceland,0.00
2021-01-18,Ireland,0.00
2021-01-18,Israel,25.91
2021-01-18,Italy,2.09
2021-01-18,Latvia,0.87
2021-01-18,Lithuania,2.01
2021-01-18,Luxembourg,0.72
2021-01-18,Mexico,0.37
2021-01-18,Netherlands,0.00
2021-01-18,Norway,0.98
2021-01-18,Poland,1.30
2021-01-18,Portugal,1.31
2021-01-18,Slovakia,1.31
2021-01-18,Slovenia,2.37
2021-01-18,Spain,1.92
2021-01-18,Sweden,0.00
2021-01-18,Switzerland,1.12
2021-01-18,Turkey,0.00
2021-01-18,United Kingdom,6.26
2021-01-18,United States,0.00
