Date,Country,VaccinatedRate
2022-06-21,Australia,86.64
2022-06-21,Chile,93.66
2022-06-21,China,0.00
2022-06-21,Czechia,64.94
2022-06-21,Denmark,83.13
2022-06-21,Estonia,65.12
2022-06-21,France,83.21
2022-06-21,Greece,76.35
2022-06-21,Hungary,66.55
2022-06-21,Israel,76.35
2022-06-21,Italy,84.15
2022-06-21,Japan,82.28
2022-06-21,Latvia,72.09
2022-06-21,Lithuania,72.58
2022-06-21,New Zealand,88.30
2022-06-21,Norway,79.42
2022-06-21,Poland,60.14
2022-06-21,Slovenia,60.89
2022-06-21,South Korea,86.96
2022-06-21,Taiwan,88.68
2022-06-21,Turkey,68.03
