Date,Country,VaccinatedRate
2021-03-06,Australia,0.30
2021-03-06,Austria,6.62
2021-03-06,Belgium,5.75
2021-03-06,Canada,4.64
2021-03-06,Chile,21.13
2021-03-06,China,0.00
2021-03-06,Colombia,0.00
2021-03-06,Costa Rica,0.00
2021-03-06,Czechia,5.35
2021-03-06,Denmark,8.93
2021-03-06,Estonia,7.64
2021-03-06,Finland,8.66
2021-03-06,France,6.04
2021-03-06,Germany,6.13
2021-03-06,Greece,6.99
2021-03-06,Hungary,10.19
2021-03-06,Iceland,0.00
2021-03-06,Ireland,7.49
2021-03-06,Israel,55.90
2021-03-06,Italy,6.31
2021-03-06,Japan,0.00
2021-03-06,Latvia,3.88
2021-03-06,Lithuania,7.89
2021-03-06,Luxembourg,0.00
2021-03-06,Mexico,1.66
2021-03-06,Netherlands,0.00
2021-03-06,New Zealand,0.31
2021-03-06,Norway,7.40
2021-03-06,Poland,6.68
2021-03-06,Portugal,7.49
2021-03-06,Slovakia,6.53
2021-03-06,Slovenia,7.07
2021-03-06,South Korea,0.62
2021-03-06,Spain,0.00
2021-03-06,Sweden,0.00
2021-03-06,Switzerland,6.79
2021-03-06,Turkey,8.83
2021-03-06,United Kingdom,32.57
2021-03-06,United States,17.23
