Date,Country,VaccinatedRate
2021-10-03,Australia,65.93
2021-10-03,Austria,63.63
2021-10-03,Belgium,74.00
2021-10-03,Canada,77.07
2021-10-03,Chile,81.09
2021-10-03,China,0.00
2021-10-03,Colombia,0.00
2021-10-03,Costa Rica,0.00
2021-10-03,Czechia,56.79
2021-10-03,Denmark,76.65
2021-10-03,Estonia,57.41
2021-10-03,Finland,0.00
2021-10-03,France,77.10
2021-10-03,Germany,67.60
2021-10-03,Greece,62.28
2021-10-03,Iceland,0.00
2021-10-03,Ireland,75.79
2021-10-03,Israel,69.87
2021-10-03,Italy,75.19
2021-10-03,Japan,71.63
2021-10-03,Latvia,49.58
2021-10-03,Lithuania,65.15
2021-10-03,Luxembourg,66.13
2021-10-03,Mexico,0.00
2021-10-03,Netherlands,74.98
2021-10-03,New Zealand,68.49
2021-10-03,Norway,76.32
2021-10-03,Poland,52.60
2021-10-03,Portugal,0.00
2021-10-03,Slovakia,45.03
2021-10-03,Slovenia,54.33
2021-10-03,South Korea,76.65
2021-10-03,Spain,80.71
2021-10-03,Sweden,0.00
2021-10-03,Switzerland,63.74
2021-10-03,Taiwan,56.50
2021-10-03,Turkey,63.54
2021-10-03,United Kingdom,71.78
2021-10-03,United States,64.65
