Date,Country,VaccinatedRate
2021-04-20,Australia,0.00
2021-04-20,Austria,20.70
2021-04-20,Belgium,21.27
2021-04-20,Canada,25.05
2021-04-20,Chile,40.74
2021-04-20,China,0.00
2021-04-20,Colombia,5.36
2021-04-20,Costa Rica,0.00
2021-04-20,Czechia,16.00
2021-04-20,Denmark,19.12
2021-04-20,Estonia,21.97
2021-04-20,Finland,24.27
2021-04-20,France,20.32
2021-04-20,Germany,20.70
2021-04-20,Greece,17.61
2021-04-20,Hungary,34.91
2021-04-20,Iceland,0.00
2021-04-20,Ireland,17.64
2021-04-20,Israel,60.99
2021-04-20,Italy,19.03
2021-04-20,Japan,1.19
2021-04-20,Latvia,12.41
2021-04-20,Lithuania,21.70
2021-04-20,Luxembourg,18.95
2021-04-20,Mexico,8.79
2021-04-20,Netherlands,0.00
2021-04-20,New Zealand,2.97
2021-04-20,Norway,20.31
2021-04-20,Poland,18.17
2021-04-20,Portugal,20.20
2021-04-20,Slovakia,18.07
2021-04-20,Slovenia,18.41
2021-04-20,South Korea,3.42
2021-04-20,Spain,20.51
2021-04-20,Sweden,0.00
2021-04-20,Switzerland,15.86
2021-04-20,Taiwan,0.14
2021-04-20,Turkey,14.61
2021-04-20,United Kingdom,48.59
2021-04-20,United States,40.03
