tDate,Country,VaccinatedRate
2021-12-25,Australia,79.09
2021-12-25,Austria,72.90
2021-12-25,Belgium,76.55
2021-12-25,Canada,83.13
2021-12-25,Chile,89.64
2021-12-25,China,0.00
2021-12-25,Colombia,0.00
2021-12-25,Costa Rica,0.00
2021-12-25,Czechia,63.43
2021-12-25,Denmark,82.30
2021-12-25,Estonia,63.35
2021-12-25,Finland,0.00
2021-12-25,France,80.60
2021-12-25,Germany,73.24
2021-12-25,Greece,71.46
2021-12-25,Hungary,0.00
2021-12-25,Iceland,0.00
2021-12-25,Ireland,0.00
2021-12-25,Israel,74.01
2021-12-25,Italy,79.69
2021-12-25,Japan,0.00
2021-12-25,Latvia,70.09
2021-12-25,Lithuania,70.99
2021-12-25,Luxembourg,72.72
2021-12-25,Mexico,0.00
2021-12-25,New Zealand,81.71
2021-12-25,Norway,78.32
2021-12-25,Poland,0.00
2021-12-25,Portugal,90.28
2021-12-25,Slovakia,49.70
2021-12-25,Slovenia,60.04
2021-12-25,South Korea,84.90
2021-12-25,Spain,0.00
2021-12-25,Sweden,0.00
2021-12-25,Switzerland,68.40
2021-12-25,Taiwan,0.00
2021-12-25,Turkey,66.78
2021-12-25,United Kingdom,75.74
2021-12-25,United States,72.91
