tDate,Country,VaccinatedRate
2022-05-04,Australia,86.41
2022-05-04,Belgium,79.42
2022-05-04,Canada,85.85
2022-05-04,Chile,93.28
2022-05-04,China,0.00
2022-05-04,Czechia,64.88
2022-05-04,Denmark,83.19
2022-05-04,Finland,81.30
2022-05-04,France,83.07
2022-05-04,Germany,76.88
2022-05-04,Greece,76.29
2022-05-04,Ireland,81.89
2022-05-04,Israel,76.31
2022-05-04,Italy,84.09
2022-05-04,Japan,0.00
2022-05-04,Latvia,72.04
2022-05-04,Lithuania,72.52
2022-05-04,New Zealand,0.00
2022-05-04,Norway,79.32
2022-05-04,Poland,59.99
2022-05-04,Slovenia,60.87
2022-05-04,South Korea,86.91
2022-05-04,Spain,88.16
2022-05-04,Taiwan,82.97
2022-05-04,Turkey,67.99
2022-05-04,United Kingdom,78.09
2022-05-04,United States,77.52
