tDate,Country,VaccinatedRate
2022-08-24,Australia,86.94
2022-08-24,Austria,76.11
2022-08-24,Canada,86.46
2022-08-24,Chile,93.96
2022-08-24,China,0.00
2022-08-24,Czechia,65.01
2022-08-24,Denmark,82.92
2022-08-24,Finland,81.48
2022-08-24,France,83.36
2022-08-24,Germany,77.19
2022-08-24,Greece,76.42
2022-08-24,Israel,76.41
2022-08-24,Italy,84.20
2022-08-24,Japan,82.56
2022-08-24,Lithuania,72.65
2022-08-24,Norway,79.48
2022-08-24,Poland,60.23
2022-08-24,South Korea,87.03
2022-08-24,Sweden,0.00
2022-08-24,Taiwan,89.86
2022-08-24,Turkey,68.10
