Date,Country,VaccinatedRate
2021-08-20,Australia,41.07
2021-08-20,Austria,60.09
2021-08-20,Belgium,71.77
2021-08-20,Canada,72.43
2021-08-20,Chile,74.41
2021-08-20,China,0.00
2021-08-20,Colombia,42.03
2021-08-20,Costa Rica,0.00
2021-08-20,Czechia,54.77
2021-08-20,Denmark,75.08
2021-08-20,Estonia,53.18
2021-08-20,Finland,70.54
2021-08-20,France,72.24
2021-08-20,Germany,63.44
2021-08-20,Greece,56.84
2021-08-20,Iceland,0.00
2021-08-20,Ireland,71.98
2021-08-20,Israel,66.97
2021-08-20,Italy,68.53
2021-08-20,Japan,0.00
2021-08-20,Latvia,44.50
2021-08-20,Lithuania,59.74
2021-08-20,Luxembourg,63.32
2021-08-20,Mexico,43.12
2021-08-20,Netherlands,0.00
2021-08-20,New Zealand,35.32
2021-08-20,Norway,69.59
2021-08-20,Poland,50.29
2021-08-20,Portugal,79.05
2021-08-20,Slovakia,42.99
2021-08-20,Slovenia,46.60
2021-08-20,South Korea,49.24
2021-08-20,Spain,0.00
2021-08-20,Sweden,66.53
2021-08-20,Switzerland,55.66
2021-08-20,Taiwan,38.93
2021-08-20,Turkey,53.66
2021-08-20,United Kingdom,69.75
2021-08-20,United States,60.20
