tDate,Country,VaccinatedRate
2021-03-16,Australia,0.00
2021-03-16,Austria,9.71
2021-03-16,Belgium,7.61
2021-03-16,Canada,7.00
2021-03-16,Chile,26.79
2021-03-16,China,0.00
2021-03-16,Colombia,1.81
2021-03-16,Costa Rica,0.00
2021-03-16,Czechia,8.13
2021-03-16,Denmark,10.09
2021-03-16,Estonia,10.97
2021-03-16,Finland,11.01
2021-03-16,France,8.63
2021-03-16,Germany,8.30
2021-03-16,Greece,8.64
2021-03-16,Hungary,14.50
2021-03-16,Iceland,0.00
2021-03-16,Ireland,9.30
2021-03-16,Israel,58.28
2021-03-16,Italy,8.33
2021-03-16,Japan,0.28
2021-03-16,Latvia,5.35
2021-03-16,Lithuania,9.98
2021-03-16,Luxembourg,7.50
2021-03-16,Mexico,0.00
2021-03-16,Netherlands,0.00
2021-03-16,New Zealand,0.55
2021-03-16,Norway,8.50
2021-03-16,Poland,7.90
2021-03-16,Portugal,8.82
2021-03-16,Slovakia,8.54
2021-03-16,Slovenia,8.64
2021-03-16,South Korea,1.20
2021-03-16,Spain,8.59
2021-03-16,Sweden,0.00
2021-03-16,Switzerland,8.10
2021-03-16,Turkey,9.35
2021-03-16,United Kingdom,37.05
2021-03-16,United States,21.67
