Date,Country,VaccinatedRate
2022-08-10,Australia,86.89
2022-08-10,Austria,76.09
2022-08-10,Chile,93.91
2022-08-10,China,0.00
2022-08-10,Czechia,64.99
2022-08-10,Denmark,82.97
2022-08-10,Finland,81.47
2022-08-10,France,83.35
2022-08-10,Germany,77.16
2022-08-10,Greece,76.41
2022-08-10,Israel,76.40
2022-08-10,Italy,84.19
2022-08-10,Japan,82.50
2022-08-10,Lithuania,72.64
2022-08-10,Norway,79.47
2022-08-10,Poland,60.21
2022-08-10,South Korea,87.02
2022-08-10,Sweden,0.00
2022-08-10,Taiwan,89.53
2022-08-10,Turkey,68.08
