tDate,InspectionsNum,SuspiciousNum,TemporaryClinicInsNum,MetropolitanClinicInsNum,NonMetropolitanClinicInsNum,NewConfirmed,TemporaryClinicComfNum,MetropolitanClinicComfNum,NonMetropolitanClinicComfNum
2020-11-05,0,0,0,0,0,0,0,0,0
2020-11-06,0,0,0,0,0,0,0,0,0
2020-11-07,0,0,0,0,0,0,0,0,0
2020-11-08,0,0,0,0,0,0,0,0,0
2020-11-09,0,0,0,0,0,0,0,0,0
2020-11-10,0,0,0,0,0,0,0,0,0
2020-11-11,0,0,0,0,0,0,0,0,0
2020-11-12,0,0,0,0,0,0,0,0,0
2020-11-13,0,0,0,0,0,0,0,0,0
2020-11-14,0,0,0,0,0,0,0,0,0
2020-11-15,0,0,0,0,0,0,0,0,0
2020-11-16,0,0,0,0,0,0,0,0,0
2020-11-17,0,0,0,0,0,0,0,0,0
2020-11-18,0,0,0,0,0,0,0,0,0
2020-11-19,0,0,0,0,0,0,0,0,0
2020-11-20,0,0,0,0,0,0,0,0,0
2020-11-21,0,0,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0,0,0,0
2020-11-26,0,0,0,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0,0,0,0
2020-11-28,0,0,0,0,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0,0,0,0
2020-12-08,0,0,0,0,0,0,0,0,0
2020-12-09,0,0,0,0,0,0,0,0,0
2020-12-10,0,0,0,0,0,0,0,0,0
2020-12-11,0,0,0,0,0,0,0,0,0
2020-12-12,0,0,0,0,0,0,0,0,0
2020-12-13,0,0,0,0,0,0,0,0,0
2020-12-14,0,0,0,0,0,0,0,0,0
2020-12-15,0,0,0,0,0,0,0,0,0
2020-12-16,0,0,0,0,0,0,0,0,0
2020-12-17,0,0,0,0,0,0,0,0,0
2020-12-18,0,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0,0,0
2020-12-21,0,0,25753,0,0,94,0,0,0
2020-12-22,108322,58569,49753,0,0,867,131,0,0
2020-12-23,107217,54140,53077,0,0,1090,145,0,0
2020-12-24,113731,55640,58091,0,0,985,150,0,0
2020-12-25,118082,57147,60935,0,0,1241,121,0,0
2020-12-26,64214,30058,34156,0,0,1132,116,0,0
2020-12-27,71122,36997,34125,0,0,970,111,0,0
2020-12-28,56148,31895,24253,0,0,808,88,0,0
2020-12-29,109385,59873,48512,0,0,1045,119,0,0
2020-12-30,102495,61343,41152,0,0,1050,107,0,0
2020-12-31,95082,54358,40724,0,0,967,133,0,0
2021-01-01,102468,55438,47030,0,0,1029,149,0,0
2021-01-02,53539,33480,20059,0,0,820,91,0,0
2021-01-03,73563,38040,35523,0,0,657,89,0,0
2021-01-04,59379,35770,23609,0,0,1020,137,0,0
2021-01-05,97494,64978,32516,0,0,714,113,0,0
2021-01-06,97943,65506,32437,0,0,838,111,0,0
2021-01-07,102790,64942,37848,0,0,869,120,0,0
2021-01-08,91126,60196,30930,0,0,674,178,0,0
2021-01-09,93609,59612,33997,0,0,641,80,0,0
2021-01-10,56948,33847,23101,0,0,664,89,0,0
2021-01-11,42043,28222,13821,0,0,451,78,0,0
2021-01-12,84537,62400,32137,0,0,537,68,0,0
2021-01-13,92392,58227,34165,0,0,524,50,0,0
2021-01-14,87625,53227,34165,0,0,561,110,0,0
2021-01-15,84389,52715,31674,0,0,512,60,0,0
2021-01-16,87806,54196,33610,0,0,580,84,0,0
2021-01-17,45832,29020,16812,0,0,520,124,0,0
2021-01-18,37980,25930,12050,0,0,386,49,0,0
2021-01-19,72702,53106,19596,0,0,386,49,0,0
2021-01-20,71747,51804,19943,0,0,404,67,0,0
2021-01-21,66101,45480,20621,0,0,401,45,0,0
2021-01-22,65649,4618,21031,0,0,346,55,0,0
2021-01-23,74184,47484,26700,0,0,431,73,0,0
2021-01-24,37645,24642,13003,0,0,392,62,0,0
2021-01-25,29362,21737,7625,0,0,437,43,0,0
2021-01-26,71041,46677,24364,0,0,349,38,0,0
2021-01-27,68504,46484,22020,0,0,559,52,0,0
2021-01-28,77650,52942,24708,0,0,497,47,0,0
2021-01-29,68421,47075,21346,0,0,469,70,0,0
2021-01-30,77166,47268,29898,0,0,458,63,0,0
2021-01-31,48800,24290,24510,0,0,355,36,0,0
2021-02-01,33651,21024,112627,0,0,305,37,0,0
2021-02-02,81852,49571,32281,0,0,336,36,0,0
2021-02-03,73843,45301,28542,0,0,467,78,0,0
2021-02-04,74427,46381,28046,0,0,451,85,0,0
2021-02-05,72452,44083,28369,0,0,370,56,0,0
2021-02-06,78581,46175,32406,0,0,393,56,0,0
2021-02-07,44307,23622,20685,0,0,372,67,0,0
2021-02-08,34964,21222,13742,0,0,289,47,0,0
2021-02-09,82942,49209,33733,0,0,303,31,0,0
2021-02-10,77291,42618,34673,0,0,444,98,0,0
2021-02-11,81260,39985,41275,0,0,504,87,0,0
2021-02-12,41983,23361,18622,0,0,403,81,0,0
2021-02-13,36663,21968,14985,0,0,362,58,0,0
2021-02-14,50892,24749,26143,0,0,326,30,0,0
2021-02-15,43312,22774,20538,0,0,343,50,0,0
2021-02-16,85227,50630,34597,0,0,457,82,0,0
2021-02-17,76650,47077,29573,0,0,621,92,0,0
2021-02-18,71122,42647,28475,0,0,621,71,0,0
2021-02-19,75496,42778,32718,0,0,561,80,0,0
2021-02-20,81977,44639,37338,0,0,448,75,0,0
2021-02-21,42689,20709,21980,0,0,416,59,0,0
2021-02-22,32191,17804,14387,0,0,332,44,0,0
2021-02-23,79268,43535,35733,0,0,356,41,0,0
2021-02-24,69520,38309,31211,0,0,440,54,0,0
2021-02-25,70207,40226,30053,0,0,396,60,0,0
2021-02-26,71840,38852,32988,0,0,390,45,0,0
2021-02-27,72645,37149,35496,0,0,415,82,0,0
2021-02-28,44241,21791,22450,0,0,356,41,0,0
2021-03-01,32953,16749,16204,0,0,355,57,0,0
2021-03-02,30996,16221,14775,0,0,344,53,0,0
2021-03-03,64649,34227,30422,0,0,444,113,0,0
2021-03-04,63375,35697,27678,0,0,424,64,0,0
2021-03-05,64381,37111,27270,0,0,398,57,0,0
2021-03-06,62636,32932,29704,0,0,418,75,0,0
2021-03-07,42313,21183,21130,0,0,416,59,0,0
2021-03-08,33875,18683,15192,0,0,346,50,0,0
2021-03-09,69402,41175,28227,0,0,446,65,0,0
2021-03-10,63891,535900,27991,0,0,470,76,0,0
2021-03-11,68025,38101,29924,0,0,465,82,0,0
2021-03-12,64131,35679,28452,0,0,488,75,0,0
2021-03-13,66894,34118,32776,0,0,490,67,0,0
2021-03-14,40928,19619,21309,0,0,459,55,0,0
2021-03-15,33698,18539,15159,0,0,382,90,0,0
2021-03-16,72874,41137,31737,0,0,363,45,0,0
2021-03-17,74245,45433,28812,0,0,469,62,0,0
2021-03-18,76483,46577,29906,0,0,445,66,0,0
2021-03-19,83526,49854,33672,0,0,463,68,0,0
2021-03-20,79930,44009,35921,0,0,452,61,0,0
2021-03-21,46555,23764,22791,0,0,456,57,0,0
2021-03-22,41007,23250,17757,0,0,415,50,0,0
2021-03-23,80664,45026,35638,0,0,346,37,0,0
2021-03-24,72083,40220,31863,0,0,428,55,0,0
2021-03-25,77166,44649,32517,0,0,430,68,0,0
2021-03-26,76007,43544,32463,0,0,464,85,0,0
2021-03-27,81231,43156,38066,0,0,505,82,0,0
2021-03-28,48442,23028,25414,0,0,482,83,0,0
2021-03-29,36686,20734,15952,0,0,382,69,0,0
2021-03-30,84829,47669,37160,0,0,447,56,0,0
2021-03-31,76751,43801,32950,0,0,506,94,0,0
2021-04-01,71502,39503,31999,0,0,551,81,0,0
2021-04-02,74580,40992,33588,0,0,558,72,0,0
2021-04-03,79924,41306,38618,0,0,543,69,0,0
2021-04-04,42958,19875,23083,0,0,543,65,0,0
2021-04-05,33165,19344,13821,0,0,473,51,0,0
2021-04-06,89731,52470,37261,0,0,478,48,0,0
2021-04-07,83317,44877,38440,0,0,668,90,0,0
2021-04-08,82368,46254,36114,0,0,700,114,0,0
2021-04-09,86053,46692,39361,0,0,671,118,0,0
2021-04-10,91097,47517,43580,0,0,677,117,0,0
2021-04-11,49124,22902,26222,0,0,614,107,0,0
2021-04-12,40953,23251,17702,0,0,587,71,0,0
2021-04-13,91473,47736,43737,0,0,542,86,0,0
2021-04-14,86578,44869,41709,0,0,731,140,0,0
2021-04-15,85930,45738,40192,0,0,698,134,0,0
2021-04-16,80704,42207,38497,0,0,673,120,0,0
2021-04-17,84370,44447,39923,0,0,658,119,0,0
2021-04-18,41723,18287,23436,0,0,671,87,0,0
2021-04-19,35014,18755,16259,0,0,532,71,0,0
2021-04-20,85328,43771,41557,0,0,549,81,0,0
2021-04-21,75797,39002,36795,0,0,731,132,0,0
2021-04-22,208828,39911,0,35465,6201,735,0,134,20
2021-04-23,197874,46025,0,35892,5498,797,0,134,11
2021-04-24,195109,49393,0,41914,5387,785,0,121,12
2021-04-25,106965,21868,0,24570,2303,644,0,89,16
2021-04-26,75068,18187,0,16973,1456,499,0,88,7
2021-04-27,213749,48631,0,42575,5796,512,0,60,6
2021-04-28,240960,44888,0,35245,9396,773,0,138,13
2021-04-29,212334,39282,0,34558,8926,679,0,95,24
2021-04-30,211451,42513,0,31980,7927,661,0,89,38
2021-05-01,169859,35096,0,35594,6897,627,0,86,15
2021-05-02,103317,14846,0,21668,3046,606,0,76,15
2021-05-03,64880,17092,0,13269,4253,488,0,66,15
2021-05-04,189431,41829,0,34820,5991,541,0,52,18
2021-05-05,215704,36914,0,32674,4317,676,0,104,3
2021-05-06,106348,16923,0,19188,3900,574,0,81,12
2021-05-07,213274,40362,0,40301,9520,525,0,71,18
2021-05-08,242016,37812,0,44666,9736,701,0,112,15
2021-05-09,107774,16605,0,24221,5514,564,0,93,8
2021-05-10,66642,16288,0,16034,4847,463,0,51,19
2021-05-11,182139,42225,0,38588,9909,511,0,64,16
2021-05-12,289020,37255,0,32683,14308,635,0,103,19
2021-05-13,236169,39614,0,36726,10898,715,0,148,13
2021-05-14,222317,40138,0,37675,12548,747,0,107,13
2021-05-15,188417,37803,0,38697,10972,68,0,129,15
2021-05-16,125500,17520,0,24670,7212,610,0,109,4
2021-05-17,75561,16686,0,14887,3814,619,0,77,17
2021-05-18,188298,41704,0,35463,10431,528,0,59,10
2021-05-19,249479,33640,0,33580,7392,654,0,110,6
2021-05-20,100180,18714,0,17640,5708,646,0,129,18
2021-05-21,213167,39750,0,38622,13325,561,0,62,16
2021-05-22,243448,33858,0,39572,6214,666,0,116,26
2021-05-23,100554,15333,0,24120,5799,585,0,82,22
2021-05-24,73338,17314,0,14365,6007,538,0,64,17
2021-05-25,211414,39114,0,40387,8278,516,0,63,13
2021-05-26,231144,36731,0,36059,11394,707,0,135,16
2021-05-27,180312,36235,0,34463,11976,629,0,125,13
2021-05-28,227033,36763,0,31699,12068,587,0,97,14
2021-05-29,184238,31135,0,33285,5627,533,0,95,9
2021-05-30,87617,14024,0,21732,4046,480,0,82,7
2021-05-31,72513,13544,0,11796,3071,430,0,65,9
2021-06-01,203902,37244,0,36094,6458,459,0,67,14
2021-06-02,242899,35948,0,34615,9780,677,0,125,14
2021-06-03,198975,37974,0,34377,7304,681,0,103,9
2021-06-04,159828,39000,0,33961,2852,695,0,110,9
2021-06-05,158248,34630,0,39270,3281,744,0,139,11
2021-06-06,99041,13743,0,24664,3956,556,0,90,7
2021-06-07,69846,12600,0,13476,4450,485,0,79,14
2021-06-08,203561,36287,0,37157,6886,454,0,47,8
2021-06-09,169822,36200,0,31567,5443,602,0,87,4
2021-06-10,164748,32079,0,30910,9656,511,0,95,12
2021-06-11,156857,34202,0,30641,6624,556,0,81,18
2021-06-12,145014,29471,0,37044,2999,565,0,68,4
2021-06-13,83323,12372,0,20057,3959,452,0,74,1
2021-06-14,65388,12590,0,12198,2818,399,0,73,6
2021-06-15,182741,30972,0,33489,6314,373,0,47,8
2021-06-16,187783,32915,0,29182,6359,545,0,87,7
2021-06-17,180517,28452,0,30113,8167,540,0,101,16
2021-06-18,156982,36212,0,28975,7187,507,0,74,4
2021-06-19,140626,29106,0,33645,3911,482,0,100,2
2021-06-20,82709,12480,0,20601,3151,429,0,59,3
2021-06-21,66612,10413,0,11497,3571,397,0,54,6
2021-06-22,165298,33996,0,32423,6233,394,0,30,16
2021-06-23,192335,29906,0,29579,8426,645,0,105,17
2021-06-24,171060,28833,0,28624,7025,610,0,114,4
2021-06-25,158285,27763,0,29118,6031,634,0,92,6
2021-06-26,144470,28971,0,34036,3443,668,0,100,5
2021-06-27,111195,13162,0,22705,3027,614,0,93,9
2021-06-28,66801,12251,0,14663,4493,501,0,89,11
2021-06-29,164957,34812,0,37102,8408,595,0,85,15
2021-06-30,205151,2331,0,35303,6786,794,0,183,12
2021-07-01,188415,35245,0,39170,10968,762,0,152,9
2021-07-02,161887,27286,0,41976,4709,826,0,175,21
2021-07-03,177665,29015,0,43840,4616,764,0,132,9
2021-07-04,110026,14508,0,27888,2942,743,0,130,5
2021-07-05,81585,15009,0,16342,2105,711,0,137,2
2021-07-06,186357,35582,0,50891,4762,746,0,98,10
2021-07-07,222986,30786,0,52341,6372,1212,0,605,8
2021-07-08,249505,36280,0,74755,11799,1275,0,254,15
2021-07-09,239018,41435,0,69797,5838,1316,0,293,4
2021-07-10,221803,37423,0,79928,8373,1378,0,297,23
2021-07-11,144497,20638,0,50510,6350,1324,0,258,17
2021-07-12,128736,17620,0,32572,6946,1100,0,191,29
2021-07-13,282958,44401,0,83305,12291,1150,0,138,39
2021-07-14,242184,44560,0,80837,12224,1615,0,352,33
2021-07-15,259357,51597,0,79256,10801,1599,0,345,20
2021-07-16,261185,48128,0,85964,10947,1536,0,338,17
2021-07-17,197498,40643,0,85005,12440,1452,0,325,32
2021-07-18,148665,26755,0,56165,5764,1454,0,286,13
2021-07-19,128169,26453,0,36713,6834,1252,0,271,18
2021-07-20,289009,49553,0,87679,11826,1278,0,206,28
2021-07-21,280282,46687,0,84190,12480,1781,0,365,19
2021-07-22,272968,45245,0,76462,13328,1842,0,355,30
2021-07-23,253720,44387,0,78457,14651,1630,0,297,43
2021-07-24,200874,42220,0,85292,9004,1629,0,318,19
2021-07-25,179784,22822,0,58077,11453,1487,0,319,50
2021-07-26,134619,18999,0,35384,12633,1318,0,246,36
2021-07-27,269930,56263,0,85517,15014,1365,0,207,84
2021-07-28,248992,57005,0,68623,15511,1895,0,413,72
2021-07-29,236582,51893,0,66946,17782,1674,0,401,64
2021-07-30,204634,45462,0,75326,17654,1710,0,387,66
2021-07-31,207143,45853,0,83283,15613,1539,0,282,89
2021-08-01,146590,22965,0,54597,12136,1442,0,308,49
2021-08-02,126285,20819,0,32974,12018,1218,0,247,60
2021-08-03,257491,47412,0,87359,13523,1200,0,157,68
2021-08-04,229309,44229,0,78831,17267,1725,0,346,91
2021-08-05,249982,44191,0,78676,15784,1776,0,352,97
2021-08-06,219832,43216,0,74557,18612,1704,0,326,66
2021-08-07,242873,44277,0,83656,19301,1823,0,380,95
2021-08-08,218842,31515,0,60457,16849,1729,0,374,115
2021-08-09,147952,30388,0,33996,18670,1492,0,286,103
2021-08-10,260255,54255,0,86904,22018,1537,0,232,143
2021-08-11,274481,44113,0,77483,20569,2222,0,538,102
2021-08-12,298960,50843,0,74537,24977,1987,0,424,85
2021-08-13,303820,50925,0,84286,26116,1990,0,386,106
2021-08-14,273269,51314,0,96726,20277,1930,0,395,52
2021-08-15,173039,35438,0,64427,20175,1816,0,366,63
2021-08-16,156560,28059,0,43189,17165,1556,0,290,56
2021-08-17,215080,32200,0,60062,20336,1372,0,217,91
2021-08-18,219857,56709,0,98995,16195,1805,0,400,84
2021-08-19,299208,57019,0,88645,22581,2152,0,479,67
2021-08-20,349798,48305,0,94189,21956,2052,0,480,67
2021-08-21,333313,65592,0,101333,20683,1880,0,390,540
2021-08-22,176070,31742,0,64948,13899,1628,0,393,52
2021-08-23,145438,29687,0,39619,17336,1418,0,273,65
2021-08-24,170705,29686,0,39619,19521,1417,0,273,99
2021-08-25,377056,56857,0,80984,19092,2154,0,557,94
2021-08-26,382829,60189,0,91084,21860,1992,0,427,92
2021-08-27,352742,60993,0,97374,26043,1841,0,415,65
2021-08-28,269459,55697,0,103894,20883,1793,0,436,39
2021-08-29,231662,32435,0,74314,16684,1619,0,401,77
2021-08-30,159176,33757,0,46482,15470,1486,0,309,80
2021-08-31,276198,45035,0,107783,24560,1371,0,261,69
2021-09-01,303741,57429,0,96261,21914,2024,0,432,101
2021-09-02,303741,71372,0,98854,24581,1961,0,287,98
2021-09-03,284142,63166,0,97512,26322,1708,0,351,104
2021-09-04,232821,63680,0,101384,22066,1804,0,350,62
2021-09-05,183021,32377,0,74221,15049,1490,0,281,73
2021-09-06,161981,34010,0,44702,16504,1375,0,262,78
2021-09-07,249085,51669,0,97803,23787,1597,0,195,78
2021-09-08,322711,51255,0,77987,21903,2048,0,579,93
2021-09-09,339735,49203,0,80371,24420,2049,0,518,106
2021-09-10,309356,46185,0,79964,22714,1892,0,481,66
2021-09-11,308361,50405,0,90762,17370,1865,0,424,44
2021-09-12,156541,38713,0,61810,14800,1755,0,394,65
2021-09-13,147195,31567,0,43529,14063,1433,0,352,52
2021-09-14,242179,54488,0,95269,16886,1497,0,257,69
2021-09-15,315914,48862,0,85069,13334,2079,0,526,39
2021-09-16,251624,51413,0,84636,18129,1943,0,504,54
2021-09-17,274465,48456,0,85739,16820,2008,0,445,36
2021-09-18,250369,47660,0,88988,12546,2087,0,539,83
2021-09-19,144234,33883,0,51224,11188,1910,0,463,41
2021-09-20,146038,30476,0,35601,9155,1604,0,359,40
2021-09-21,182435,30310,0,51347,10776,1729,0,340,66
2021-09-22,235288,31151,0,63437,16604,1720,0,340,66
2021-09-23,246140,38634,0,103188,34979,1715,0,347,76
2021-09-24,388891,70616,0,152338,29222,2431,0,468,78
2021-09-25,362897,63656,0,140572,22623,3272,0,786,65
2021-09-26,298644,40597,0,109156,19803,2770,0,606,88
2021-09-27,257054,39998,0,76445,23948,2383,0,503,119
2021-09-28,392600,59638,0,133289,24849,2289,0,410,73
2021-09-29,377319,59689,0,109038,21777,2885,0,934,61
2021-09-30,358647,58997,0,105579,21687,2563,0,793,75
2021-10-01,342330,51967,0,97969,21803,2486,0,732,59
2021-10-02,322777,48474,0,98965,14011,2248,0,613,45
2021-10-03,174694,30430,0,65197,11680,2085,0,492,39
2021-10-04,171309,26098,0,50345,11587,1673,0,333,43
2021-10-05,219137,30416,0,69558,15842,1575,0,309,70
2021-10-06,0,0,0,0,0,0,0,0,0
