Country,Date,Variant,total_sequences,cluster_sequences,proportion
Chile,2020-08-10,21G.Lambda,13,0,0.000000000000
Colombia,2020-08-10,20J.Gamma.V3,5,0,0.000000000000
Croatia,2020-08-10,20I.Alpha.V1,0,0,0.000000000000
Curacao,2020-08-10,20I.Alpha.V1,0,0,0.000000000000
Czechia,2020-08-10,20I.Alpha.V1,13,0,0.000000000000
Denmark,2020-08-10,20I.Alpha.V1,150,0,0.000000000000
Denmark,2020-08-10,21A.Delta,150,0,0.000000000000
Denmark,2020-08-10,21D.Eta,150,0,0.000000000000
Finland,2020-08-10,20H.Beta.V2,2,0,0.000000000000
Finland,2020-08-10,20I.Alpha.V1,2,0,0.000000000000
France,2020-08-10,20H.Beta.V2,94,0,0.000000000000
France,2020-08-10,20I.Alpha.V1,94,0,0.000000000000
France,2020-08-10,20J.Gamma.V3,94,0,0.000000000000
France,2020-08-10,21A.Delta,94,0,0.000000000000
France,2020-08-10,21D.Eta,94,0,0.000000000000
Germany,2020-08-10,20H.Beta.V2,54,0,0.000000000000
Germany,2020-08-10,20I.Alpha.V1,54,0,0.000000000000
Germany,2020-08-10,20J.Gamma.V3,54,0,0.000000000000
Germany,2020-08-10,21A.Delta,54,0,0.000000000000
Germany,2020-08-10,21D.Eta,54,0,0.000000000000
Ghana,2020-08-10,20I.Alpha.V1,6,0,0.000000000000
Greece,2020-08-10,20I.Alpha.V1,5,0,0.000000000000
India,2020-08-10,20I.Alpha.V1,186,0,0.000000000000
India,2020-08-10,21A.Delta,186,0,0.000000000000
India,2020-08-10,21B.Kappa,186,0,0.000000000000
Indonesia,2020-08-10,21A.Delta,10,0,0.000000000000
Ireland,2020-08-10,20I.Alpha.V1,38,0,0.000000000000
Ireland,2020-08-10,21A.Delta,38,0,0.000000000000
Israel,2020-08-10,20H.Beta.V2,3,0,0.000000000000
Israel,2020-08-10,20I.Alpha.V1,3,0,0.000000000000
Italy,2020-08-10,20I.Alpha.V1,12,0,0.000000000000
Italy,2020-08-10,20J.Gamma.V3,12,0,0.000000000000
Italy,2020-08-10,21A.Delta,12,0,0.000000000000
Italy,2020-08-10,21D.Eta,12,0,0.000000000000
Japan,2020-08-10,20I.Alpha.V1,1043,0,0.000000000000
Japan,2020-08-10,21A.Delta,1043,0,0.000000000000
Kenya,2020-08-10,20I.Alpha.V1,17,0,0.000000000000
Latvia,2020-08-10,20I.Alpha.V1,8,0,0.000000000000
Lithuania,2020-08-10,20I.Alpha.V1,7,0,0.000000000000
Luxembourg,2020-08-10,20H.Beta.V2,8,0,0.000000000000
Luxembourg,2020-08-10,20I.Alpha.V1,8,0,0.000000000000
Mexico,2020-08-10,20I.Alpha.V1,58,0,0.000000000000
Mexico,2020-08-10,20J.Gamma.V3,58,0,0.000000000000
Mexico,2020-08-10,21A.Delta,58,0,0.000000000000
Mexico,2020-08-10,21C.Epsilon,58,0,0.000000000000
Mozambique,2020-08-10,20H.Beta.V2,0,0,0.000000000000
Netherlands,2020-08-10,20H.Beta.V2,52,0,0.000000000000
Netherlands,2020-08-10,20I.Alpha.V1,52,0,0.000000000000
Netherlands,2020-08-10,20J.Gamma.V3,52,0,0.000000000000
Netherlands,2020-08-10,21A.Delta,52,0,0.000000000000
Nigeria,2020-08-10,21D.Eta,4,0,0.000000000000
Norway,2020-08-10,20H.Beta.V2,66,0,0.000000000000
Norway,2020-08-10,20I.Alpha.V1,66,0,0.000000000000
Qatar,2020-08-10,20H.Beta.V2,29,0,0.000000000000
Romania,2020-08-10,20I.Alpha.V1,0,0,0.000000000000
Russia,2020-08-10,20I.Alpha.V1,28,0,0.000000000000
Russia,2020-08-10,21A.Delta,28,0,0.000000000000
Singapore,2020-08-10,21A.Delta,7,0,0.000000000000
Slovakia,2020-08-10,20I.Alpha.V1,0,0,0.000000000000
Slovenia,2020-08-10,20I.Alpha.V1,32,0,0.000000000000
South Africa,2020-08-10,20H.Beta.V2,137,0,0.000000000000
South Africa,2020-08-10,21A.Delta,137,0,0.000000000000
South Korea,2020-08-10,20I.Alpha.V1,52,0,0.000000000000
Spain,2020-08-10,20H.Beta.V2,108,0,0.000000000000
Spain,2020-08-10,20I.Alpha.V1,108,0,0.000000000000
Spain,2020-08-10,20J.Gamma.V3,108,0,0.000000000000
Spain,2020-08-10,21A.Delta,108,0,0.000000000000
Sweden,2020-08-10,20H.Beta.V2,18,0,0.000000000000
Sweden,2020-08-10,20I.Alpha.V1,18,0,0.000000000000
Sweden,2020-08-10,21A.Delta,18,0,0.000000000000
Switzerland,2020-08-10,20H.Beta.V2,81,0,0.000000000000
Switzerland,2020-08-10,20I.Alpha.V1,81,0,0.000000000000
Switzerland,2020-08-10,21A.Delta,81,0,0.000000000000
Trinidad and Tobago,2020-08-10,20J.Gamma.V3,0,0,0.000000000000
Turkey,2020-08-10,20H.Beta.V2,3,0,0.000000000000
Turkey,2020-08-10,20I.Alpha.V1,3,0,0.000000000000
United Kingdom,2020-08-10,20H.Beta.V2,995,0,0.000000000000
United Kingdom,2020-08-10,20I.Alpha.V1,995,0,0.000000000000
United Kingdom,2020-08-10,21A.Delta,995,0,0.000000000000
United Kingdom,2020-08-10,21B.Kappa,995,0,0.000000000000
United Kingdom,2020-08-10,21D.Eta,995,0,0.000000000000
US,2020-08-10,20H.Beta.V2,2358,0,0.000000000000
US,2020-08-10,20I.Alpha.V1,2358,0,0.000000000000
US,2020-08-10,20J.Gamma.V3,2358,0,0.000000000000
US,2020-08-10,21A.Delta,2358,0,0.000000000000
US,2020-08-10,21B.Kappa,2358,0,0.000000000000
US,2020-08-10,21C.Epsilon,2358,0,0.000000000000
US,2020-08-10,21D.Eta,2358,0,0.000000000000
US,2020-08-10,21F.Iota,2358,0,0.000000000000
US,2020-08-10,21G.Lambda,2358,0,0.000000000000
Zimbabwe,2020-08-10,20H.Beta.V2,7,0,0.000000000000
Argentina,2020-08-17,20J.Gamma.V3,46,0,0.000000000000
Australia,2020-08-17,20I.Alpha.V1,1204,0,0.000000000000
Australia,2020-08-17,21A.Delta,1204,0,0.000000000000
Austria,2020-08-17,20H.Beta.V2,11,0,0.000000000000
Austria,2020-08-17,20I.Alpha.V1,11,0,0.000000000000
Austria,2020-08-17,21A.Delta,11,0,0.000000000000
Bangladesh,2020-08-17,20H.Beta.V2,11,0,0.000000000000
Belgium,2020-08-17,20H.Beta.V2,49,0,0.000000000000
Belgium,2020-08-17,20I.Alpha.V1,49,0,0.000000000000
Belgium,2020-08-17,20J.Gamma.V3,49,0,0.000000000000
Belgium,2020-08-17,21A.Delta,49,0,0.000000000000
Brazil,2020-08-17,20I.Alpha.V1,79,0,0.000000000000
Brazil,2020-08-17,20J.Gamma.V3,79,0,0.000000000000
Bulgaria,2020-08-17,20I.Alpha.V1,2,0,0.000000000000
Canada,2020-08-17,20H.Beta.V2,278,0,0.000000000000
Canada,2020-08-17,20I.Alpha.V1,278,0,0.000000000000
Canada,2020-08-17,20J.Gamma.V3,278,0,0.000000000000
Canada,2020-08-17,21A.Delta,278,0,0.000000000000
Canada,2020-08-17,21C.Epsilon,278,0,0.000000000000
Canada,2020-08-17,21D.Eta,278,0,0.000000000000
Chile,2020-08-17,20J.Gamma.V3,21,0,0.000000000000
Chile,2020-08-17,21G.Lambda,21,0,0.000000000000
Colombia,2020-08-17,20J.Gamma.V3,4,0,0.000000000000
Croatia,2020-08-17,20I.Alpha.V1,0,0,0.000000000000
Czechia,2020-08-17,20I.Alpha.V1,9,0,0.000000000000
Denmark,2020-08-17,20I.Alpha.V1,262,0,0.000000000000
Denmark,2020-08-17,21A.Delta,262,0,0.000000000000
Denmark,2020-08-17,21D.Eta,262,0,0.000000000000
Finland,2020-08-17,20H.Beta.V2,5,0,0.000000000000
Finland,2020-08-17,20I.Alpha.V1,5,0,0.000000000000
France,2020-08-17,20H.Beta.V2,115,0,0.000000000000
France,2020-08-17,20I.Alpha.V1,115,0,0.000000000000
France,2020-08-17,20J.Gamma.V3,115,0,0.000000000000
France,2020-08-17,21A.Delta,115,0,0.000000000000
France,2020-08-17,21D.Eta,115,0,0.000000000000
Germany,2020-08-17,20H.Beta.V2,77,0,0.000000000000
Germany,2020-08-17,20I.Alpha.V1,77,0,0.000000000000
Germany,2020-08-17,20J.Gamma.V3,77,0,0.000000000000
Germany,2020-08-17,21A.Delta,77,0,0.000000000000
Germany,2020-08-17,21D.Eta,77,0,0.000000000000
Ghana,2020-08-17,20I.Alpha.V1,4,0,0.000000000000
India,2020-08-17,20I.Alpha.V1,162,0,0.000000000000
India,2020-08-17,21A.Delta,162,0,0.000000000000
India,2020-08-17,21B.Kappa,162,0,0.000000000000
Indonesia,2020-08-17,21A.Delta,11,0,0.000000000000
Ireland,2020-08-17,20I.Alpha.V1,37,0,0.000000000000
Ireland,2020-08-17,21A.Delta,37,0,0.000000000000
Israel,2020-08-17,20H.Beta.V2,1,0,0.000000000000
Israel,2020-08-17,20I.Alpha.V1,1,0,0.000000000000
Italy,2020-08-17,20I.Alpha.V1,23,0,0.000000000000
Italy,2020-08-17,20J.Gamma.V3,23,0,0.000000000000
Italy,2020-08-17,21A.Delta,23,0,0.000000000000
Italy,2020-08-17,21D.Eta,23,0,0.000000000000
Japan,2020-08-17,20I.Alpha.V1,898,0,0.000000000000
Japan,2020-08-17,21A.Delta,898,0,0.000000000000
Kenya,2020-08-17,20I.Alpha.V1,17,0,0.000000000000
Latvia,2020-08-17,20I.Alpha.V1,6,0,0.000000000000
Lithuania,2020-08-17,20I.Alpha.V1,7,0,0.000000000000
Luxembourg,2020-08-17,20H.Beta.V2,6,0,0.000000000000
Luxembourg,2020-08-17,20I.Alpha.V1,6,0,0.000000000000
Mexico,2020-08-17,20I.Alpha.V1,49,0,0.000000000000
Mexico,2020-08-17,20J.Gamma.V3,49,0,0.000000000000
Mexico,2020-08-17,21A.Delta,49,0,0.000000000000
Mexico,2020-08-17,21C.Epsilon,49,0,0.000000000000
Mozambique,2020-08-17,20H.Beta.V2,1,0,0.000000000000
Netherlands,2020-08-17,20H.Beta.V2,62,0,0.000000000000
Netherlands,2020-08-17,20I.Alpha.V1,62,0,0.000000000000
Netherlands,2020-08-17,20J.Gamma.V3,62,0,0.000000000000
Netherlands,2020-08-17,21A.Delta,62,0,0.000000000000
Nigeria,2020-08-17,21D.Eta,4,0,0.000000000000
Norway,2020-08-17,20H.Beta.V2,43,0,0.000000000000
Norway,2020-08-17,20I.Alpha.V1,43,0,0.000000000000
Portugal,2020-08-17,20I.Alpha.V1,2,0,0.000000000000
Portugal,2020-08-17,21A.Delta,2,0,0.000000000000
Qatar,2020-08-17,20H.Beta.V2,42,0,0.000000000000
Romania,2020-08-17,20I.Alpha.V1,0,0,0.000000000000
Russia,2020-08-17,20I.Alpha.V1,29,0,0.000000000000
Russia,2020-08-17,21A.Delta,29,0,0.000000000000
Singapore,2020-08-17,21A.Delta,12,0,0.000000000000
Slovakia,2020-08-17,20I.Alpha.V1,0,0,0.000000000000
Slovenia,2020-08-17,20I.Alpha.V1,43,0,0.000000000000
South Africa,2020-08-17,20H.Beta.V2,105,1,0.009523809523
South Africa,2020-08-17,21A.Delta,105,0,0.000000000000
South Korea,2020-08-17,20I.Alpha.V1,75,0,0.000000000000
Spain,2020-08-17,20H.Beta.V2,120,0,0.000000000000
Spain,2020-08-17,20I.Alpha.V1,120,0,0.000000000000
Spain,2020-08-17,20J.Gamma.V3,120,0,0.000000000000
Spain,2020-08-17,21A.Delta,120,0,0.000000000000
Sweden,2020-08-17,20H.Beta.V2,17,0,0.000000000000
Sweden,2020-08-17,20I.Alpha.V1,17,0,0.000000000000
Sweden,2020-08-17,21A.Delta,17,0,0.000000000000
Switzerland,2020-08-17,20H.Beta.V2,101,0,0.000000000000
Switzerland,2020-08-17,20I.Alpha.V1,101,0,0.000000000000
Switzerland,2020-08-17,21A.Delta,101,0,0.000000000000
Trinidad and Tobago,2020-08-17,20J.Gamma.V3,2,0,0.000000000000
Turkey,2020-08-17,20H.Beta.V2,2,0,0.000000000000
Turkey,2020-08-17,20I.Alpha.V1,2,0,0.000000000000
United Kingdom,2020-08-17,20H.Beta.V2,1389,0,0.000000000000
United Kingdom,2020-08-17,20I.Alpha.V1,1389,0,0.000000000000
United Kingdom,2020-08-17,21A.Delta,1389,0,0.000000000000
United Kingdom,2020-08-17,21B.Kappa,1389,0,0.000000000000
United Kingdom,2020-08-17,21D.Eta,1389,0,0.000000000000
US,2020-08-17,20H.Beta.V2,2336,0,0.000000000000
US,2020-08-17,20I.Alpha.V1,2336,0,0.000000000000
US,2020-08-17,20J.Gamma.V3,2336,0,0.000000000000
US,2020-08-17,21A.Delta,2336,0,0.000000000000
US,2020-08-17,21B.Kappa,2336,0,0.000000000000
US,2020-08-17,21C.Epsilon,2336,0,0.000000000000
US,2020-08-17,21D.Eta,2336,0,0.000000000000
US,2020-08-17,21F.Iota,2336,0,0.000000000000
US,2020-08-17,21G.Lambda,2336,0,0.000000000000
Zimbabwe,2020-08-17,20H.Beta.V2,5,0,0.000000000000
Angola,2020-08-24,20H.Beta.V2,0,0,0.000000000000
Argentina,2020-08-24,20J.Gamma.V3,49,0,0.000000000000
Aruba,2020-08-24,20I.Alpha.V1,0,0,0.000000000000
Australia,2020-08-24,20I.Alpha.V1,941,0,0.000000000000
Australia,2020-08-24,21A.Delta,941,0,0.000000000000
Austria,2020-08-24,20H.Beta.V2,14,0,0.000000000000
Austria,2020-08-24,20I.Alpha.V1,14,0,0.000000000000
Austria,2020-08-24,21A.Delta,14,0,0.000000000000
Bangladesh,2020-08-24,20H.Beta.V2,10,0,0.000000000000
Belgium,2020-08-24,20H.Beta.V2,33,0,0.000000000000
Belgium,2020-08-24,20I.Alpha.V1,33,0,0.000000000000
Belgium,2020-08-24,20J.Gamma.V3,33,0,0.000000000000
Belgium,2020-08-24,21A.Delta,33,0,0.000000000000
Brazil,2020-08-24,20I.Alpha.V1,67,0,0.000000000000
Brazil,2020-08-24,20J.Gamma.V3,67,0,0.000000000000
Bulgaria,2020-08-24,20I.Alpha.V1,1,0,0.000000000000
Canada,2020-08-24,20H.Beta.V2,320,0,0.000000000000
Canada,2020-08-24,20I.Alpha.V1,320,0,0.000000000000
Canada,2020-08-24,20J.Gamma.V3,320,0,0.000000000000
Canada,2020-08-24,21A.Delta,320,0,0.000000000000
Canada,2020-08-24,21C.Epsilon,320,0,0.000000000000
Canada,2020-08-24,21D.Eta,320,0,0.000000000000
Chile,2020-08-24,20J.Gamma.V3,29,0,0.000000000000
Chile,2020-08-24,21G.Lambda,29,0,0.000000000000
Colombia,2020-08-24,20J.Gamma.V3,3,0,0.000000000000
Croatia,2020-08-24,20I.Alpha.V1,1,0,0.000000000000
Czechia,2020-08-24,20I.Alpha.V1,6,0,0.000000000000
Denmark,2020-08-24,20I.Alpha.V1,327,0,0.000000000000
Denmark,2020-08-24,21A.Delta,327,0,0.000000000000
Denmark,2020-08-24,21D.Eta,327,0,0.000000000000
Finland,2020-08-24,20H.Beta.V2,7,0,0.000000000000
Finland,2020-08-24,20I.Alpha.V1,7,0,0.000000000000
France,2020-08-24,20H.Beta.V2,121,0,0.000000000000
France,2020-08-24,20I.Alpha.V1,121,0,0.000000000000
France,2020-08-24,20J.Gamma.V3,121,0,0.000000000000
France,2020-08-24,21A.Delta,121,0,0.000000000000
France,2020-08-24,21D.Eta,121,0,0.000000000000
Germany,2020-08-24,20H.Beta.V2,84,0,0.000000000000
Germany,2020-08-24,20I.Alpha.V1,84,0,0.000000000000
Germany,2020-08-24,20J.Gamma.V3,84,0,0.000000000000
Germany,2020-08-24,21A.Delta,84,0,0.000000000000
Germany,2020-08-24,21D.Eta,84,0,0.000000000000
Ghana,2020-08-24,20I.Alpha.V1,7,0,0.000000000000
Greece,2020-08-24,20I.Alpha.V1,2,0,0.000000000000
India,2020-08-24,20I.Alpha.V1,132,0,0.000000000000
India,2020-08-24,21A.Delta,132,0,0.000000000000
India,2020-08-24,21B.Kappa,132,0,0.000000000000
Indonesia,2020-08-24,21A.Delta,12,0,0.000000000000
Italy,2020-08-24,20I.Alpha.V1,45,0,0.000000000000
Italy,2020-08-24,20J.Gamma.V3,45,0,0.000000000000
Italy,2020-08-24,21A.Delta,45,0,0.000000000000
Italy,2020-08-24,21D.Eta,45,0,0.000000000000
Japan,2020-08-24,20I.Alpha.V1,744,0,0.000000000000
Japan,2020-08-24,21A.Delta,744,0,0.000000000000
Kenya,2020-08-24,20I.Alpha.V1,15,0,0.000000000000
Latvia,2020-08-24,20I.Alpha.V1,7,0,0.000000000000
Lithuania,2020-08-24,20I.Alpha.V1,7,0,0.000000000000
Luxembourg,2020-08-24,20H.Beta.V2,4,0,0.000000000000
Luxembourg,2020-08-24,20I.Alpha.V1,4,0,0.000000000000
Mexico,2020-08-24,20I.Alpha.V1,41,0,0.000000000000
Mexico,2020-08-24,20J.Gamma.V3,41,0,0.000000000000
Mexico,2020-08-24,21A.Delta,41,0,0.000000000000
Mexico,2020-08-24,21C.Epsilon,41,0,0.000000000000
Mozambique,2020-08-24,20H.Beta.V2,2,1,0.500000000000
Netherlands,2020-08-24,20H.Beta.V2,64,0,0.000000000000
Netherlands,2020-08-24,20I.Alpha.V1,64,0,0.000000000000
Netherlands,2020-08-24,20J.Gamma.V3,64,0,0.000000000000
Netherlands,2020-08-24,21A.Delta,64,0,0.000000000000
Nigeria,2020-08-24,21D.Eta,3,0,0.000000000000
Norway,2020-08-24,20H.Beta.V2,22,0,0.000000000000
Norway,2020-08-24,20I.Alpha.V1,22,0,0.000000000000
Poland,2020-08-24,20I.Alpha.V1,0,0,0.000000000000
Portugal,2020-08-24,20I.Alpha.V1,9,0,0.000000000000
Portugal,2020-08-24,21A.Delta,9,0,0.000000000000
Qatar,2020-08-24,20H.Beta.V2,37,0,0.000000000000
Russia,2020-08-24,20I.Alpha.V1,33,0,0.000000000000
Russia,2020-08-24,21A.Delta,33,0,0.000000000000
Singapore,2020-08-24,21A.Delta,14,0,0.000000000000
Slovenia,2020-08-24,20I.Alpha.V1,49,0,0.000000000000
South Africa,2020-08-24,20H.Beta.V2,85,5,0.058823529411
South Africa,2020-08-24,21A.Delta,85,0,0.000000000000
South Korea,2020-08-24,20I.Alpha.V1,85,0,0.000000000000
Spain,2020-08-24,20H.Beta.V2,125,0,0.000000000000
Spain,2020-08-24,20I.Alpha.V1,125,0,0.000000000000
Spain,2020-08-24,20J.Gamma.V3,125,0,0.000000000000
Spain,2020-08-24,21A.Delta,125,0,0.000000000000
Sweden,2020-08-24,20H.Beta.V2,18,0,0.000000000000
Sweden,2020-08-24,20I.Alpha.V1,18,0,0.000000000000
Sweden,2020-08-24,21A.Delta,18,0,0.000000000000
Switzerland,2020-08-24,20H.Beta.V2,128,0,0.000000000000
Switzerland,2020-08-24,20I.Alpha.V1,128,0,0.000000000000
Switzerland,2020-08-24,21A.Delta,128,0,0.000000000000
Trinidad and Tobago,2020-08-24,20J.Gamma.V3,3,0,0.000000000000
Turkey,2020-08-24,20H.Beta.V2,3,0,0.000000000000
Turkey,2020-08-24,20I.Alpha.V1,3,0,0.000000000000
United Kingdom,2020-08-24,20H.Beta.V2,1809,0,0.000000000000
United Kingdom,2020-08-24,20I.Alpha.V1,1809,0,0.000000000000
United Kingdom,2020-08-24,21A.Delta,1809,0,0.000000000000
United Kingdom,2020-08-24,21B.Kappa,1809,0,0.000000000000
United Kingdom,2020-08-24,21D.Eta,1809,0,0.000000000000
US,2020-08-24,20H.Beta.V2,2101,0,0.000000000000
US,2020-08-24,20I.Alpha.V1,2101,0,0.000000000000
US,2020-08-24,20J.Gamma.V3,2101,0,0.000000000000
US,2020-08-24,21A.Delta,2101,0,0.000000000000
US,2020-08-24,21B.Kappa,2101,0,0.000000000000
US,2020-08-24,21C.Epsilon,2101,0,0.000000000000
US,2020-08-24,21D.Eta,2101,0,0.000000000000
US,2020-08-24,21F.Iota,2101,0,0.000000000000
US,2020-08-24,21G.Lambda,2101,0,0.000000000000
Argentina,2020-08-31,20J.Gamma.V3,47,0,0.000000000000
Australia,2020-08-31,20I.Alpha.V1,684,0,0.000000000000
Australia,2020-08-31,21A.Delta,684,0,0.000000000000
Austria,2020-08-31,20H.Beta.V2,15,0,0.000000000000
Austria,2020-08-31,20I.Alpha.V1,15,0,0.000000000000
Austria,2020-08-31,21A.Delta,15,0,0.000000000000
Bangladesh,2020-08-31,20H.Beta.V2,9,0,0.000000000000
Belgium,2020-08-31,20H.Beta.V2,30,0,0.000000000000
Belgium,2020-08-31,20I.Alpha.V1,30,0,0.000000000000
Belgium,2020-08-31,20J.Gamma.V3,30,0,0.000000000000
Belgium,2020-08-31,21A.Delta,30,0,0.000000000000
Brazil,2020-08-31,20I.Alpha.V1,58,0,0.000000000000
Brazil,2020-08-31,20J.Gamma.V3,58,0,0.000000000000
Bulgaria,2020-08-31,20I.Alpha.V1,1,0,0.000000000000
Canada,2020-08-31,20H.Beta.V2,350,0,0.000000000000
Canada,2020-08-31,20I.Alpha.V1,350,0,0.000000000000
Canada,2020-08-31,20J.Gamma.V3,350,0,0.000000000000
Canada,2020-08-31,21A.Delta,350,0,0.000000000000
Canada,2020-08-31,21C.Epsilon,350,0,0.000000000000
Canada,2020-08-31,21D.Eta,350,0,0.000000000000
Chile,2020-08-31,20J.Gamma.V3,29,0,0.000000000000
Chile,2020-08-31,21G.Lambda,29,0,0.000000000000
Colombia,2020-08-31,20J.Gamma.V3,2,0,0.000000000000
Croatia,2020-08-31,20I.Alpha.V1,2,0,0.000000000000
Czechia,2020-08-31,20I.Alpha.V1,5,0,0.000000000000
Denmark,2020-08-31,20I.Alpha.V1,396,0,0.000000000000
Denmark,2020-08-31,21A.Delta,396,0,0.000000000000
Denmark,2020-08-31,21D.Eta,396,0,0.000000000000
Finland,2020-08-31,20H.Beta.V2,7,0,0.000000000000
Finland,2020-08-31,20I.Alpha.V1,7,0,0.000000000000
France,2020-08-31,20H.Beta.V2,119,0,0.000000000000
France,2020-08-31,20I.Alpha.V1,119,0,0.000000000000
France,2020-08-31,20J.Gamma.V3,119,0,0.000000000000
France,2020-08-31,21A.Delta,119,0,0.000000000000
France,2020-08-31,21D.Eta,119,0,0.000000000000
Germany,2020-08-31,20H.Beta.V2,74,0,0.000000000000
Germany,2020-08-31,20I.Alpha.V1,74,0,0.000000000000
Germany,2020-08-31,20J.Gamma.V3,74,0,0.000000000000
Germany,2020-08-31,21A.Delta,74,0,0.000000000000
Germany,2020-08-31,21D.Eta,74,0,0.000000000000
Ghana,2020-08-31,20I.Alpha.V1,10,0,0.000000000000
Greece,2020-08-31,20I.Alpha.V1,4,0,0.000000000000
India,2020-08-31,20I.Alpha.V1,139,0,0.000000000000
India,2020-08-31,21A.Delta,139,0,0.000000000000
India,2020-08-31,21B.Kappa,139,0,0.000000000000
Indonesia,2020-08-31,21A.Delta,10,0,0.000000000000
Ireland,2020-08-31,20I.Alpha.V1,19,0,0.000000000000
Ireland,2020-08-31,21A.Delta,19,0,0.000000000000
Israel,2020-08-31,20H.Beta.V2,1,0,0.000000000000
Israel,2020-08-31,20I.Alpha.V1,1,0,0.000000000000
Italy,2020-08-31,20I.Alpha.V1,63,0,0.000000000000
Italy,2020-08-31,20J.Gamma.V3,63,0,0.000000000000
Italy,2020-08-31,21A.Delta,63,0,0.000000000000
Italy,2020-08-31,21D.Eta,63,0,0.000000000000
Japan,2020-08-31,20I.Alpha.V1,614,0,0.000000000000
Japan,2020-08-31,21A.Delta,614,0,0.000000000000
Kenya,2020-08-31,20I.Alpha.V1,12,0,0.000000000000
Latvia,2020-08-31,20I.Alpha.V1,10,0,0.000000000000
Lithuania,2020-08-31,20I.Alpha.V1,8,0,0.000000000000
Luxembourg,2020-08-31,20H.Beta.V2,3,0,0.000000000000
Luxembourg,2020-08-31,20I.Alpha.V1,3,0,0.000000000000
Mexico,2020-08-31,20I.Alpha.V1,34,0,0.000000000000
Mexico,2020-08-31,20J.Gamma.V3,34,0,0.000000000000
Mexico,2020-08-31,21A.Delta,34,0,0.000000000000
Mexico,2020-08-31,21C.Epsilon,34,0,0.000000000000
Mozambique,2020-08-31,20H.Beta.V2,4,2,0.500000000000
Netherlands,2020-08-31,20H.Beta.V2,64,0,0.000000000000
Netherlands,2020-08-31,20I.Alpha.V1,64,0,0.000000000000
Netherlands,2020-08-31,20J.Gamma.V3,64,0,0.000000000000
Netherlands,2020-08-31,21A.Delta,64,0,0.000000000000
Nigeria,2020-08-31,21D.Eta,2,0,0.000000000000
Norway,2020-08-31,20H.Beta.V2,21,0,0.000000000000
Norway,2020-08-31,20I.Alpha.V1,21,0,0.000000000000
Philippines,2020-08-31,20H.Beta.V2,0,0,0.000000000000
Philippines,2020-08-31,20I.Alpha.V1,0,0,0.000000000000
Poland,2020-08-31,20I.Alpha.V1,2,0,0.000000000000
Portugal,2020-08-31,20I.Alpha.V1,14,0,0.000000000000
Portugal,2020-08-31,21A.Delta,14,0,0.000000000000
Qatar,2020-08-31,20H.Beta.V2,28,0,0.000000000000
Romania,2020-08-31,20I.Alpha.V1,0,0,0.000000000000
Russia,2020-08-31,20I.Alpha.V1,45,0,0.000000000000
Russia,2020-08-31,21A.Delta,45,0,0.000000000000
Singapore,2020-08-31,21A.Delta,13,0,0.000000000000
Slovenia,2020-08-31,20I.Alpha.V1,47,0,0.000000000000
South Africa,2020-08-31,20H.Beta.V2,93,10,0.107526881720
South Africa,2020-08-31,21A.Delta,93,0,0.000000000000
South Korea,2020-08-31,20I.Alpha.V1,69,0,0.000000000000
Spain,2020-08-31,20H.Beta.V2,133,0,0.000000000000
Spain,2020-08-31,20I.Alpha.V1,133,0,0.000000000000
Spain,2020-08-31,20J.Gamma.V3,133,0,0.000000000000
Spain,2020-08-31,21A.Delta,133,0,0.000000000000
Sweden,2020-08-31,20H.Beta.V2,21,0,0.000000000000
Sweden,2020-08-31,20I.Alpha.V1,21,0,0.000000000000
Sweden,2020-08-31,21A.Delta,21,0,0.000000000000
Switzerland,2020-08-31,20H.Beta.V2,145,0,0.000000000000
Switzerland,2020-08-31,20I.Alpha.V1,145,0,0.000000000000
Switzerland,2020-08-31,21A.Delta,145,0,0.000000000000
Trinidad and Tobago,2020-08-31,20J.Gamma.V3,3,0,0.000000000000
Turkey,2020-08-31,20H.Beta.V2,4,0,0.000000000000
Turkey,2020-08-31,20I.Alpha.V1,4,0,0.000000000000
United Kingdom,2020-08-31,20H.Beta.V2,2194,0,0.000000000000
United Kingdom,2020-08-31,20I.Alpha.V1,2194,0,0.000000000000
United Kingdom,2020-08-31,21A.Delta,2194,0,0.000000000000
United Kingdom,2020-08-31,21B.Kappa,2194,0,0.000000000000
United Kingdom,2020-08-31,21D.Eta,2194,0,0.000000000000
US,2020-08-31,20H.Beta.V2,1869,0,0.000000000000
US,2020-08-31,20I.Alpha.V1,1869,0,0.000000000000
US,2020-08-31,20J.Gamma.V3,1869,0,0.000000000000
US,2020-08-31,21A.Delta,1869,0,0.000000000000
US,2020-08-31,21B.Kappa,1869,0,0.000000000000
US,2020-08-31,21C.Epsilon,1869,1,0.000535045478
US,2020-08-31,21D.Eta,1869,0,0.000000000000
US,2020-08-31,21F.Iota,1869,0,0.000000000000
US,2020-08-31,21G.Lambda,1869,0,0.000000000000
Zimbabwe,2020-08-31,20H.Beta.V2,3,0,0.000000000000
Argentina,2020-09-07,20J.Gamma.V3,33,0,0.000000000000
Australia,2020-09-07,20I.Alpha.V1,454,0,0.000000000000
Australia,2020-09-07,21A.Delta,454,0,0.000000000000
Austria,2020-09-07,20H.Beta.V2,14,0,0.000000000000
Austria,2020-09-07,20I.Alpha.V1,14,0,0.000000000000
Austria,2020-09-07,21A.Delta,14,0,0.000000000000
Bangladesh,2020-09-07,20H.Beta.V2,8,0,0.000000000000
