tDate,AZ_Target,AZ_YdAcc1,AZ_YdAcc2,AZ_YdAcc3,AZ_New_1,AZ_New_2,AZ_New_3,AZ_Acc_1,AZ_Acc_2,AZ_Acc_3,AZ_Rate_1,AZ_Rate_2,PF_Target,PF_YdAcc1,PF_YdAcc2,PF_New_1,PF_New_2,PF_Acc_1,PF_Acc_2,PF_Rate_1,PF_Rate_2,MO_Target,MO_YdAcc1,MO_YdAcc2,MO_New_1,MO_New_2,MO_Acc_1,MO_Acc_2,MO_Rate_1,MO_Rate_2,JS_Target,JS_YdAcc,JS_New,JS_Acc,JS_Rate
2021-03-07,0,0,0,0,0,0,0,309387,0,0,0,0,0,0,0,0,0,5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,0,0,0,0,0,0,0,311583,0,0,0,0,0,0,0,0,0,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,0,0,0,0,0,0,0,377138,0,0,0,0,0,0,0,0,0,6208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,0,0,0,0,0,0,0,438890,0,0,0,0,0,0,0,0,0,8051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,0,0,0,487704,0,0,0,0,0,0,0,0,0,12931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,0,0,0,0,0,0,0,526414,0,0,0,0,0,0,0,0,0,19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-13,0,0,0,0,0,0,0,558299,0,0,0,0,0,0,0,0,0,25359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,561785,0,0,0,0,0,0,0,0,0,26099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,0,0,0,0,0,0,0,562816,0,0,0,0,0,0,0,0,0,26142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,0,0,0,0,0,0,0,575289,0,0,0,0,0,0,0,0,0,26861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,0,0,0,0,0,0,0,587996,0,0,0,0,0,0,0,0,0,33738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,0,0,0,0,0,0,0,598353,0,0,0,0,0,0,0,0,0,42978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-19,0,0,0,0,0,0,0,608098,0,0,0,0,0,0,0,0,0,51377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,0,0,0,0,0,0,0,618852,0,0,0,0,0,0,0,0,0,56574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,619100,0,0,0,0,0,0,0,0,0,57487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,0,0,0,0,0,0,0,619100,0,0,0,0,0,0,0,0,0,57507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-23,0,0,0,0,0,0,0,622437,0,0,0,0,0,0,0,0,0,58123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,0,0,0,0,0,0,0,643724,0,0,0,0,0,0,0,0,0,59888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-25,0,0,0,0,0,0,0,673183,0,0,0,0,0,0,0,0,0,59941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,0,0,0,0,0,0,0,707481,0,0,0,0,0,0,0,0,0,59970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,0,0,0,0,0,0,0,732056,0,0,0,0,0,0,0,0,0,60218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,0,0,0,0,0,0,0,733562,0,0,0,0,0,0,0,0,0,60296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,0,0,0,0,0,0,0,733586,0,0,0,0,0,0,0,0,0,60380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,0,0,0,0,0,0,0,761771,0,0,0,0,0,0,0,0,0,60677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,0,0,0,0,0,0,0,791454,0,0,0,0,0,0,0,0,0,60748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,0,0,0,0,0,0,0,815769,0,0,0,0,0,0,0,0,0,60804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,0,0,0,0,0,0,0,834226,0,0,0,0,0,0,0,0,0,79843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,0,0,0,0,0,0,0,853579,0,0,0,0,0,0,0,0,0,99977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,855929,0,0,0,0,0,0,0,0,0,106154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,0,0,0,0,0,0,0,856006,0,0,0,0,0,0,0,0,0,106724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-06,0,0,0,0,0,0,0,870724,0,0,0,0,0,0,0,0,0,129146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-07,0,0,0,0,0,0,0,887452,0,0,0,0,0,0,0,0,0,151614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-08,0,0,0,0,0,0,0,903074,0,0,0,0,0,0,0,0,0,172500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,0,0,0,0,0,0,0,911228,0,0,0,0,0,0,0,0,0,202438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,0,0,0,0,0,0,0,916119,0,0,0,0,0,0,0,0,0,291363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,0,0,0,0,916780,0,0,0,0,0,0,0,0,0,240170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,0,0,0,0,0,0,0,916780,0,0,0,0,0,0,0,0,0,240475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-13,0,0,0,0,0,0,0,924027,0,0,0,0,0,0,0,0,0,271315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-14,0,0,0,0,0,0,0,936448,0,0,0,0,0,0,0,0,0,302617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,0,0,0,0,0,0,0,951712,0,0,0,0,0,0,0,0,0,334197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-16,0,0,0,0,0,0,0,971984,0,0,0,0,0,0,0,0,0,407669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-17,0,0,0,0,0,0,0,998736,0,0,0,0,0,0,0,0,0,484233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,0,0,0,0,1000235,0,0,0,0,0,0,0,0,0,512268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,0,0,0,0,0,0,0,1000258,0,0,0,0,0,0,0,0,0,517132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-20,0,0,0,0,0,0,0,1043457,0,0,0,0,0,0,0,0,0,596033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-21,0,0,0,0,0,0,0,1093174,0,0,0,0,0,0,0,0,0,678233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-22,0,0,0,0,0,0,0,1141154,0,0,0,0,0,0,0,0,0,762613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,0,0,0,0,0,0,0,1194718,0,0,0,0,0,0,0,0,0,840831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,0,0,0,0,0,0,0,1277777,0,0,0,0,0,0,0,0,0,917715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,0,0,0,0,0,0,0,1311996,0,0,0,0,0,0,0,0,0,948643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,0,0,0,0,0,0,0,1313123,0,0,0,0,0,0,0,0,0,953765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,0,0,0,0,0,0,0,1370841,0,0,0,0,0,0,0,0,0,1039134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,0,0,0,0,0,0,0,1444013,0,0,0,0,0,0,0,0,0,1142756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,0,0,0,0,0,0,0,1534399,0,0,0,0,0,0,0,0,0,1274395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,0,0,0,0,0,0,0,1640570,0,0,0,0,0,0,0,0,0,1415434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,0,0,0,0,0,0,0,1775622,0,0,0,0,0,0,0,0,0,1550381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,0,0,0,0,0,0,0,1829239,0,0,0,0,0,0,0,0,0,1565865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,0,0,0,0,0,0,0,1829737,0,0,0,0,0,0,0,0,0,1567127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,0,0,0,0,0,0,0,1863973,0,0,0,0,0,0,0,0,0,1602935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,0,0,0,0,0,0,0,1896922,0,0,0,0,0,0,0,0,0,1633092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,0,0,0,0,0,0,0,1922520,0,0,0,0,0,0,0,0,0,1637804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,0,0,0,0,0,0,0,1960226,0,0,0,0,0,0,0,0,0,1648390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-08,0,0,0,0,0,0,0,2004716,0,0,0,0,0,0,0,0,0,1657871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,2014012,0,0,0,0,0,0,0,0,0,1660670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,0,0,0,0,0,0,0,2014054,0,0,0,0,0,0,0,0,0,1660675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,0,0,0,0,0,0,0,2025401,0,0,0,0,0,0,0,0,0,1667165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-12,0,0,0,0,0,0,0,2027084,0,0,0,0,0,0,0,0,0,1671573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-13,0,0,0,0,0,0,0,2036649,0,0,0,0,0,0,0,0,0,1674374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,2641915,0,0,0,1943,496,0,2040386,1930,0,77.2,0.1,3728702,0,0,5196,77491,1679597,823770,45,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-15,2645249,0,0,0,2407,3757,0,2044448,5693,0,77.3,0.2,3728792,0,0,7141,75948,1686773,899727,45.2,24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-16,2646675,0,0,0,25,240,0,2045777,6041,0,77.3,0.2,3728899,0,0,1244,29589,1688019,929316,45.3,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-17,2646996,0,0,0,0,0,0,2045778,6043,0,77.3,0.2,3728912,0,0,5,4986,1688028,934302,45.3,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-18,2652640,0,0,0,1539,14716,0,2047406,21094,0,77.2,0.8,3728816,0,0,10467,84232,1698528,1018548,45.6,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-19,2655947,0,0,0,2876,38106,0,2051556,60152,0,77.2,2.3,3728610,0,0,8946,101572,1707502,1120129,45.8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-20,2656678,0,0,0,108,540,0,2051750,60926,0,77.2,2.3,3728848,0,0,1675,92154,1709190,1212284,45.8,32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-21,2660220,0,0,0,3764,63146,0,2055102,125768,0,77.3,4.7,3729854,0,0,7419,144649,1717497,1357074,46,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-22,2664876,0,0,0,4747,83627,0,2061032,212146,0,77.3,8,3730145,0,0,9017,138289,1726538,1495382,46.3,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-23,2665660,0,0,0,449,15090,0,2061624,228558,0,77.3,8.6,3730251,0,0,4484,19493,1731036,1514879,46.4,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-24,2665804,0,0,0,3,315,0,2061634,229027,0,77.3,8.6,3730264,0,0,214,2394,1731272,1517309,46.4,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-25,2680066,0,0,0,3319,55232,0,2065512,286709,0,77.1,10.7,3730619,0,0,67973,46645,1799272,1563960,48.2,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-26,2685683,0,0,0,3740,56501,0,2069749,346152,0,77.1,12.9,3731228,0,0,73732,35097,1873026,1599065,50.2,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-27,2703687,0,0,0,3247,51799,0,2073793,399710,0,76.7,14.8,3730566,0,0,83918,14137,1956951,1613209,52.5,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-28,7914205,0,0,0,575176,42191,0,2649352,443852,0,33.5,5.6,3730552,0,0,82016,11811,2039168,1625025,54.7,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-29,7995931,0,0,0,465766,52294,0,3118326,497103,0,39,6.2,3727173,0,0,76461,11582,2115637,1636617,56.8,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-30,8027691,0,0,0,148082,5996,0,3268001,504140,0,40.7,6.3,3727445,0,0,15375,2536,2131014,1639153,57.2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-31,8027934,0,0,0,3979,87,0,3272110,504232,0,40.8,6.3,3727429,0,0,731,0,2131744,1639153,57.2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-01,8121604,0,0,0,283704,18739,0,3557906,523852,0,43.8,6.5,3727884,0,0,101831,8325,2233597,1647484,59.9,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-02,8202606,0,0,0,458310,20609,0,4017845,545186,0,49,6.6,3728284,0,0,107067,5336,2340667,1652824,62.8,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-03,8287538,0,0,0,276296,18854,0,4296043,564526,0,51.8,6.8,3728792,0,0,105255,3375,2445950,1656202,65.6,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-04,8368885,0,0,0,248587,20231,0,4546334,585532,0,54.3,7,3729297,0,0,93989,5273,2539958,1661476,68.1,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-05,8426147,0,0,0,283855,22767,0,4831847,608843,0,57.3,7.2,3729408,0,0,83906,6817,2623879,1668294,70.4,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-06,8449298,0,0,0,116099,1137,0,4948641,610088,0,58.6,7.2,3729558,0,0,22550,1214,2646431,1667508,71,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-07,8450929,0,0,0,2198,0,0,4951596,610174,0,58.6,7.2,3729545,0,0,760,0,2647191,1669508,71,44.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-08,12466321,0,0,0,749228,8811,0,5701559,619311,0,45.7,5,3730225,0,0,106414,11045,2754240,1680542,73.8,45.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-09,12528384,0,0,0,609322,15423,0,6313589,635388,0,50.3,5.1,3760589,0,0,105062,9327,2888757,1689871,76.8,44.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-10,12583396,0,0,0,465765,20717,0,6781289,656768,0,53.9,5.2,3788329,0,0,96322,2811,3012874,1692717,79.5,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-11,12591447,0,0,0,406782,26246,0,7189933,684215,0,57.1,5.4,3825228,0,0,74498,7415,3123684,1700133,81.7,44.4,0,0,0,0,0,0,0,0,0,926311,0,251787,251787,27.2
2021-06-12,12615903,0,0,0,525563,25128,0,7717151,710651,0,61.2,5.6,3852494,0,0,65997,9345,3216373,1709479,83.5,44.4,0,0,0,0,0,0,0,0,0,957189,0,201275,453732,47.4
2021-06-13,12631226,0,0,0,256171,726,0,7974397,711628,0,63.1,5.6,3879993,0,0,17351,4175,3261043,1713654,84,44.2,0,0,0,0,0,0,0,0,0,977644,0,112701,566847,58
2021-06-14,12631867,0,0,0,15271,14,0,7989993,711646,0,63.3,5.6,3880154,0,0,650,199,3261859,1713854,84.1,44.2,0,0,0,0,0,0,0,0,0,978480,0,11560,578529,59.1
2021-06-15,12644181,0,0,0,556961,19483,0,8548231,731949,0,67.6,5.8,3880538,0,0,3821,66007,3266120,1779866,84.2,45.9,0,0,0,0,0,0,0,0,0,1004494,0,170953,750918,74.8
2021-06-16,12656339,0,0,0,482246,23031,0,9032827,756148,0,71.4,6,4179391,0,0,23042,72415,3322442,1852290,79.5,44.3,0,0,0,0,0,0,0,0,0,1037655,0,111893,863938,83.3
2021-06-17,12644935,0,0,0,342390,21798,0,9377084,779021,0,74,6.2,4208555,0,0,20940,82212,3372245,1934507,80.1,46,0,0,0,0,0,0,0,0,0,1083580,0,176918,1041512,96.1
2021-06-18,12680764,0,0,0,361529,21051,0,9740742,801323,0,76.8,6.3,4235753,0,0,26275,81409,3424837,2015921,80.9,47.6,0,0,0,0,0,0,0,0,0,1109318,0,25183,1067466,96.2
2021-06-19,12703394,0,0,0,442415,20404,0,10184938,822848,0,80.2,6.5,4262412,0,0,34827,75555,3485176,2091472,81.8,49.1,0,0,0,0,0,0,0,0,0,1140147,0,30077,1098251,96.3
2021-06-20,12719219,0,0,0,186954,1569,0,10372923,824651,0,81.6,6.5,4293444,0,0,8227,15144,3524189,2106617,82.1,49.1,0,0,0,0,0,0,0,0,0,1157122,0,16809,1115343,96.4
2021-06-21,12719217,0,0,0,0,0,0,10373174,824651,0,81.6,6.5,4294867,0,0,181,714,3525781,2107331,82.1,49.1,0,0,0,0,0,0,0,0,0,1157607,0,324,1115864,96.4
2021-06-22,12718686,0,0,0,2174,13901,0,10377669,839467,0,81.6,6.6,4295980,0,0,14395,99402,3540488,2206737,82.4,51.4,32460,0,0,512,0,512,0,1.6,0,1162908,0,3150,1121329,96.4
2021-06-23,12522506,0,0,0,2704,15762,0,10381358,856288,0,82.9,6.8,4324786,0,0,24406,105289,3592167,2312028,83.1,53.5,33194,0,0,872,0,1384,0,4.2,0,1165590,0,2364,1123956,96.4
2021-06-24,12521842,0,0,0,2407,14805,0,10384423,872819,0,82.9,7,4347082,0,0,22439,103284,3636252,2415314,83.6,55.6,34145,0,0,2611,0,4085,0,12,0,1166789,0,1028,1125361,96.4
2021-06-25,12521643,0,0,0,2530,12660,0,10387462,886897,0,83,7.1,4407144,0,0,25098,93647,3678931,2508968,83.5,56.9,35250,0,0,3201,0,7606,0,21.6,0,1167283,0,491,1125920,96.5
2021-06-26,12521630,0,0,0,2620,12487,0,10390641,900341,0,83,7,4424024,0,0,34349,83224,3729499,2592211,84.3,58.6,39383,0,0,8946,0,16719,0,42.5,0,1168340,0,418,1126366,96.4
2021-06-27,12521564,0,0,0,18,405,0,10390719,902235,0,83,7.2,4440003,0,0,10338,22292,3755560,2614505,84.6,58.9,40088,0,0,716,0,17466,0,43.6,0,1168434,0,87,1126471,96.4
2021-06-28,12521556,0,0,0,0,0,0,10390720,902235,0,83,7.2,4332171,0,0,0,734,3755639,2615239,86.7,60.4,40214,0,0,0,0,17466,0,43.4,0,1168435,0,6,1126477,96.4
2021-06-29,12521388,0,0,0,990,8019,0,10392028,911292,0,83,7.3,4333814,0,0,7089,104245,3762993,2720134,86.8,62.8,49854,0,0,4166,0,22130,0,44.4,0,1168769,0,458,1126969,96.4
2021-06-30,12520771,0,0,0,1287,11544,0,10393639,923460,0,83,7.4,4336032,0,0,6448,104026,3769895,1854308,86.9,65.8,75285,0,0,7689,0,30026,0,39.9,0,1169464,0,600,1127694,96.4
2021-07-01,12520234,0,0,0,862,11506,0,10394779,935457,0,83,7.5,4336650,0,0,7446,95514,3777432,2977339,87.1,68.7,75987,0,0,5250,0,35706,0,47,0,1169962,0,675,1128444,96.5
2021-07-02,12520251,0,0,0,640,13247,0,10395575,949534,0,83,7.6,4337308,0,0,1928,72887,3779467,3078053,87.1,71,76187,0,0,974,0,36823,0,48.3,0,1170353,0,501,1128962,96.5
2021-07-03,12517602,0,0,0,519,18272,0,10396293,968566,0,83.1,7.7,4338005,0,0,1648,65081,3781255,3173765,87.2,73.2,76448,0,0,1380,0,38309,0,50.1,0,1170665,0,347,1129436,96.5
2021-07-04,12517553,0,0,0,1,690,0,10396325,969875,0,83.1,7.7,4338804,0,0,384,15969,3782315,3220640,87.2,74.2,76536,0,0,763,0,39118,0,51.1,0,1170667,0,0,1129439,96.5
2021-07-05,12517473,0,0,0,0,0,0,10396334,969974,0,83.1,7.7,4338812,0,0,0,625,3782323,3222189,87.2,74.3,76536,0,0,0,0,39118,0,51.1,0,1170666,0,0,1129439,96.5
2021-07-06,12515929,0,0,0,368,35633,30048,10396806,1010147,34789,83.1,8.1,4661228,0,0,50361,6413,3832704,3228632,82.2,69.3,77358,0,0,3029,0,42403,0,54.8,0,1170673,0,0,1129448,96.5
2021-07-07,12512093,0,0,0,425,40761,33931,10397357,1053118,70820,83.1,8.4,4668467,0,0,33178,22009,3866519,3280708,82.8,70.3,77863,0,0,4063,0,46568,0,59.8,0,1170651,0,0,1129466,96.5
2021-07-08,12510614,0,0,0,434,41562,34421,10397944,1096387,106035,83.1,8.8,4652193,0,0,30722,19744,3897917,3327263,83.8,71.5,78428,0,0,3908,0,50688,0,64.6,0,1170836,0,0,1129470,96.5
2021-07-09,12508352,0,0,0,384,49556,40900,10398435,1147045,147455,83.1,9.2,4658831,0,0,32087,25436,3930401,3378114,84.4,72.5,78576,0,0,4744,0,55505,0,70.6,0,1170826,0,0,1129676,96.5
2021-07-10,12506640,0,0,0,374,81959,70989,10398938,1231163,220040,83.1,9.8,4668339,0,0,51092,35528,3982630,3441148,85.3,73.7,79048,0,0,6380,0,62062,0,78.5,0,1133498,0,0,1129686,99.7
2021-07-11,12505819,0,0,0,4,31264,30995,10399003,1263539,251979,83.2,10.1,4672921,0,0,12742,7831,3995508,3478334,85.5,74.4,72841,0,0,12,0,62245,0,85.5,0,1133497,0,0,1129686,99.7
2021-07-12,12380475,0,0,0,0,931,931,10399013,1264651,252991,84,10.2,4673136,0,0,470,172,3995993,3479072,85.5,74.4,72841,0,0,0,0,62245,0,85.5,0,1133491,0,0,1129686,99.7
2021-07-13,12370941,0,0,0,213,51714,47702,10399289,1317370,301171,84.1,10.6,4688274,0,0,30919,14244,4027012,3493316,85.9,74.5,64884,0,0,50,0,62313,0,96,0,1129689,0,0,1129688,100
2021-07-14,12362876,0,0,0,314,66302,60263,10399675,1385341,362794,84.1,11.2,5285260,0,0,105508,22865,4132649,3543320,78.2,67,64882,0,0,136,0,62450,0,96.3,0,1129693,0,0,1129689,100
2021-07-15,12278219,0,0,0,382,80253,72581,10400107,1466831,436366,84.7,11.9,5295048,0,0,110639,21747,4244051,3587214,80.2,67.7,65156,0,0,610,0,63147,0,96.9,0,1129706,0,0,1129687,100
2021-07-16,12269619,0,0,0,442,96843,83882,10400653,1567623,523567,84.8,12.8,5312152,0,0,122203,25198,4367080,3629380,82.2,68.3,64011,0,0,0,0,63174,0,98.7,0,1129716,0,0,1129702,100
2021-07-17,12255981,0,0,0,321,121208,105062,10401015,1695744,635234,84.9,13.8,5325040,0,0,133950,36887,4502084,3681418,84.5,69.1,64011,0,0,31,238,63206,238,98.7,0.4,1129724,0,0,1129707,100
2021-07-18,12253015,0,0,0,20,26946,26785,10401110,1726195,665471,84.9,14.1,5330514,0,0,34364,9607,4536655,3707745,85.1,69.6,64009,0,0,0,0,63206,238,98.7,0.4,1129722,0,0,1129707,100
2021-07-19,12220089,0,0,0,0,444,444,10401113,1727038,666314,85.1,14.1,5330920,0,0,2358,2,4539060,3708491,85.1,69.6,64009,0,0,0,0,63206,238,98.7,0.4,1129722,0,0,1129705,100
2021-07-20,12213742,0,0,0,431,37173,32434,10401636,1765696,699791,85.2,14.5,5987930,0,0,158107,8462,4697407,3717196,78.4,62.1,63891,0,0,0,458,63207,696,98.9,1.1,1129727,0,0,1129706,100
2021-07-21,12209572,0,0,0,553,37359,31137,10402255,1825399,753099,85.2,15,6527716,0,0,149420,6802,4847707,3728099,74.3,57.1,63891,0,0,11,934,63219,1630,98.9,2.6,1129733,0,0,1129711,100
2021-07-22,12201063,0,0,0,476,13196,8878,10402781,1852652,775830,85.3,15.2,6540441,0,0,138738,7894,4987302,3736506,76.3,57.1,63925,0,0,0,2503,63248,4133,98.9,6.5,1129737,0,0,1129713,100
2021-07-23,12200255,0,0,0,644,36925,31035,10403490,1904116,821168,85.3,15.6,6553609,0,0,139546,2324,5127065,3739374,78.2,57.1,63271,0,0,0,1855,63269,5988,100,9.5,1129740,0,0,1129713,100
2021-07-24,12196783,0,0,0,558,38231,31223,10404103,1960404,870234,85.3,16.1,6572530,0,0,140004,2761,5267273,3742716,80.1,56.9,63271,0,0,0,8724,63270,14714,100,23.3,1129748,0,0,1129722,100
2021-07-25,12196477,0,0,0,27,9870,9813,10404145,1970330,880102,85.3,16.2,6577554,0,0,27014,349,5294416,3743067,80.5,56.9,63271,0,0,0,723,63270,15469,100,24.4,1129748,0,0,1129722,100
2021-07-26,12196205,0,0,0,0,54,54,10404157,1970395,880166,85.3,16.2,6577514,0,0,1492,3,5295975,3743070,80.5,56.9,63271,0,0,0,0,63270,15469,100,24.4,1129748,0,0,1129722,100
2021-07-27,12180647,0,0,0,740,7105,4170,10405038,1978003,884617,85.4,16.2,7293981,0,0,341778,46411,5643660,3789495,77.4,52,3145099,0,0,274733,4702,338002,20171,10.7,0.6,1129747,0,0,1129722,100
2021-07-28,12168904,0,0,0,1102,5417,2963,10406756,1993228,897254,85.5,16.4,7651959,0,0,237335,31876,5885546,3822203,77,50,3186774,0,0,142319,7287,480870,27473,15.1,0.9,1129794,0,0,1129766,100
2021-07-29,12155406,0,0,0,740,4384,2239,10407541,2002808,904607,85.6,16.5,8284941,0,0,384808,29583,6271501,3852479,75.7,46.5,3214826,0,0,92305,6119,573330,33602,17.8,1,1129796,0,0,1129765,100
2021-07-30,12157601,0,0,0,831,5951,2596,10408430,2012101,910410,85.6,16.6,8336859,0,0,260278,31254,6532826,3884140,78.4,46.6,3237269,0,0,85125,1864,658682,35504,20.3,1.1,1129796,0,0,1129763,100
