Country,Date,Variant,total_sequences,cluster_sequences,proportion
US,2020-04-27,21A.Delta,806,0,0
US,2020-04-27,21B.Kappa,806,0,0
US,2020-04-27,21C.Epsilon,806,0,0
US,2020-04-27,21D.Eta,806,0,0
US,2020-04-27,21F.Iota,806,0,0
US,2020-04-27,21G.Lambda,806,0,0
Zimbabwe,2020-04-27,20H.Beta.V2,8,0,0
Argentina,2020-05-04,20J.Gamma.V3,52,0,0
Australia,2020-05-04,20I.Alpha.V1,49,0,0
Australia,2020-05-04,21A.Delta,49,0,0
Austria,2020-05-04,20H.Beta.V2,12,0,0
Austria,2020-05-04,20I.Alpha.V1,12,0,0
Austria,2020-05-04,21A.Delta,12,0,0
Bangladesh,2020-05-04,20H.Beta.V2,40,0,0
Belgium,2020-05-04,20H.Beta.V2,43,0,0
Belgium,2020-05-04,20I.Alpha.V1,43,0,0
Belgium,2020-05-04,20J.Gamma.V3,43,0,0
Belgium,2020-05-04,21A.Delta,43,0,0
Brazil,2020-05-04,20I.Alpha.V1,103,0,0
Brazil,2020-05-04,20J.Gamma.V3,103,0,0
Bulgaria,2020-05-04,20I.Alpha.V1,1,0,0
Canada,2020-05-04,20H.Beta.V2,300,0,0
Canada,2020-05-04,20I.Alpha.V1,300,0,0
Canada,2020-05-04,20J.Gamma.V3,300,0,0
Canada,2020-05-04,21A.Delta,300,0,0
Canada,2020-05-04,21C.Epsilon,300,0,0
Canada,2020-05-04,21D.Eta,300,0,0
Chile,2020-05-04,20J.Gamma.V3,41,0,0
Chile,2020-05-04,21G.Lambda,41,0,0
Colombia,2020-05-04,20J.Gamma.V3,27,0,0
Czechia,2020-05-04,20I.Alpha.V1,1,0,0
Denmark,2020-05-04,20I.Alpha.V1,53,0,0
Denmark,2020-05-04,21A.Delta,53,0,0
Denmark,2020-05-04,21D.Eta,53,0,0
Finland,2020-05-04,20H.Beta.V2,33,0,0
Finland,2020-05-04,20I.Alpha.V1,33,0,0
France,2020-05-04,20H.Beta.V2,41,0,0
France,2020-05-04,20I.Alpha.V1,41,0,0
France,2020-05-04,20J.Gamma.V3,41,0,0
France,2020-05-04,21A.Delta,41,0,0
France,2020-05-04,21D.Eta,41,0,0
Germany,2020-05-04,20H.Beta.V2,36,0,0
Germany,2020-05-04,20I.Alpha.V1,36,0,0
Germany,2020-05-04,20J.Gamma.V3,36,0,0
Germany,2020-05-04,21A.Delta,36,0,0
Germany,2020-05-04,21D.Eta,36,0,0
Ghana,2020-05-04,20I.Alpha.V1,0,0,0
Greece,2020-05-04,20I.Alpha.V1,2,0,0
India,2020-05-04,20I.Alpha.V1,169,0,0
India,2020-05-04,21A.Delta,169,0,0
India,2020-05-04,21B.Kappa,169,0,0
Indonesia,2020-05-04,21A.Delta,3,0,0
Ireland,2020-05-04,20I.Alpha.V1,41,0,0
Ireland,2020-05-04,21A.Delta,41,0,0
Israel,2020-05-04,20H.Beta.V2,1,0,0
Israel,2020-05-04,20I.Alpha.V1,1,0,0
Italy,2020-05-04,20I.Alpha.V1,40,0,0
Italy,2020-05-04,20J.Gamma.V3,40,0,0
Italy,2020-05-04,21A.Delta,40,0,0
Italy,2020-05-04,21D.Eta,40,0,0
Japan,2020-05-04,20I.Alpha.V1,147,0,0
Japan,2020-05-04,21A.Delta,147,0,0
Kenya,2020-05-04,20I.Alpha.V1,24,0,0
Latvia,2020-05-04,20I.Alpha.V1,6,0,0
Luxembourg,2020-05-04,20H.Beta.V2,2,0,0
Luxembourg,2020-05-04,20I.Alpha.V1,2,0,0
Mexico,2020-05-04,20I.Alpha.V1,60,0,0
Mexico,2020-05-04,20J.Gamma.V3,60,0,0
Mexico,2020-05-04,21A.Delta,60,0,0
Mexico,2020-05-04,21C.Epsilon,60,0,0
Netherlands,2020-05-04,20H.Beta.V2,76,0,0
Netherlands,2020-05-04,20I.Alpha.V1,76,0,0
Netherlands,2020-05-04,20J.Gamma.V3,76,0,0
Netherlands,2020-05-04,21A.Delta,76,0,0
Nigeria,2020-05-04,21D.Eta,9,0,0
Norway,2020-05-04,20H.Beta.V2,9,0,0
Norway,2020-05-04,20I.Alpha.V1,9,0,0
Poland,2020-05-04,20I.Alpha.V1,16,0,0
Portugal,2020-05-04,20I.Alpha.V1,9,0,0
Portugal,2020-05-04,21A.Delta,9,0,0
Qatar,2020-05-04,20H.Beta.V2,51,0,0
Romania,2020-05-04,20I.Alpha.V1,6,0,0
Russia,2020-05-04,20I.Alpha.V1,26,0,0
Russia,2020-05-04,21A.Delta,26,0,0
Singapore,2020-05-04,21A.Delta,36,0,0
Slovakia,2020-05-04,20I.Alpha.V1,1,0,0
Slovenia,2020-05-04,20I.Alpha.V1,1,0,0
South Africa,2020-05-04,20H.Beta.V2,21,0,0
South Africa,2020-05-04,21A.Delta,21,0,0
South Korea,2020-05-04,20I.Alpha.V1,13,0,0
Spain,2020-05-04,20H.Beta.V2,60,0,0
Spain,2020-05-04,20I.Alpha.V1,60,0,0
Spain,2020-05-04,20J.Gamma.V3,60,0,0
Spain,2020-05-04,21A.Delta,60,0,0
Sweden,2020-05-04,20H.Beta.V2,17,0,0
Sweden,2020-05-04,20I.Alpha.V1,17,0,0
Sweden,2020-05-04,21A.Delta,17,0,0
Switzerland,2020-05-04,20H.Beta.V2,38,0,0
Switzerland,2020-05-04,20I.Alpha.V1,38,0,0
Switzerland,2020-05-04,21A.Delta,38,0,0
Turkey,2020-05-04,20H.Beta.V2,32,0,0
Turkey,2020-05-04,20I.Alpha.V1,32,0,0
United Kingdom,2020-05-04,20H.Beta.V2,1663,0,0
United Kingdom,2020-05-04,20I.Alpha.V1,1663,0,0
United Kingdom,2020-05-04,21A.Delta,1663,0,0
United Kingdom,2020-05-04,21B.Kappa,1663,0,0
United Kingdom,2020-05-04,21D.Eta,1663,0,0
US,2020-05-04,20H.Beta.V2,1775,0,0
US,2020-05-04,20I.Alpha.V1,1775,0,0
US,2020-05-04,20J.Gamma.V3,1775,0,0
US,2020-05-04,21A.Delta,1775,0,0
US,2020-05-04,21B.Kappa,1775,0,0
US,2020-05-04,21C.Epsilon,1775,0,0
US,2020-05-04,21D.Eta,1775,0,0
US,2020-05-04,21F.Iota,1775,0,0
US,2020-05-04,21G.Lambda,1775,0,0
Argentina,2020-05-11,20J.Gamma.V3,72,0,0
Australia,2020-05-11,20I.Alpha.V1,62,0,0
Australia,2020-05-11,21A.Delta,62,0,0
Austria,2020-05-11,20H.Beta.V2,18,0,0
Austria,2020-05-11,20I.Alpha.V1,18,0,0
Austria,2020-05-11,21A.Delta,18,0,0
Bangladesh,2020-05-11,20H.Beta.V2,40,0,0
Belgium,2020-05-11,20H.Beta.V2,51,0,0
Belgium,2020-05-11,20I.Alpha.V1,51,0,0
Belgium,2020-05-11,20J.Gamma.V3,51,0,0
Belgium,2020-05-11,21A.Delta,51,0,0
Brazil,2020-05-11,20I.Alpha.V1,114,0,0
Brazil,2020-05-11,20J.Gamma.V3,114,0,0
Bulgaria,2020-05-11,20I.Alpha.V1,1,0,0
Canada,2020-05-11,20H.Beta.V2,355,0,0
Canada,2020-05-11,20I.Alpha.V1,355,0,0
Canada,2020-05-11,20J.Gamma.V3,355,0,0
Canada,2020-05-11,21A.Delta,355,0,0
Canada,2020-05-11,21C.Epsilon,355,0,0
Canada,2020-05-11,21D.Eta,355,0,0
Chile,2020-05-11,20J.Gamma.V3,46,0,0
Chile,2020-05-11,21G.Lambda,46,0,0
Colombia,2020-05-11,20J.Gamma.V3,24,0,0
Czechia,2020-05-11,20I.Alpha.V1,3,0,0
Denmark,2020-05-11,20I.Alpha.V1,70,0,0
Denmark,2020-05-11,21A.Delta,70,0,0
Denmark,2020-05-11,21D.Eta,70,0,0
Finland,2020-05-11,20H.Beta.V2,41,0,0
Finland,2020-05-11,20I.Alpha.V1,41,0,0
France,2020-05-11,20H.Beta.V2,45,0,0
France,2020-05-11,20I.Alpha.V1,45,0,0
France,2020-05-11,20J.Gamma.V3,45,0,0
France,2020-05-11,21A.Delta,45,0,0
France,2020-05-11,21D.Eta,45,0,0
Germany,2020-05-11,20H.Beta.V2,39,0,0
Germany,2020-05-11,20I.Alpha.V1,39,0,0
Germany,2020-05-11,20J.Gamma.V3,39,0,0
Germany,2020-05-11,21A.Delta,39,0,0
Germany,2020-05-11,21D.Eta,39,0,0
Greece,2020-05-11,20I.Alpha.V1,4,0,0
India,2020-05-11,20I.Alpha.V1,237,0,0
India,2020-05-11,21A.Delta,237,0,0
India,2020-05-11,21B.Kappa,237,0,0
Indonesia,2020-05-11,21A.Delta,5,0,0
Ireland,2020-05-11,20I.Alpha.V1,39,0,0
Ireland,2020-05-11,21A.Delta,39,0,0
Italy,2020-05-11,20I.Alpha.V1,37,0,0
Italy,2020-05-11,20J.Gamma.V3,37,0,0
Italy,2020-05-11,21A.Delta,37,0,0
Italy,2020-05-11,21D.Eta,37,0,0
Japan,2020-05-11,20I.Alpha.V1,133,0,0
Japan,2020-05-11,21A.Delta,133,0,0
Kenya,2020-05-11,20I.Alpha.V1,46,0,0
Luxembourg,2020-05-11,20H.Beta.V2,3,0,0
Luxembourg,2020-05-11,20I.Alpha.V1,3,0,0
Mexico,2020-05-11,20I.Alpha.V1,73,0,0
Mexico,2020-05-11,20J.Gamma.V3,73,0,0
Mexico,2020-05-11,21A.Delta,73,0,0
Mexico,2020-05-11,21C.Epsilon,73,0,0
Netherlands,2020-05-11,20H.Beta.V2,85,0,0
Netherlands,2020-05-11,20I.Alpha.V1,85,0,0
Netherlands,2020-05-11,20J.Gamma.V3,85,0,0
Netherlands,2020-05-11,21A.Delta,85,0,0
Nigeria,2020-05-11,21D.Eta,12,0,0
Norway,2020-05-11,20H.Beta.V2,12,0,0
Norway,2020-05-11,20I.Alpha.V1,12,0,0
Poland,2020-05-11,20I.Alpha.V1,24,0,0
Portugal,2020-05-11,20I.Alpha.V1,11,0,0
Portugal,2020-05-11,21A.Delta,11,0,0
Qatar,2020-05-11,20H.Beta.V2,77,0,0
Romania,2020-05-11,20I.Alpha.V1,7,0,0
Russia,2020-05-11,20I.Alpha.V1,36,0,0
Russia,2020-05-11,21A.Delta,36,0,0
Singapore,2020-05-11,21A.Delta,47,0,0
Slovakia,2020-05-11,20I.Alpha.V1,1,0,0
South Africa,2020-05-11,20H.Beta.V2,31,0,0
South Africa,2020-05-11,21A.Delta,31,0,0
South Korea,2020-05-11,20I.Alpha.V1,27,0,0
Spain,2020-05-11,20H.Beta.V2,68,0,0
Spain,2020-05-11,20I.Alpha.V1,68,0,0
Spain,2020-05-11,20J.Gamma.V3,68,0,0
Spain,2020-05-11,21A.Delta,68,0,0
Sweden,2020-05-11,20H.Beta.V2,25,0,0
Sweden,2020-05-11,20I.Alpha.V1,25,0,0
Sweden,2020-05-11,21A.Delta,25,0,0
Switzerland,2020-05-11,20H.Beta.V2,33,0,0
Switzerland,2020-05-11,20I.Alpha.V1,33,0,0
Switzerland,2020-05-11,21A.Delta,33,0,0
Turkey,2020-05-11,20H.Beta.V2,39,0,0
Turkey,2020-05-11,20I.Alpha.V1,39,0,0
United Kingdom,2020-05-11,20H.Beta.V2,1915,0,0
United Kingdom,2020-05-11,20I.Alpha.V1,1915,0,0
United Kingdom,2020-05-11,21A.Delta,1915,0,0
United Kingdom,2020-05-11,21B.Kappa,1915,0,0
United Kingdom,2020-05-11,21D.Eta,1915,0,0
US,2020-05-11,20H.Beta.V2,2211,0,0
US,2020-05-11,20I.Alpha.V1,2211,0,0
US,2020-05-11,20J.Gamma.V3,2211,0,0
US,2020-05-11,21A.Delta,2211,0,0
US,2020-05-11,21B.Kappa,2211,0,0
US,2020-05-11,21C.Epsilon,2211,0,0
US,2020-05-11,21D.Eta,2211,0,0
US,2020-05-11,21F.Iota,2211,0,0
US,2020-05-11,21G.Lambda,2211,0,0
Argentina,2020-05-18,20J.Gamma.V3,77,0,0
Australia,2020-05-18,20I.Alpha.V1,57,0,0
Australia,2020-05-18,21A.Delta,57,0,0
Austria,2020-05-18,20H.Beta.V2,18,0,0
Austria,2020-05-18,20I.Alpha.V1,18,0,0
Austria,2020-05-18,21A.Delta,18,0,0
Bangladesh,2020-05-18,20H.Beta.V2,37,0,0
Belgium,2020-05-18,20H.Beta.V2,40,0,0
Belgium,2020-05-18,20I.Alpha.V1,40,0,0
Belgium,2020-05-18,20J.Gamma.V3,40,0,0
Belgium,2020-05-18,21A.Delta,40,0,0
Brazil,2020-05-18,20I.Alpha.V1,92,0,0
Brazil,2020-05-18,20J.Gamma.V3,92,0,0
Canada,2020-05-18,20H.Beta.V2,300,0,0
Canada,2020-05-18,20I.Alpha.V1,300,0,0
Canada,2020-05-18,20J.Gamma.V3,300,0,0
Canada,2020-05-18,21A.Delta,300,0,0
Canada,2020-05-18,21C.Epsilon,300,0,0
Canada,2020-05-18,21D.Eta,300,0,0
Chile,2020-05-18,20J.Gamma.V3,44,0,0
Chile,2020-05-18,21G.Lambda,44,0,0
Colombia,2020-05-18,20J.Gamma.V3,11,0,0
Czechia,2020-05-18,20I.Alpha.V1,3,0,0
Denmark,2020-05-18,20I.Alpha.V1,70,0,0
Denmark,2020-05-18,21A.Delta,70,0,0
Denmark,2020-05-18,21D.Eta,70,0,0
Finland,2020-05-18,20H.Beta.V2,34,0,0
Finland,2020-05-18,20I.Alpha.V1,34,0,0
France,2020-05-18,20H.Beta.V2,35,0,0
France,2020-05-18,20I.Alpha.V1,35,0,0
France,2020-05-18,20J.Gamma.V3,35,0,0
France,2020-05-18,21A.Delta,35,0,0
France,2020-05-18,21D.Eta,35,0,0
Germany,2020-05-18,20H.Beta.V2,41,0,0
Germany,2020-05-18,20I.Alpha.V1,41,0,0
Germany,2020-05-18,20J.Gamma.V3,41,0,0
Germany,2020-05-18,21A.Delta,41,0,0
Germany,2020-05-18,21D.Eta,41,0,0
Ghana,2020-05-18,20I.Alpha.V1,5,0,0
India,2020-05-18,20I.Alpha.V1,287,0,0
India,2020-05-18,21A.Delta,287,0,0
India,2020-05-18,21B.Kappa,287,0,0
Indonesia,2020-05-18,21A.Delta,5,0,0
Ireland,2020-05-18,20I.Alpha.V1,26,0,0
Ireland,2020-05-18,21A.Delta,26,0,0
Israel,2020-05-18,20H.Beta.V2,0,0,0
Israel,2020-05-18,20I.Alpha.V1,0,0,0
Italy,2020-05-18,20I.Alpha.V1,23,0,0
Italy,2020-05-18,20J.Gamma.V3,23,0,0
Italy,2020-05-18,21A.Delta,23,0,0
Italy,2020-05-18,21D.Eta,23,0,0
Japan,2020-05-18,20I.Alpha.V1,82,0,0
Japan,2020-05-18,21A.Delta,82,0,0
Kenya,2020-05-18,20I.Alpha.V1,53,0,0
Lithuania,2020-05-18,20I.Alpha.V1,3,0,0
Luxembourg,2020-05-18,20H.Beta.V2,4,0,0
Luxembourg,2020-05-18,20I.Alpha.V1,4,0,0
Mexico,2020-05-18,20I.Alpha.V1,66,0,0
Mexico,2020-05-18,20J.Gamma.V3,66,0,0
Mexico,2020-05-18,21A.Delta,66,0,0
Mexico,2020-05-18,21C.Epsilon,66,0,0
Netherlands,2020-05-18,20H.Beta.V2,91,0,0
Netherlands,2020-05-18,20I.Alpha.V1,91,0,0
Netherlands,2020-05-18,20J.Gamma.V3,91,0,0
Netherlands,2020-05-18,21A.Delta,91,0,0
Nigeria,2020-05-18,21D.Eta,14,0,0
Norway,2020-05-18,20H.Beta.V2,10,0,0
Norway,2020-05-18,20I.Alpha.V1,10,0,0
Poland,2020-05-18,20I.Alpha.V1,20,0,0
Portugal,2020-05-18,20I.Alpha.V1,14,0,0
Portugal,2020-05-18,21A.Delta,14,0,0
Qatar,2020-05-18,20H.Beta.V2,85,0,0
Romania,2020-05-18,20I.Alpha.V1,7,0,0
Russia,2020-05-18,20I.Alpha.V1,50,0,0
Russia,2020-05-18,21A.Delta,50,0,0
Singapore,2020-05-18,21A.Delta,42,0,0
South Africa,2020-05-18,20H.Beta.V2,38,0,0
South Africa,2020-05-18,21A.Delta,38,0,0
South Korea,2020-05-18,20I.Alpha.V1,36,0,0
Spain,2020-05-18,20H.Beta.V2,56,0,0
Spain,2020-05-18,20I.Alpha.V1,56,0,0
Spain,2020-05-18,20J.Gamma.V3,56,0,0
Spain,2020-05-18,21A.Delta,56,0,0
Sweden,2020-05-18,20H.Beta.V2,32,0,0
Sweden,2020-05-18,20I.Alpha.V1,32,0,0
Sweden,2020-05-18,21A.Delta,32,0,0
Switzerland,2020-05-18,20H.Beta.V2,19,0,0
Switzerland,2020-05-18,20I.Alpha.V1,19,0,0
Switzerland,2020-05-18,21A.Delta,19,0,0
Turkey,2020-05-18,20H.Beta.V2,37,0,0
Turkey,2020-05-18,20I.Alpha.V1,37,0,0
United Kingdom,2020-05-18,20H.Beta.V2,1600,0,0
United Kingdom,2020-05-18,20I.Alpha.V1,1600,0,0
United Kingdom,2020-05-18,21A.Delta,1600,0,0
United Kingdom,2020-05-18,21B.Kappa,1600,0,0
United Kingdom,2020-05-18,21D.Eta,1600,0,0
US,2020-05-18,20H.Beta.V2,2151,0,0
US,2020-05-18,20I.Alpha.V1,2151,0,0
US,2020-05-18,20J.Gamma.V3,2151,0,0
US,2020-05-18,21A.Delta,2151,0,0
US,2020-05-18,21B.Kappa,2151,0,0
US,2020-05-18,21C.Epsilon,2151,0,0
US,2020-05-18,21D.Eta,2151,0,0
US,2020-05-18,21F.Iota,2151,0,0
US,2020-05-18,21G.Lambda,2151,0,0
Argentina,2020-05-25,20J.Gamma.V3,67,0,0
Australia,2020-05-25,20I.Alpha.V1,53,0,0
Australia,2020-05-25,21A.Delta,53,0,0
Bangladesh,2020-05-25,20H.Beta.V2,39,0,0
Belgium,2020-05-25,20H.Beta.V2,23,0,0
Belgium,2020-05-25,20I.Alpha.V1,23,0,0
Belgium,2020-05-25,20J.Gamma.V3,23,0,0
Belgium,2020-05-25,21A.Delta,23,0,0
Brazil,2020-05-25,20I.Alpha.V1,77,0,0
Brazil,2020-05-25,20J.Gamma.V3,77,0,0
Canada,2020-05-25,20H.Beta.V2,209,0,0
Canada,2020-05-25,20I.Alpha.V1,209,0,0
Canada,2020-05-25,20J.Gamma.V3,209,0,0
Canada,2020-05-25,21A.Delta,209,0,0
Canada,2020-05-25,21C.Epsilon,209,0,0
Canada,2020-05-25,21D.Eta,209,0,0
Chile,2020-05-25,20J.Gamma.V3,39,0,0
Chile,2020-05-25,21G.Lambda,39,0,0
Colombia,2020-05-25,20J.Gamma.V3,3,0,0
Czechia,2020-05-25,20I.Alpha.V1,4,0,0
Denmark,2020-05-25,20I.Alpha.V1,65,0,0
Denmark,2020-05-25,21A.Delta,65,0,0
Denmark,2020-05-25,21D.Eta,65,0,0
Finland,2020-05-25,20H.Beta.V2,28,0,0
Finland,2020-05-25,20I.Alpha.V1,28,0,0
France,2020-05-25,20H.Beta.V2,25,0,0
France,2020-05-25,20I.Alpha.V1,25,0,0
France,2020-05-25,20J.Gamma.V3,25,0,0
France,2020-05-25,21A.Delta,25,0,0
France,2020-05-25,21D.Eta,25,0,0
Germany,2020-05-25,20H.Beta.V2,44,0,0
Germany,2020-05-25,20I.Alpha.V1,44,0,0
Germany,2020-05-25,20J.Gamma.V3,44,0,0
Germany,2020-05-25,21A.Delta,44,0,0
Germany,2020-05-25,21D.Eta,44,0,0
Ghana,2020-05-25,20I.Alpha.V1,9,0,0
India,2020-05-25,20I.Alpha.V1,327,0,0
India,2020-05-25,21A.Delta,327,0,0
India,2020-05-25,21B.Kappa,327,0,0
Indonesia,2020-05-25,21A.Delta,6,0,0
Ireland,2020-05-25,20I.Alpha.V1,18,0,0
Ireland,2020-05-25,21A.Delta,18,0,0
Israel,2020-05-25,20H.Beta.V2,1,0,0
Israel,2020-05-25,20I.Alpha.V1,1,0,0
Italy,2020-05-25,20I.Alpha.V1,13,0,0
Italy,2020-05-25,20J.Gamma.V3,13,0,0
Italy,2020-05-25,21A.Delta,13,0,0
Italy,2020-05-25,21D.Eta,13,0,0
Japan,2020-05-25,20I.Alpha.V1,55,0,0
Japan,2020-05-25,21A.Delta,55,0,0
Kenya,2020-05-25,20I.Alpha.V1,36,0,0
Latvia,2020-05-25,20I.Alpha.V1,0,0,0
Lithuania,2020-05-25,20I.Alpha.V1,5,0,0
Mexico,2020-05-25,20I.Alpha.V1,60,0,0
Mexico,2020-05-25,20J.Gamma.V3,60,0,0
Mexico,2020-05-25,21A.Delta,60,0,0
Mexico,2020-05-25,21C.Epsilon,60,0,0
Netherlands,2020-05-25,20H.Beta.V2,107,0,0
Netherlands,2020-05-25,20I.Alpha.V1,107,0,0
Netherlands,2020-05-25,20J.Gamma.V3,107,0,0
Netherlands,2020-05-25,21A.Delta,107,0,0
Nigeria,2020-05-25,21D.Eta,12,0,0
Norway,2020-05-25,20H.Beta.V2,6,0,0
Norway,2020-05-25,20I.Alpha.V1,6,0,0
Poland,2020-05-25,20I.Alpha.V1,13,0,0
Portugal,2020-05-25,20I.Alpha.V1,25,0,0
Portugal,2020-05-25,21A.Delta,25,0,0
Qatar,2020-05-25,20H.Beta.V2,95,0,0
Romania,2020-05-25,20I.Alpha.V1,6,0,0
Russia,2020-05-25,20I.Alpha.V1,63,0,0
Russia,2020-05-25,21A.Delta,63,0,0
Singapore,2020-05-25,21A.Delta,33,0,0
South Africa,2020-05-25,20H.Beta.V2,44,0,0
South Africa,2020-05-25,21A.Delta,44,0,0
South Korea,2020-05-25,20I.Alpha.V1,49,0,0
Spain,2020-05-25,20H.Beta.V2,44,0,0
Spain,2020-05-25,20I.Alpha.V1,44,1,0.022727273
Spain,2020-05-25,20J.Gamma.V3,44,0,0
Spain,2020-05-25,21A.Delta,44,0,0
Sweden,2020-05-25,20H.Beta.V2,37,0,0
Sweden,2020-05-25,20I.Alpha.V1,37,0,0
Sweden,2020-05-25,21A.Delta,37,0,0
Switzerland,2020-05-25,20H.Beta.V2,13,0,0
Switzerland,2020-05-25,20I.Alpha.V1,13,0,0
Switzerland,2020-05-25,21A.Delta,13,0,0
Turkey,2020-05-25,20H.Beta.V2,32,0,0
Turkey,2020-05-25,20I.Alpha.V1,32,0,0
United Kingdom,2020-05-25,20H.Beta.V2,1232,0,0
United Kingdom,2020-05-25,20I.Alpha.V1,1232,0,0
