tDate, Country,Variant,total_sequences,cluster_sequences,proportion
2021-05-17,Aruba,20I.Alpha.V1,41,24,0.585365853658
2021-05-17,Australia,20I.Alpha.V1,36,13,0.361111111111
2021-05-17,Australia,21A.Delta,36,12,0.333333333333
2021-05-17,Austria,20H.Beta.V2,287,1,0.003484320557
2021-05-17,Austria,20I.Alpha.V1,287,246,0.857142857142
2021-05-17,Austria,21A.Delta,287,1,0.003484320557
2021-05-17,Bangladesh,20H.Beta.V2,33,14,0.424242424242
2021-05-17,Belgium,20H.Beta.V2,1353,23,0.016999260901
2021-05-17,Belgium,20I.Alpha.V1,1353,1088,0.804138950480
2021-05-17,Belgium,20J.Gamma.V3,1353,144,0.106430155210
2021-05-17,Belgium,21A.Delta,1353,43,0.031781226903
2021-05-17,Botswana,20H.Beta.V2,17,14,0.823529411764
2021-05-17,Brazil,20I.Alpha.V1,1028,25,0.024319066147
2021-05-17,Brazil,20J.Gamma.V3,1028,983,0.956225680933
2021-05-17,Bulgaria,20I.Alpha.V1,37,37,1.000000000000
2021-05-17,Cambodia,20I.Alpha.V1,29,28,0.965517241379
2021-05-17,Canada,20H.Beta.V2,559,2,0.003577817531
2021-05-17,Canada,20I.Alpha.V1,559,297,0.531305903398
2021-05-17,Canada,20J.Gamma.V3,559,147,0.262969588550
2021-05-17,Canada,21A.Delta,559,36,0.064400715563
2021-05-17,Canada,21C.Epsilon,559,4,0.007155635062
2021-05-17,Canada,21D.Eta,559,6,0.010733452593
2021-05-17,Chile,20J.Gamma.V3,241,130,0.539419087136
2021-05-17,Chile,21G.Lambda,241,83,0.344398340248
2021-05-17,Colombia,20J.Gamma.V3,77,26,0.337662337662
2021-05-17,Croatia,20I.Alpha.V1,253,250,0.988142292490
2021-05-17,Curacao,20I.Alpha.V1,11,8,0.727272727272
2021-05-17,Czechia,20I.Alpha.V1,158,140,0.886075949367
2021-05-17,Denmark,20I.Alpha.V1,4713,4595,0.974962868661
2021-05-17,Denmark,21A.Delta,4713,19,0.004031402503
2021-05-17,Denmark,21D.Eta,4713,0,0.000000000000
2021-05-17,Finland,20H.Beta.V2,170,8,0.047058823529
2021-05-17,Finland,20I.Alpha.V1,170,124,0.729411764705
2021-05-17,France,20H.Beta.V2,1367,165,0.120702267739
2021-05-17,France,20I.Alpha.V1,1367,1075,0.786393562545
2021-05-17,France,20J.Gamma.V3,1367,30,0.021945866861
2021-05-17,France,21A.Delta,1367,21,0.015362106803
2021-05-17,France,21D.Eta,1367,27,0.019751280175
2021-05-17,Germany,20H.Beta.V2,6790,106,0.015611192930
2021-05-17,Germany,20I.Alpha.V1,6790,6250,0.920471281296
2021-05-17,Germany,20J.Gamma.V3,6790,55,0.008100147275
2021-05-17,Germany,21A.Delta,6790,152,0.022385861561
2021-05-17,Germany,21D.Eta,6790,45,0.006627393225
2021-05-17,Greece,20I.Alpha.V1,532,407,0.765037593984
2021-05-17,India,20I.Alpha.V1,909,10,0.011001100110
2021-05-17,India,21A.Delta,909,808,0.888888888888
