 tDate, Country, Province, SchoolFlag, WorkplaceFlag, CancelPublicEventsFlag, RestrictionsOnGatheringsFlag, PublicTransportFlag, StayAtHomeFlag, RestrictionsOnInternalFlag, PublicInformationCampaignsFlag 
2020-01-01,Afghanistan,,,,,,,,,
2020-01-01,Albania,,,,,,,,,
2020-01-01,Algeria,,,,,,,,,
2020-01-01,Andorra,,,,,,,,,
2020-01-01,Angola,,,,,,,,,
2020-01-01,Argentina,,,,,,,,,
2020-01-01,Aruba,,,,,,,,,
2020-01-01,Australia,,,,,,,,,
2020-01-01,Austria,,,,,,,,,
2020-01-01,Azerbaijan,,,,,,,,,
2020-01-01,Bahamas,,,,,,,,,
2020-01-01,Bahrain,,,,,,,,,
2020-01-01,Bangladesh,,,,,,,,,
2020-01-01,Barbados,,,,,,,,,
2020-01-01,Belarus,,,,,,,,,
2020-01-01,Belgium,,,,,,,,,
2020-01-01,Belize,,,,,,,,,
2020-01-01,Benin,,,,,,,,,
2020-01-01,Bermuda,,,,,,,,,
2020-01-01,Bhutan,,,,,,,,,
2020-01-01,Bolivia,,,,,,,,,
2020-01-01,Bosnia and Herzegovina,,,,,,,,,
2020-01-01,Botswana,,,,,,,,,1
2020-01-01,Brazil,,,,,,,,,
2020-01-01,Brazil,Acre,,,,,,,,
2020-01-01,Brazil,Alagoas,,,,,,,,
2020-01-01,Brazil,Amapa,,,,,,,,
2020-01-01,Brazil,Amazonas,,,,,,,,
2020-01-01,Brazil,Bahia,,,,,,,,
2020-01-01,Brazil,Ceara,,,,,,,,
2020-01-01,Brazil,Distrito Federal,,,,,,,,
2020-01-01,Brazil,Espirito Santo,,,,,,,,
2020-01-01,Brazil,Goias,,,,,,,,
2020-01-01,Brazil,Maranhao,,,,,,,,
2020-01-01,Brazil,Mato Grosso,,,,,,,,
2020-01-01,Brazil,Mato Grosso do Sul,,,,,,,,
2020-01-01,Brazil,Minas Gerais,,,,,,,,
2020-01-01,Brazil,Para,,,,,,,,
2020-01-01,Brazil,Paraiba,,,,,,,,
2020-01-01,Brazil,Parana,,,,,,,,
2020-01-01,Brazil,Pernambuco,,,,,,,,
2020-01-01,Brazil,Piaui,,,,,,,,
2020-01-01,Brazil,Rio de Janeiro,,,,,,,,
2020-01-01,Brazil,Rio Grande do Norte,,,,,,,,
2020-01-01,Brazil,Rio Grande do Sul,,,,,,,,
2020-01-01,Brazil,Rondonia,,,,,,,,
2020-01-01,Brazil,Roraima,,,,,,,,
2020-01-01,Brazil,Santa Catarina,,,,,,,,
2020-01-01,Brazil,Sao Paulo,,,,,,,,
2020-01-01,Brazil,Sergipe,,,,,,,,
2020-01-01,Brazil,Tocantins,,,,,,,,
2020-01-01,Brunei,,,,,,,,,
2020-01-01,Bulgaria,,,,,,,,,
2020-01-01,Burkina Faso,,,,,,,,,
2020-01-01,Burundi,,,,,,,,,
2020-01-01,Cambodia,,,,,,,,,
2020-01-01,Cameroon,,,,,,,,,
2020-01-01,Canada,,,,,,,,,
2020-01-01,Canada,Alberta,,,1,,,,,
2020-01-01,Canada,British Columbia,,,1,,,,,
2020-01-01,Canada,Manitoba,,,1,,,,,
2020-01-01,Canada,New Brunswick,,,1,,,,,
2020-01-01,Canada,Newfoundland and Labrador,,,1,,,,,
2020-01-01,Canada,Northwest Territories,,,1,,,,,
2020-01-01,Canada,Nova Scotia,,,1,,,,,
2020-01-01,Canada,Nunavut,,,1,,,,,
2020-01-01,Canada,Ontario,,,1,,,,,
