tDate,SumNewDeath,SumAccDeath,Sumlethality,SumSevere,GenderManNewDeath,GenderManAccDeath,GenderManlethality,GenderManSevere,GenderWomanNewDeath,GenderWomanAccDeath,GenderWomanlethality,GenderWomanSevere,Age80NewDeath,Age80AccDeath,Age80lethality,Age80Severe,Age7079NewDeath,Age7079AccDeath,Age7079lethality,Age7079Severe,Age6069NewDeath,Age6069AccDeath,Age6069lethality,Age6069Severe,Age5059NewDeath,Age5059AccDeath,Age5059lethality,Age5059Severe,Age4049NewDeath,Age4049AccDeath,Age4049lethality,Age4049Severe,Age3039NewDeath,Age3039AccDeath,Age3039lethality,Age3039Severe,Age2029NewDeath,Age2029AccDeath,Age2029lethality,Age2029Severe,Age1019NewDeath,Age1019AccDeath,Age1019lethality,Age1019Severe,Age09NewDeath,Age09AccDeath,Age09lethality,Age09Severe
2022-08-15,50,25673,0.12,521,29,12517,0.12,289,21,13156,0.12,232,25,15093,2.43,256,15,5914,0.57,122,8,3019,0.14,79,1,1069,0.04,25,1,351,0.01,19,0,120,0,13,0,65,0,2,0,14,0,2,0,28,0,3
2022-08-16,37,25710,0.12,563,23,12540,0.12,307,14,13170,0.12,256,21,15114,2.42,281,10,5924,0.56,126,5,3024,0.14,88,1,1070,0.04,27,0,351,0.01,19,0,120,0,14,0,65,0,2,0,14,0,3,0,28,0,3
2022-08-17,42,25752,0.12,469,26,12566,0.12,253,16,13186,0.11,216,24,15138,2.4,239,11,5935,0.56,100,3,3027,0.14,80,1,1071,0.04,23,2,353,0.01,11,0,120,0,13,0,65,0,1,0,14,0,2,1,29,0,0
2022-08-18,61,25813,0.12,470,31,12597,0.12,262,30,13216,0.11,208,32,15170,2.38,218,16,5951,0.55,111,8,3035,0.14,75,4,1075,0.04,29,0,353,0.01,14,0,120,0,16,0,65,0,2,1,15,0,3,0,29,0,2
2022-08-19,83,25896,0.12,492,37,12634,0.12,265,46,13262,0.11,227,52,15222,2.37,218,17,5968,0.55,123,7,3042,0.14,86,6,1081,0.04,30,0,353,0.01,13,1,121,0,13,0,65,0,3,0,15,0,4,0,29,0,2
2022-08-20,84,25980,0.12,511,41,12675,0.12,279,43,13305,0.11,232,47,15269,2.36,235,23,5991,0.55,120,11,3053,0.13,88,1,1082,0.04,33,1,354,0.01,14,1,122,0,12,0,65,0,3,0,15,0,5,0,29,0,1
2022-08-21,64,26044,0.12,531,29,12704,0.12,283,35,13340,0.11,248,43,15312,2.35,243,9,6000,0.54,126,9,3062,0.13,91,2,1084,0.04,38,0,354,0.01,13,0,122,0,11,1,66,0,4,0,15,0,4,0,29,0,1
2022-08-22,65,26109,0.12,551,33,12737,0.12,294,32,13372,0.11,257,42,15354,2.35,252,11,6011,0.54,129,8,3070,0.13,95,2,1086,0.04,40,2,356,0.01,13,0,122,0,12,0,66,0,4,0,15,0,4,0,29,0,2
2022-08-23,52,26161,0.12,487,25,12762,0.12,267,27,13399,0.11,220,31,15385,2.33,211,5,6016,0.54,116,11,3081,0.13,93,2,1088,0.04,40,2,358,0.01,9,1,123,0,11,0,66,0,2,0,15,0,4,0,29,0,1
2022-08-24,63,26224,0.12,573,37,12799,0.12,320,26,13425,0.11,253,47,15432,2.32,258,10,6026,0.54,135,3,3084,0.13,100,1,1089,0.04,50,1,359,0.01,13,0,123,0,9,0,66,0,3,1,16,0,4,0,29,0,1
2022-08-25,108,26332,0.12,566,53,12852,0.12,316,55,13480,0.11,250,72,15504,2.31,268,23,6049,0.53,134,7,3091,0.13,94,3,1092,0.04,43,2,361,0.01,11,0,123,0,8,0,66,0,3,0,16,0,4,1,30,0,1
2022-08-26,81,26413,0.12,575,46,12898,0.12,322,35,13515,0.11,253,44,15548,2.31,267,19,6068,0.53,141,11,3102,0.13,94,5,1097,0.04,45,1,362,0.01,11,0,123,0,7,1,67,0,2,0,16,0,4,0,30,0,4
2022-08-27,86,26499,0.12,579,47,12945,0.12,328,39,13554,0.11,251,51,15599,2.3,269,24,6092,0.53,143,7,3109,0.13,97,4,1101,0.04,44,0,362,0.01,11,0,123,0,7,0,67,0,2,0,16,0,2,0,30,0,4
2022-08-28,70,26569,0.12,581,32,12977,0.12,332,38,13592,0.11,249,42,15641,2.29,257,15,6107,0.53,154,10,3119,0.13,100,2,1103,0.04,43,0,362,0.01,14,1,124,0,7,0,67,0,2,0,16,0,2,0,30,0,2
2022-08-29,49,26618,0.12,597,26,13003,0.12,338,23,13615,0.11,259,29,15670,2.29,260,13,6120,0.53,158,4,3123,0.13,104,3,1106,0.04,43,0,362,0.01,16,0,124,0,8,0,67,0,3,0,16,0,2,0,30,0,3
2022-08-30,71,26689,0.12,591,35,13038,0.12,334,36,13651,0.11,257,38,15708,2.28,257,23,6143,0.53,162,3,3126,0.13,102,6,1112,0.04,40,1,363,0.01,15,0,124,0,9,0,67,0,2,0,16,0,2,0,30,0,2
2022-08-31,75,26764,0.12,569,38,13076,0.12,323,37,13688,0.11,246,39,15747,2.27,246,19,6162,0.53,156,10,3136,0.13,98,4,1116,0.04,41,1,364,0.01,14,2,126,0,8,0,67,0,2,0,16,0,2,0,30,0,2
2022-09-01,112,26876,0.12,555,60,13136,0.12,315,52,13740,0.11,240,70,15817,2.27,249,26,6188,0.53,143,8,3144,0.13,96,5,1121,0.04,39,3,367,0.01,14,0,126,0,7,0,67,0,2,0,16,0,2,0,30,0,3
2022-09-02,64,26940,0.12,508,33,13169,0.12,286,31,13771,0.11,222,40,15857,2.27,233,15,6203,0.52,133,7,3151,0.13,81,1,1122,0.04,34,1,368,0.01,13,0,126,0,8,0,67,0,2,0,16,0,2,0,30,0,2
2022-09-03,74,27014,0.11,520,37,13206,0.12,296,37,13808,0.11,224,47,15904,2.26,232,18,6221,0.52,138,7,3158,0.13,77,1,1123,0.04,40,1,369,0.01,19,0,126,0,7,0,67,0,3,0,30,0,2,0,30,0,2
2022-09-04,79,27093,0.11,548,41,13247,0.12,317,38,13846,0.11,231,50,15954,2.26,243,21,6242,0.52,142,4,3162,0.13,85,3,1126,0.04,41,1,370,0.01,21,0,126,0,9,0,67,0,2,0,16,0,1,0,30,0,4
2022-09-05,56,27149,0.12,562,24,13271,0.12,331,32,13878,0.11,231,36,15990,2.26,242,10,6252,0.52,148,6,3168,0.13,92,3,1129,0.04,39,1,371,0.01,22,0,126,0,10,0,67,0,2,0,16,0,1,0,30,0,6
2022-09-06,44,27193,0.11,536,18,13289,0.12,324,26,13904,0.11,212,27,16017,2.25,227,11,6263,0.52,141,2,3170,0.13,93,3,1132,0.04,37,0,371,0.01,21,1,127,0,11,0,67,0,2,0,16,0,0,0,30,0,4
2022-09-07,56,27249,0.11,521,29,13318,0.12,310,27,13931,0.11,211,32,16049,2.24,225,11,6274,0.52,137,8,3178,0.13,88,3,1135,0.04,34,1,372,0.01,18,0,127,0,11,0,67,0,4,0,16,0,0,1,31,0,4
2022-09-08,64,27313,0.11,493,37,13355,0.12,290,27,13958,0.11,203,40,16089,2.24,211,16,6290,0.52,135,3,3181,0.13,83,1,1136,0.04,32,2,374,0.01,16,1,128,0,9,1,68,0,4,0,16,0,0,0,31,0,3
2022-09-09,68,27381,0.11,504,36,13391,0.12,289,32,13990,0.11,215,38,16127,2.23,225,15,6305,0.52,137,11,3192,0.13,77,2,1138,0.04,31,1,375,0.01,16,1,129,0,9,0,68,0,5,0,16,0,0,0,31,0,4
2022-09-10,48,27429,0.11,525,20,13411,0.12,297,28,14018,0.11,228,30,16157,2.23,240,10,6315,0.51,133,6,3198,0.13,79,1,1139,0.04,37,0,375,0.01,17,0,129,0,10,0,68,0,5,0,16,0,0,1,32,0,4
2022-09-11,47,27476,0.11,532,21,13432,0.12,306,26,14044,0.11,226,34,16191,2.23,237,9,6324,0.51,143,2,3200,0.13,78,2,1141,0.04,38,0,375,0.01,17,0,129,0,9,0,68,0,5,0,16,0,0,0,32,0,5
2022-09-12,22,27498,0.11,553,15,13447,0.12,317,7,14051,0.11,236,13,16204,2.23,258,3,6327,0.51,145,5,3205,0.13,77,0,1141,0.04,41,1,376,0.01,14,0,129,0,8,0,68,0,5,0,16,0,0,0,32,0,5
2022-09-13,35,27533,0.11,547,15,13462,0.12,318,20,14071,0.11,229,24,16228,2.23,255,4,6331,0.51,145,1,3206,0.13,80,5,1146,0.04,37,1,377,0.01,14,0,129,0,7,0,68,0,4,0,16,0,0,0,32,0,5
2022-09-14,60,27593,0.11,507,38,13500,0.12,294,22,14093,0.11,213,29,16257,2.22,235,20,6351,0.51,135,4,3210,0.13,82,4,1150,0.04,33,2,379,0.01,11,0,129,0,4,1,69,0,4,0,16,0,0,0,32,0,3
2022-09-15,72,27665,0.11,491,37,13537,0.12,280,35,14128,0.11,211,43,16300,2.21,228,18,6369,0.51,128,1,3211,0.13,78,7,1157,0.04,34,1,380,0.01,13,1,130,0,4,1,70,0,2,0,16,0,0,0,32,0,4
2022-09-16,60,27725,0.11,516,30,13567,0.12,298,30,14158,0.11,218,31,16331,2.21,246,16,6385,0.51,137,11,3222,0.13,75,1,1158,0.04,32,0,380,0.01,15,1,131,0,5,0,70,0,2,0,16,0,1,0,32,0,3
2022-09-17,57,27782,0.11,477,24,13591,0.12,277,33,14191,0.11,200,37,16368,2.21,223,15,6400,0.51,124,5,3227,0.13,75,0,1158,0.04,31,0,380,0.01,16,0,131,0,3,0,70,0,1,0,16,0,2,0,32,0,2
2022-09-18,46,27828,0.11,489,30,13621,0.12,292,16,14207,0.11,197,24,16392,2.21,227,14,6414,0.51,133,6,3233,0.13,75,2,1160,0.04,29,0,380,0.01,17,0,131,0,3,0,70,0,0,0,16,0,2,0,32,0,3
2022-09-19,39,27867,0.11,508,11,13632,0.12,316,28,14235,0.11,192,31,16423,2.21,223,5,6419,0.51,142,1,3234,0.13,84,1,1161,0.04,32,0,380,0.01,18,1,132,0,4,0,70,0,0,0,16,0,2,0,32,0,3
2022-09-20,24,27891,0.11,497,13,13645,0.12,309,11,14246,0.11,188,11,16434,2.21,227,6,6425,0.51,139,5,3239,0.13,75,2,1163,0.04,28,0,380,0.01,19,0,132,0,3,0,70,0,0,0,16,0,2,0,32,0,4
2022-09-21,59,27950,0.11,494,28,13673,0.12,303,31,14277,0.11,191,32,16466,2.2,237,14,6439,0.51,126,7,3246,0.13,75,3,1166,0.04,28,1,381,0.01,17,1,133,0,3,1,71,0,1,0,16,0,3,0,32,0,4
2022-09-22,59,28009,0.11,428,28,13701,0.12,261,31,14308,0.11,167,39,16505,2.21,203,14,6453,0.51,111,4,3250,0.13,68,2,1168,0.04,24,0,381,0.01,16,0,133,0,3,0,71,0,1,0,16,0,1,0,32,0,1
2022-09-23,68,28077,0.11,399,29,13730,0.12,243,39,14347,0.11,156,48,16553,2.21,189,9,6462,0.51,104,5,3255,0.13,65,1,1169,0.04,23,4,385,0.01,12,0,133,0,3,1,72,0,1,0,16,0,0,0,32,0,2
2022-09-24,63,28140,0.11,418,26,13756,0.12,252,37,14384,0.11,166,47,16600,2.21,199,10,6472,0.51,109,2,3257,0.13,64,1,1170,0.04,27,2,387,0.01,12,1,134,0,3,0,72,0,1,0,16,0,1,0,32,0,2
2022-09-25,73,28213,0.11,416,35,13791,0.12,242,38,14422,0.11,174,50,16650,2.21,204,17,6489,0.51,102,6,3263,0.13,66,0,1170,0.04,26,0,387,0.01,11,0,134,0,3,0,72,0,1,0,16,0,1,0,32,0,2
2022-09-26,33,28246,0.11,427,17,13808,0.12,249,16,14438,0.11,178,23,16673,2.21,200,8,6497,0.51,107,1,3264,0.13,69,1,1171,0.04,31,0,387,0.01,12,0,134,0,3,0,72,0,1,0,16,0,1,0,32,0,3
2022-09-27,26,28272,0.11,401,14,13822,0.12,236,12,14450,0.11,165,15,16688,2.21,183,3,6500,0.51,104,6,3270,0.13,65,1,1172,0.04,30,0,387,0.01,13,0,134,0,3,0,72,0,1,0,16,0,0,1,33,0,2
2022-09-28,46,28318,0.11,375,27,13850,0.12,216,19,14468,0.11,159,30,16718,2.21,169,5,6505,0.51,99,8,3278,0.13,57,2,1174,0.04,31,1,388,0.01,11,0,134,0,3,0,72,0,1,0,16,0,0,0,33,0,4
2022-09-29,46,28364,0.11,363,20,13870,0.12,208,26,14494,0.11,155,33,16751,2.21,167,6,6511,0.51,96,4,3282,0.13,54,1,1175,0.04,26,1,389,0.01,10,0,134,0,3,0,72,0,2,0,16,0,1,1,34,0,4
2022-09-30,42,28406,0.11,352,25,13895,0.12,208,17,14511,0.11,144,26,16777,2.21,163,11,6522,0.51,93,2,3284,0.13,57,2,1177,0.04,21,1,390,0.01,9,0,134,0,3,0,72,0,1,0,16,0,3,0,34,0,2
2022-10-01,39,28445,0.11,356,17,13912,0.12,213,22,14533,0.11,143,21,16798,2.21,164,12,6534,0.51,90,3,3287,0.13,62,3,1180,0.04,25,0,390,0.01,6,0,134,0,3,0,72,0,1,0,16,0,3,0,34,0,2
2022-10-02,44,28489,0.11,353,16,13928,0.12,214,28,14561,0.11,139,27,16825,2.21,166,11,6545,0.51,83,5,3292,0.13,61,1,1181,0.04,25,0,390,0.01,8,0,134,0,4,0,72,0,1,0,16,0,3,0,34,0,2
2022-10-03,20,28509,0.11,361,9,13937,0.12,215,11,14572,0.11,146,11,16836,2.21,174,6,6551,0.51,79,2,3294,0.13,64,1,1182,0.04,26,0,390,0.01,8,0,134,0,4,0,72,0,1,0,16,0,3,0,34,0,2
2022-10-04,19,28528,0.11,353,11,13948,0.12,211,8,14580,0.11,142,12,16848,2.21,169,3,6554,0.51,77,2,3296,0.13,64,2,1184,0.04,25,0,390,0.01,8,0,134,0,4,0,72,0,1,0,16,0,2,0,34,0,3
2022-10-05,16,28544,0.11,333,9,13957,0.12,196,7,14587,0.11,137,12,16860,2.21,164,3,6557,0.51,72,1,3297,0.13,61,0,1184,0.04,21,0,390,0.01,8,0,134,0,4,0,72,0,1,0,16,0,1,0,34,0,1
2022-10-06,29,28573,0.11,325,21,13978,0.12,190,8,14595,0.11,135,11,16871,2.2,157,5,6562,0.51,70,7,3304,0.13,63,4,1188,0.04,18,1,391,0.01,9,1,135,0,3,0,72,0,1,0,16,0,1,0,34,0,3
2022-10-07,41,28614,0.11,329,22,14000,0.12,186,19,14614,0.11,143,28,16899,2.21,153,6,6568,0.51,77,4,3308,0.13,59,0,1188,0.04,17,1,392,0.01,12,1,136,0,4,1,73,0,2,0,16,0,1,0,34,0,4
2022-10-08,32,28646,0.11,287,21,14021,0.12,159,11,14625,0.11,128,18,16917,2.2,136,8,6576,0.51,64,6,3314,0.13,48,0,1188,0.04,16,0,392,0.01,11,0,136,0,5,0,73,0,2,0,16,0,1,0,34,0,4
2022-10-09,29,28675,0.11,305,14,14035,0.12,177,15,14640,0.11,128,18,16935,2.2,146,7,6583,0.51,70,4,3318,0.13,48,0,1188,0.04,17,0,392,0.01,11,0,136,0,5,0,73,0,2,0,16,0,2,0,34,0,4
2022-10-10,23,28698,0.11,311,10,14045,0.12,182,13,14653,0.11,129,13,16948,2.21,151,9,6592,0.51,68,1,3319,0.13,49,0,1188,0.04,19,0,392,0.01,12,0,136,0,5,0,73,0,2,0,16,0,1,0,34,0,4
2022-10-11,10,28708,0.11,313,6,14051,0.12,180,4,14657,0.11,133,8,16956,2.2,156,1,6593,0.51,64,0,3319,0.13,49,0,1188,0.04,21,1,393,0.01,11,0,136,0,5,0,73,0,2,0,16,0,2,0,34,0,3
2022-10-12,15,28723,0.11,263,11,14062,0.12,158,4,14661,0.11,105,10,16966,2.2,127,4,6597,0.51,54,1,3320,0.13,43,0,1188,0.04,22,0,393,0.01,10,0,136,0,3,0,73,0,1,0,16,0,2,0,34,0,1
2022-10-13,25,28748,0.11,266,13,14075,0.12,159,12,14673,0.11,107,15,16981,2.2,131,5,6602,0.5,57,3,3323,0.13,40,1,1189,0.04,21,0,393,0.01,11,0,136,0,3,0,73,0,1,1,17,0,1,0,34,0,1
2022-10-14,35,28783,0.11,237,12,14087,0.12,137,23,14696,0.11,100,22,17003,2.2,116,6,6608,0.5,53,6,3329,0.13,36,1,1190,0.04,18,0,393,0.01,8,0,136,0,3,0,73,0,1,0,17,0,1,0,34,0,1
2022-10-15,25,28808,0.11,245,14,14101,0.12,140,11,14707,0.11,105,16,17019,2.2,119,8,6616,0.5,55,1,3330,0.13,39,0,1190,0.04,18,0,393,0.01,8,0,136,0,3,0,73,0,2,0,17,0,1,0,34,0,0
2022-10-16,32,28840,0.11,247,16,14117,0.12,142,16,14723,0.11,105,23,17042,2.2,127,5,6621,0.5,55,3,3333,0.13,36,0,1190,0.04,16,0,393,0.01,7,1,137,0,3,0,73,0,2,0,17,0,1,0,34,0,0
2022-10-17,11,28851,0.11,248,5,14122,0.12,143,6,14729,0.11,105,6,17048,2.2,122,2,6623,0.5,59,0,3333,0.13,37,2,1192,0.04,18,1,394,0.01,6,0,137,0,3,0,73,0,2,0,17,0,1,0,34,0,0
2022-10-18,6,28856,0.11,247,0,14121,0.12,144,6,14735,0.11,103,1,17049,2.19,121,3,6626,0.5,60,2,3335,0.13,37,0,1192,0.04,17,0,393,0.01,5,0,137,0,2,0,73,0,3,0,17,0,1,0,34,0,1
2022-10-19,43,28899,0.11,243,20,14144,0.12,139,23,14755,0.11,104,26,17075,2.19,123,8,6634,0.5,57,7,3342,0.13,28,2,1194,0.04,22,0,393,0.01,5,0,137,0,3,0,73,0,2,0,17,0,1,0,34,0,2
2022-10-20,23,28922,0.11,249,10,14154,0.12,139,13,14768,0.11,110,21,17096,2.19,129,1,6635,0.5,61,1,3343,0.13,24,0,1194,0.04,21,0,393,0.01,7,0,137,0,2,0,73,0,2,0,17,0,1,0,34,0,2
2022-10-21,30,28952,0.11,233,18,14172,0.12,127,12,14780,0.11,106,15,17111,2.19,119,8,6643,0.5,56,2,3345,0.13,23,3,1197,0.04,20,1,394,0.01,8,1,138,0,1,0,73,0,2,0,17,0,1,0,34,0,3
2022-10-22,22,28974,0.11,196,9,14181,0.12,106,13,14793,0.11,90,13,17124,2.19,91,6,6649,0.5,55,0,3345,0.13,22,2,1199,0.04,16,1,395,0.01,6,0,138,0,1,0,73,0,1,0,17,0,1,0,34,0,3
2022-10-23,16,28990,0.11,212,10,14191,0.12,115,6,14799,0.11,97,10,17134,2.19,101,3,6652,0.5,56,1,3346,0.13,26,2,1201,0.04,16,0,395,0.01,6,0,138,0,2,0,73,0,2,0,17,0,0,0,34,0,3
2022-10-24,10,29000,0.11,226,6,14197,0.12,125,4,14803,0.11,101,5,17139,2.19,105,1,6653,0.5,57,4,3350,0.13,29,0,1201,0.04,20,0,395,0.01,8,0,138,0,2,0,73,0,2,0,17,0,0,0,34,0,3
2022-10-25,17,29017,0.11,225,13,14210,0.12,123,4,14807,0.11,102,11,17150,2.18,100,2,6655,0.5,59,2,3352,0.13,33,1,1202,0.04,20,0,395,0.01,7,0,138,0,2,1,74,0,2,0,17,0,0,0,34,0,2
2022-10-26,26,29043,0.11,242,13,14223,0.12,134,13,14820,0.11,108,13,17163,2.18,111,9,6664,0.5,67,2,3354,0.13,33,1,1203,0.04,19,1,396,0.01,8,0,138,0,1,0,74,0,2,0,17,0,0,0,34,0,1
2022-10-27,26,29069,0.11,242,13,14236,0.12,131,13,14833,0.11,111,19,17182,2.18,111,5,6669,0.5,66,2,3356,0.13,29,0,1203,0.04,18,0,396,0.01,12,0,138,0,1,0,74,0,2,0,17,0,2,0,34,0,1
2022-10-28,31,29100,0.11,252,17,14253,0.12,131,14,14847,0.11,121,15,17197,2.17,120,8,6677,0.5,71,5,3361,0.13,27,3,1206,0.04,19,0,396,0.01,9,0,138,0,0,0,74,0,2,0,17,0,2,0,34,0,2
2022-10-29,31,29131,0.11,270,16,14269,0.12,141,15,14862,0.11,129,19,17216,2.17,132,4,6681,0.5,72,6,3367,0.13,32,2,1208,0.04,18,0,396,0.01,10,0,138,0,1,0,74,0,2,0,17,0,2,0,34,0,1
2022-10-30,27,29158,0.11,272,13,14282,0.12,141,14,14876,0.11,131,19,17235,2.17,133,4,6685,0.5,69,2,3369,0.12,34,2,1210,0.04,17,0,396,0.01,11,0,138,0,1,0,74,0,2,0,17,0,4,0,34,0,1
