tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-01-24,China,Anhui,,6,0,15,0
2020-01-24,China,Beijing,,14,0,36,0
2020-01-24,China,Chongqing,,18,0,27,0
2020-01-24,China,Fujian,,5,0,10,0
2020-01-24,China,Gansu,,0,0,2,0
2020-01-24,China,Guangdong,,21,0,53,0
2020-01-24,China,Guangxi,,18,0,23,0
2020-01-24,China,Guizhou,,0,0,3,0
2020-01-24,China,Hainan,,3,0,8,0
2020-01-24,China,Hebei,,1,1,2,1
2020-01-24,China,Heilongjiang,,2,1,4,1
2020-01-24,China,Henan,,4,0,9,0
2020-01-24,China,Hubei,,105,7,549,24
2020-01-24,China,Hunan,,15,0,24,0
2020-01-24,China,Inner Mongolia,,1,0,1,0
2020-01-24,China,Jiangsu,,4,0,9,0
2020-01-24,China,Jiangxi,,11,0,18,0
2020-01-24,China,Jilin,,2,0,3,0
2020-01-24,China,Liaoning,,1,0,4,0
2020-01-24,China,Ningxia,,1,0,2,0
2020-01-24,China,Qinghai,,0,0,0,0
2020-01-24,China,Shaanxi,,2,0,5,0
2020-01-24,China,Shandong,,9,0,15,0
2020-01-24,China,Shanghai,,4,0,20,0
2020-01-24,China,Shanxi,,0,0,1,0
2020-01-24,China,Sichuan,,7,0,15,0
2020-01-24,China,Tianjin,,4,0,8,0
2020-01-24,China,Unknown,,0,0,0,0
2020-01-24,China,Xinjiang,,0,0,2,0
2020-01-24,China,Yunnan,,3,0,5,0
2020-01-24,China,Zhejiang,,16,0,43,0
2020-01-24,France,,,0,0,2,0
2020-01-24,Japan,,,1,0,2,0
2020-01-24,New Zealand,Cook Islands,,0,0,0,0
2020-01-24,South Korea,,,1,0,2,0
2020-01-24,Taiwan,Taiwan,,2,0,3,0
2020-01-24,United States,Chicago,,0,0,1,0
2020-01-24,United States,Washington,,0,0,1,0
