tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-04-06,Australia,Australian Capital Territory,,0,0,96,2
2020-04-06,Australia,New South Wales,,57,2,2637,18
2020-04-06,Australia,Northern Territory,,1,0,28,0
2020-04-06,Australia,Queensland,,14,0,921,4
2020-04-06,Australia,South Australia,,4,0,411,0
2020-04-06,Australia,Tasmania,,4,0,86,2
2020-04-06,Australia,Victoria,,23,2,1158,10
2020-04-06,Australia,Western Australia,,7,1,460,4
2020-04-06,Austria,,,246,16,12297,220
2020-04-06,Belgium,,,1123,185,20814,1632
2020-04-06,Canada,Alberta,,69,3,1250,23
2020-04-06,Canada,British Columbia,,63,0,1266,38
2020-04-06,Canada,Diamond Princess,,0,0,0,1
2020-04-06,Canada,Grand Princess,,0,0,13,0
2020-04-06,Canada,Manitoba,,0,0,203,2
2020-04-06,Canada,New Brunswick,,5,0,103,0
2020-04-06,Canada,Newfoundland and Labrador,,9,0,226,1
2020-04-06,Canada,Northwest Territories,,1,0,5,0
2020-04-06,Canada,Nova Scotia,,31,0,293,0
2020-04-06,Canada,Nunavut,,0,0,0,0
2020-04-06,Canada,Ontario,,-7,31,4347,150
2020-04-06,Canada,Prince Edward Island,,0,0,22,0
2020-04-06,Canada,Quebec,,875,51,9538,302
2020-04-06,Canada,Recovered,,0,0,0,0
2020-04-06,Canada,Saskatchewan,,0,0,249,3
2020-04-06,Canada,Yukon,,0,0,6,0
2020-04-06,Chile,,,344,3,4815,37
2020-04-06,China,Beijing,,1,0,587,8
2020-04-06,China,Fujian,,0,0,350,1
2020-04-06,China,Gansu,,1,0,139,2
2020-04-06,China,Guangdong,,8,0,1532,8
2020-04-06,China,Heilongjiang,,20,0,524,13
2020-04-06,China,Henan,,0,0,1276,22
2020-04-06,China,Hong Kong,,24,0,914,4
2020-04-06,China,Hubei,,0,2,67803,3212
2020-04-06,China,Inner Mongolia,,1,0,118,1
2020-04-06,China,Liaoning,,0,0,142,2
2020-04-06,China,Shaanxi,,0,0,256,3
2020-04-06,China,Shandong,,1,0,780,7
2020-04-06,China,Shanghai,,5,0,536,6
2020-04-06,China,Sichuan,,1,0,559,3
2020-04-06,China,Unknown,,0,0,0,0
2020-04-06,China,Zhejiang,,1,0,1264,1
2020-04-06,Colombia,,,94,11,1579,46
2020-04-06,Costa Rica,,,13,0,467,2
2020-04-06,Czechia,,,235,11,4822,78
2020-04-06,Denmark,,,312,8,4681,187
2020-04-06,Denmark,Faroe Islands,,2,0,183,0
2020-04-06,Denmark,Greenland,,0,0,11,0
2020-04-06,Estonia,,,11,4,1108,19
2020-04-06,Finland,,,249,-1,2176,27
2020-04-06,France,,,3894,833,73554,8899
2020-04-06,France,French Guiana,,11,0,72,0
2020-04-06,France,French Polynesia,,1,0,42,0
2020-04-06,France,Guadeloupe,,0,0,135,7
2020-04-06,France,Martinique,,2,0,151,4
2020-04-06,France,Mayotte,,0,0,147,2
2020-04-06,France,New Caledonia,,0,0,18,0
2020-04-06,France,Reunion,,5,0,349,0
2020-04-06,France,Saint Barthelemy,,0,0,6,0
2020-04-06,France,Saint Pierre and Miquelon,,0,0,1,0
2020-04-06,France,St Martin,,0,0,32,2
2020-04-06,Germany,,,3251,226,103374,1810
