tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-01-26,Australia,,,0,0,4,0
2020-01-26,Canada,Ontario,,0,0,1,0
2020-01-26,China,Anhui,,21,0,60,0
2020-01-26,China,Beijing,,27,0,68,0
2020-01-26,China,Chongqing,,18,0,75,0
2020-01-26,China,Fujian,,17,0,35,0
2020-01-26,China,Gansu,,3,0,7,0
2020-01-26,China,Guangdong,,33,0,111,0
2020-01-26,China,Guangxi,,13,0,36,0
2020-01-26,China,Guizhou,,1,0,5,0
2020-01-26,China,Hainan,,3,0,22,0
2020-01-26,China,Hebei,,5,0,13,1
2020-01-26,China,Heilongjiang,,6,0,15,1
2020-01-26,China,Henan,,51,1,83,1
2020-01-26,China,Hubei,,297,12,1058,52
2020-01-26,China,Hunan,,26,0,69,0
2020-01-26,China,Inner Mongolia,,0,0,7,0
2020-01-26,China,Jiangsu,,15,0,33,0
2020-01-26,China,Jiangxi,,18,0,36,0
2020-01-26,China,Jilin,,0,0,4,0
2020-01-26,China,Liaoning,,4,0,21,0
2020-01-26,China,Ningxia,,1,0,4,0
2020-01-26,China,Qinghai,,0,0,1,0
2020-01-26,China,Shaanxi,,7,0,22,0
2020-01-26,China,Shandong,,19,0,46,0
2020-01-26,China,Shanghai,,7,1,40,1
2020-01-26,China,Shanxi,,3,0,9,0
2020-01-26,China,Sichuan,,16,0,44,0
2020-01-26,China,Tianjin,,4,0,14,0
2020-01-26,China,Unknown,,0,0,0,0
2020-01-26,China,Xinjiang,,1,0,4,0
2020-01-26,China,Yunnan,,5,0,16,0
2020-01-26,China,Zhejiang,,42,0,104,0
2020-01-26,France,,,0,0,3,0
2020-01-26,Japan,,,2,0,4,0
2020-01-26,New Zealand,Cook Islands,,0,0,0,0
2020-01-26,South Korea,,,1,0,3,0
2020-01-26,Taiwan,Taiwan,,1,0,4,0
2020-01-26,United States,Arizona,,0,0,1,0
2020-01-26,United States,California,,0,0,2,0
2020-01-26,United States,Illinois,,0,0,1,0
2020-01-26,United States,Washington,,0,0,1,0
