tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-01-25,Australia,,,4,0,4,0
2020-01-25,China,Anhui,,24,0,39,0
2020-01-25,China,Beijing,,5,0,41,0
2020-01-25,China,Chongqing,,30,0,57,0
2020-01-25,China,Fujian,,8,0,18,0
2020-01-25,China,Gansu,,2,0,4,0
2020-01-25,China,Guangdong,,25,0,78,0
2020-01-25,China,Guangxi,,0,0,23,0
2020-01-25,China,Guizhou,,1,0,4,0
2020-01-25,China,Hainan,,11,0,19,0
2020-01-25,China,Hebei,,6,0,8,1
2020-01-25,China,Heilongjiang,,5,0,9,1
2020-01-25,China,Henan,,23,0,32,0
2020-01-25,China,Hubei,,212,16,761,40
2020-01-25,China,Hunan,,19,0,43,0
2020-01-25,China,Inner Mongolia,,6,0,7,0
2020-01-25,China,Jiangsu,,9,0,18,0
2020-01-25,China,Jiangxi,,0,0,18,0
2020-01-25,China,Jilin,,1,0,4,0
2020-01-25,China,Liaoning,,13,0,17,0
2020-01-25,China,Ningxia,,1,0,3,0
2020-01-25,China,Qinghai,,1,0,1,0
2020-01-25,China,Shaanxi,,10,0,15,0
2020-01-25,China,Shandong,,12,0,27,0
2020-01-25,China,Shanghai,,13,0,33,0
2020-01-25,China,Shanxi,,5,0,6,0
2020-01-25,China,Sichuan,,13,0,28,0
2020-01-25,China,Tianjin,,2,0,10,0
2020-01-25,China,Unknown,,0,0,0,0
2020-01-25,China,Xinjiang,,1,0,3,0
2020-01-25,China,Yunnan,,6,0,11,0
2020-01-25,China,Zhejiang,,19,0,62,0
2020-01-25,France,,,1,0,3,0
2020-01-25,Japan,,,0,0,2,0
2020-01-25,New Zealand,Cook Islands,,0,0,0,0
2020-01-25,South Korea,,,0,0,2,0
2020-01-25,Taiwan,Taiwan,,0,0,3,0
2020-01-25,United States,Illinois,,0,0,1,0
2020-01-25,United States,Washington,,0,0,1,0
