tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-28,Australia,Australian Capital Territory,,9,0,71,0
2020-03-28,Australia,New South Wales,,212,1,1617,8
2020-03-28,Australia,Northern Territory,,3,0,15,0
2020-03-28,Australia,Queensland,,70,0,625,1
2020-03-28,Australia,South Australia,,30,0,287,0
2020-03-28,Australia,Tasmania,,15,0,62,0
2020-03-28,Australia,Victoria,,111,0,685,3
2020-03-28,Australia,Western Australia,,47,0,278,2
2020-03-28,Austria,,,614,10,8271,68
2020-03-28,Belgium,,,1850,64,9134,353
2020-03-28,Canada,Alberta,,0,0,542,2
2020-03-28,Canada,British Columbia,,159,3,884,17
2020-03-28,Canada,Diamond Princess,,0,0,0,1
2020-03-28,Canada,Grand Princess,,0,0,13,0
2020-03-28,Canada,Manitoba,,25,0,64,1
2020-03-28,Canada,New Brunswick,,6,0,51,0
2020-03-28,Canada,Newfoundland and Labrador,,18,0,120,0
2020-03-28,Canada,Northwest Territories,,0,0,1,0
2020-03-28,Canada,Nova Scotia,,20,0,110,0
2020-03-28,Canada,Nunavut,,0,0,0,0
2020-03-28,Canada,Ontario,,150,0,1144,18
2020-03-28,Canada,Prince Edward Island,,2,0,11,0
2020-03-28,Canada,Quebec,,416,13,3007,43
2020-03-28,Canada,Recovered,,0,0,0,0
2020-03-28,Canada,Saskatchewan,,39,0,134,0
2020-03-28,Canada,Yukon,,1,0,4,0
2020-03-28,Chile,,,299,1,1909,6
2020-03-28,China,Beijing,,4,0,573,8
2020-03-28,China,Fujian,,6,0,337,1
2020-03-28,China,Gansu,,0,0,136,2
2020-03-28,China,Guangdong,,11,0,1467,8
2020-03-28,China,Henan,,0,0,1275,22
2020-03-28,China,Hong Kong,,42,0,561,4
2020-03-28,China,Hubei,,0,3,67801,3177
2020-03-28,China,Inner Mongolia,,2,0,94,1
2020-03-28,China,Jilin,,2,0,97,1
2020-03-28,China,Liaoning,,4,0,132,2
2020-03-28,China,Macau,,4,0,37,0
2020-03-28,China,Shanghai,,17,0,485,5
2020-03-28,China,Tianjin,,6,0,161,3
2020-03-28,China,Unknown,,0,0,0,0
2020-03-28,China,Zhejiang,,4,0,1251,1
2020-03-28,Colombia,,,69,0,608,6
2020-03-28,Costa Rica,,,32,0,295,2
2020-03-28,Czechia,,,352,2,2631,11
2020-03-28,Denmark,,,155,13,2201,65
2020-03-28,Denmark,Faroe Islands,,11,0,155,0
2020-03-28,Denmark,Greenland,,0,0,10,0
2020-03-28,Estonia,,,70,0,645,1
2020-03-28,Finland,,,126,2,1167,9
2020-03-28,France,,,4553,317,37162,2311
2020-03-28,France,French Guiana,,0,0,28,0
2020-03-28,France,French Polynesia,,0,0,30,0
2020-03-28,France,Guadeloupe,,29,1,102,2
2020-03-28,France,Martinique,,12,0,93,1
2020-03-28,France,Mayotte,,13,0,63,0
2020-03-28,France,New Caledonia,,0,0,15,0
2020-03-28,France,Reunion,,38,0,183,0
2020-03-28,France,Saint Barthelemy,,0,0,5,0
2020-03-28,France,St Martin,,0,0,11,0
2020-03-28,Germany,,,6824,91,57695,433
2020-03-28,Greece,,,95,4,1061,32
2020-03-28,Hungary,,,43,1,343,11
2020-03-28,Iceland,,,73,0,963,2
2020-03-28,Ireland,,,294,14,2415,36
2020-03-28,Israel,,,480,1,3901,13
2020-03-28,Italy,,,5974,889,92472,10023
2020-03-28,Japan,,,225,3,1693,52
2020-03-28,Latvia,,,25,0,305,0
2020-03-28,Lithuania,,,47,0,339,4
2020-03-28,Luxembourg,,,226,3,1831,18
2020-03-28,Mexico,,,132,4,717,12
2020-03-28,Netherlands,,,1159,93,9762,639
2020-03-28,Netherlands,Aruba,,13,0,46,0
2020-03-28,Netherlands,Curacao,,0,0,8,1
2020-03-28,Netherlands,Sint Maarten,,0,0,3,0
2020-03-28,New Zealand,,,83,0,451,0
2020-03-28,New Zealand,Cook Islands,,0,0,0,0
2020-03-28,Norway,,,260,4,4015,23
2020-03-28,Poland,,,249,2,1638,18
2020-03-28,Portugal,,,902,24,5170,100
2020-03-28,Slovakia,,,23,0,292,0
2020-03-28,Slovenia,,,52,0,684,9
2020-03-28,South Korea,,,146,5,9478,144
2020-03-28,Spain,,,7516,844,73235,5982
2020-03-28,Sweden,,,378,0,3447,105
2020-03-28,Switzerland,,,1148,33,14076,264
2020-03-28,Taiwan,,,16,0,283,2
2020-03-28,Turkey,,,1704,16,7402,108
2020-03-28,United Kingdom,,,2546,260,17089,1019
2020-03-28,United Kingdom,Anguilla,,0,0,2,0
2020-03-28,United Kingdom,Bermuda,,0,0,17,0
2020-03-28,United Kingdom,British Virgin Islands,,0,0,2,0
2020-03-28,United Kingdom,Cayman Islands,,0,0,8,1
2020-03-28,United Kingdom,Channel Islands,,9,0,97,1
2020-03-28,United Kingdom,Gibraltar,,1,0,56,0
2020-03-28,United Kingdom,Isle of Man,,3,0,32,0
2020-03-28,United Kingdom,Montserrat,,0,0,5,0
2020-03-28,United Kingdom,Saint Helena Ascension and Tristan da Cunha,,0,0,0,0
2020-03-28,United Kingdom,Turks and Caicos Islands,,0,0,4,0
