tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-11,Australia,Australian Capital Territory,,0,0,1,0
2020-03-11,Australia,From Diamond Princess,,0,0,0,0
2020-03-11,Australia,New South Wales,,37,0,92,2
2020-03-11,Australia,Northern Territory,,0,0,1,0
2020-03-11,Australia,Queensland,,17,0,35,0
2020-03-11,Australia,South Australia,,9,0,16,0
2020-03-11,Australia,Tasmania,,3,0,5,0
2020-03-11,Australia,Victoria,,18,0,36,0
2020-03-11,Australia,Western Australia,,8,0,14,1
2020-03-11,Austria,,,322,1,504,1
2020-03-11,Belgium,,,292,3,559,3
2020-03-11,Canada,Alberta,,22,0,29,0
2020-03-11,Canada,British Columbia,,32,0,64,1
2020-03-11,Canada,Grand Princess,,0,0,2,0
2020-03-11,Canada,Manitoba,,0,0,4,0
2020-03-11,Canada,New Brunswick,,0,0,1,0
2020-03-11,Canada,Ontario,,38,0,74,0
2020-03-11,Canada,Quebec,,20,0,37,0
2020-03-11,Canada,Saskatchewan,,0,0,2,0
2020-03-11,Chile,,,30,0,43,0
2020-03-11,China,Anhui,,0,0,990,6
2020-03-11,China,Beijing,,6,0,435,8
2020-03-11,China,Chongqing,,0,0,576,6
2020-03-11,China,Fujian,,0,0,296,1
2020-03-11,China,Gansu,,-125,-2,0,0
2020-03-11,China,Guangdong,,3,0,1356,8
2020-03-11,China,Guangxi,,0,0,252,2
2020-03-11,China,Guizhou,,0,0,146,2
2020-03-11,China,Hainan,,0,0,168,6
2020-03-11,China,Hebei,,-318,-6,0,0
2020-03-11,China,Heilongjiang,,1,0,482,13
2020-03-11,China,Henan,,1,0,1273,22
2020-03-11,China,Hong Kong,,0,0,126,3
2020-03-11,China,Hubei,,13,22,67773,3046
2020-03-11,China,Hunan,,0,0,1018,4
2020-03-11,China,Inner Mongolia,,0,0,75,1
2020-03-11,China,Jiangsu,,0,0,631,0
2020-03-11,China,Jiangxi,,0,0,935,1
2020-03-11,China,Jilin,,0,0,93,1
2020-03-11,China,Liaoning,,0,0,125,1
2020-03-11,China,Macau,,0,0,10,0
2020-03-11,China,Ningxia,,0,0,75,0
2020-03-11,China,Qinghai,,0,0,18,0
2020-03-11,China,Shaanxi,,0,0,245,1
2020-03-11,China,Shandong,,2,0,760,6
2020-03-11,China,Shanghai,,0,0,344,3
2020-03-11,China,Shanxi,,0,0,133,0
2020-03-11,China,Sichuan,,0,0,539,3
2020-03-11,China,Tianjin,,0,0,136,3
2020-03-11,China,Tibet,,0,0,1,0
2020-03-11,China,Unknown,,0,0,0,0
2020-03-11,China,Xinjiang,,0,0,76,3
2020-03-11,China,Yunnan,,0,0,174,2
2020-03-11,China,Zhejiang,,0,0,1215,1
2020-03-11,Colombia,,,10,0,13,0
2020-03-11,Costa Rica,,,14,0,23,0
2020-03-11,Czechia,,,0,0,141,0
2020-03-11,Denmark,Denmark,,0,0,801,0
2020-03-11,Denmark,Faroe Islands,,0,0,3,0
2020-03-11,Estonia,,,67,0,79,0
2020-03-11,Finland,,,115,0,155,0
2020-03-11,France,France,,0,0,3661,79
2020-03-11,France,French Polynesia,,0,0,3,0
2020-03-11,France,Saint Barthelemy,,0,0,1,0
2020-03-11,France,St Martin,,0,0,2,0
2020-03-11,Germany,,,2218,5,3675,7
2020-03-11,Greece,,,101,1,190,1
2020-03-11,Hungary,,,10,0,19,0
2020-03-11,Iceland,,,65,0,134,0
2020-03-11,Ireland,,,56,1,90,1
2020-03-11,Israel,,,76,0,147,0
2020-03-11,Italy,,,7511,635,17660,1266
2020-03-11,Japan,,,120,9,701,19
2020-03-11,Latvia,,,9,0,17,0
2020-03-11,Lithuania,,,0,0,4,0
2020-03-11,Luxembourg,,,29,0,34,0
2020-03-11,Mexico,,,5,0,12,0
2020-03-11,Netherlands,,,422,6,804,10
2020-03-11,New Zealand,,,0,0,5,0
2020-03-11,New Zealand,Cook Islands,,0,0,0,0
2020-03-11,Norway,,,596,0,996,0
2020-03-11,Poland,,,46,2,68,2
2020-03-11,Portugal,,,71,0,112,0
2020-03-11,Slovakia,,,25,0,32,0
2020-03-11,Slovenia,,,110,0,141,0
2020-03-11,South Korea,,,501,13,7979,66
2020-03-11,Spain,,,3537,98,5232,133
2020-03-11,Sweden,,,459,1,814,1
2020-03-11,Switzerland,,,648,8,1139,11
2020-03-11,Taiwan,,,0,0,50,1
2020-03-11,Turkey,,,0,0,5,0
2020-03-11,United Kingdom,Channel Islands,,0,0,2,0
2020-03-11,United Kingdom,Gibraltar,,0,0,1,0
2020-03-11,United Kingdom,UK,,0,0,456,8
2020-03-11,United Kingdom,United Kingdom,,0,0,798,8
2020-03-11,United States,Alabama,,0,0,5,0
2020-03-11,United States,Alaska,,1,0,1,0
2020-03-11,United States,Arizona,,3,0,9,0
2020-03-11,United States,Arkansas,,6,0,6,0
2020-03-11,United States,California,,138,2,282,4
2020-03-11,United States,Colorado,,34,0,49,0
2020-03-11,United States,Connecticut,,9,0,11,0
2020-03-11,United States,Delaware,,4,0,4,0
2020-03-11,United States,Diamond Princess,,0,0,46,0
2020-03-11,United States,District of Columbia,,5,0,10,0
2020-03-11,United States,Florida,,35,0,50,2
2020-03-11,United States,Georgia,,25,1,42,1
2020-03-11,United States,Grand Princess,,0,0,21,0
2020-03-11,United States,Hawaii,,0,0,2,0
2020-03-11,United States,Idaho,,1,0,1,0
2020-03-11,United States,Illinois,,34,0,46,0
2020-03-11,United States,Indiana,,7,0,13,0
2020-03-11,United States,Iowa,,9,0,17,0
2020-03-11,United States,Kansas,,4,1,5,1
2020-03-11,United States,Kentucky,,8,0,14,0
2020-03-11,United States,Louisiana,,35,0,36,0
2020-03-11,United States,Maine,,1,0,1,0
2020-03-11,United States,Maryland,,10,0,18,0
2020-03-11,United States,Massachusetts,,31,0,123,0
2020-03-11,United States,Michigan,,16,0,16,0
2020-03-11,United States,Minnesota,,11,0,14,0
2020-03-11,United States,Mississippi,,1,0,1,0
2020-03-11,United States,Missouri,,1,0,2,0
2020-03-11,United States,Montana,,1,0,1,0
2020-03-11,United States,Nebraska,,10,0,13,0
2020-03-11,United States,Nevada,,13,0,17,0
2020-03-11,United States,New Hampshire,,2,0,6,0
2020-03-11,United States,New Jersey,,14,0,29,1
2020-03-11,United States,New Mexico,,10,0,10,0
2020-03-11,United States,New York,,248,0,421,0
2020-03-11,United States,North Carolina,,10,0,17,0
2020-03-11,United States,North Dakota,,1,0,1,0
2020-03-11,United States,Ohio,,10,0,13,0
2020-03-11,United States,Oklahoma,,0,0,2,0
2020-03-11,United States,Oregon,,15,0,30,0
2020-03-11,United States,Pennsylvania,,29,0,41,0
2020-03-11,United States,Rhode Island,,11,0,14,0
2020-03-11,United States,South Carolina,,6,0,13,0
2020-03-11,United States,South Dakota,,8,1,8,1
2020-03-11,United States,Tennessee,,19,0,26,0
2020-03-11,United States,Texas,,30,0,43,0
2020-03-11,United States,Utah,,7,0,9,0
2020-03-11,United States,Vermont,,1,0,2,0
2020-03-11,United States,Virginia,,23,0,30,0
2020-03-11,United States,Washington,,301,14,568,37
2020-03-11,United States,West Virginia,,0,0,0,0
2020-03-11,United States,Wisconsin,,16,0,19,0
2020-03-11,United States,Wyoming,,1,0,1,0
