tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-01-23,Australia,,,0,0,0,0
2020-01-23,China,Anhui,,8,0,9,0
2020-01-23,China,Beijing,,8,0,22,0
2020-01-23,China,Chongqing,,3,0,9,0
2020-01-23,China,Fujian,,4,0,5,0
2020-01-23,China,Gansu,,2,0,2,0
2020-01-23,China,Guangdong,,6,0,32,0
2020-01-23,China,Guangxi,,3,0,5,0
2020-01-23,China,Guizhou,,2,0,3,0
2020-01-23,China,Hainan,,1,0,5,0
2020-01-23,China,Heilongjiang,,2,0,2,0
2020-01-23,China,Henan,,0,0,5,0
2020-01-23,China,Hubei,,0,0,444,17
2020-01-23,China,Hunan,,5,0,9,0
2020-01-23,China,Inner Mongolia,,0,0,0,0
2020-01-23,China,Jiangsu,,4,0,5,0
2020-01-23,China,Jiangxi,,5,0,7,0
2020-01-23,China,Jilin,,1,0,1,0
2020-01-23,China,Liaoning,,1,0,3,0
2020-01-23,China,Ningxia,,0,0,1,0
2020-01-23,China,Qinghai,,0,0,0,0
2020-01-23,China,Shaanxi,,3,0,3,0
2020-01-23,China,Shandong,,4,0,6,0
2020-01-23,China,Shanghai,,7,0,16,0
2020-01-23,China,Shanxi,,0,0,1,0
2020-01-23,China,Sichuan,,3,0,8,0
2020-01-23,China,Tianjin,,0,0,4,0
2020-01-23,China,Tibet,,0,0,0,0
2020-01-23,China,Unknown,,0,0,0,0
2020-01-23,China,Xinjiang,,2,0,2,0
2020-01-23,China,Yunnan,,1,0,2,0
2020-01-23,China,Zhejiang,,17,0,27,0
2020-01-23,Colombia,,,0,0,0,0
2020-01-23,Japan,,,-1,0,1,0
2020-01-23,Mexico,,,0,0,0,0
2020-01-23,New Zealand,Cook Islands,,0,0,0,0
2020-01-23,South Korea,,,0,0,1,0
2020-01-23,Taiwan,Taiwan,,0,0,1,0
2020-01-23,United States,Washington,,0,0,1,0
